County Code,District Code,Subgroup ID,Test Id,Mean Scale Score,Total Tested At Entity Level,Total Tested with Scores,CAASPP Reported Enrollment,Students Tested,Students with Scores,Total Standard Exceeded,Total Standard Met,Total Standard Met and Above,Total Standard Nearly Met,Total Standard Not Met
12,75515,226,2,2521.5142857142855,2912.0,2912.0,430.0,416.0,416.0,90.0,90.0,180.0,128.0,108.0
12,75515,224,1,2602.9,455.0,448.0,29.0,29.0,29.0,8.0,10.0,18.0,6.0,5.0
12,75515,201,1,2386.933333333333,518.0,511.0,38.0,35.0,35.0,2.0,1.0,3.0,7.0,25.0
54,75523,222,2,2665.5,238.0,238.0,13.0,13.0,13.0,4.0,5.0,9.0,3.0,1.0
54,75523,223,1,2659.9,115.0,115.0,16.0,16.0,16.0,7.0,5.0,12.0,3.0,1.0
54,75523,223,2,2627.6,115.0,115.0,16.0,16.0,16.0,3.0,6.0,9.0,5.0,2.0
54,75523,224,1,2512.028571428571,3577.0,3577.0,526.0,511.0,511.0,112.0,152.0,264.0,121.0,126.0
54,75523,224,2,2491.557142857143,3591.0,3591.0,526.0,513.0,513.0,62.0,90.0,152.0,141.0,220.0
54,75523,222,1,2690.2,224.0,224.0,13.0,13.0,13.0,9.0,3.0,12.0,1.0,0.0
54,75523,226,2,2536.6800000000003,1785.0,1785.0,244.0,235.0,235.0,38.0,57.0,95.0,69.0,71.0
54,75523,226,1,2565.2599999999998,1792.0,1792.0,244.0,236.0,236.0,82.0,79.0,161.0,37.0,38.0
54,75523,201,2,2445.4571428571426,784.0,784.0,116.0,112.0,112.0,7.0,13.0,20.0,30.0,62.0
54,75523,202,1,2494.2999999999997,665.0,665.0,89.0,88.0,88.0,13.0,25.0,38.0,22.0,28.0
54,75523,202,2,2478.633333333333,665.0,665.0,89.0,88.0,88.0,11.0,14.0,25.0,23.0,40.0
54,75523,203,1,2642.5,144.0,144.0,14.0,12.0,12.0,4.0,5.0,9.0,1.0,2.0
54,75523,201,1,2471.9857142857145,777.0,777.0,116.0,111.0,111.0,12.0,22.0,34.0,32.0,45.0
54,75523,204,1,2478.7428571428572,35238.0,35217.0,5159.0,5034.0,5031.0,488.0,1267.0,1755.0,1429.0,1847.0
54,75523,204,2,2459.1142857142854,35266.0,35259.0,5159.0,5038.0,5037.0,267.0,735.0,1002.0,1424.0,2612.0
54,75523,206,1,2487.8,3381.0,3381.0,507.0,483.0,483.0,60.0,140.0,200.0,116.0,167.0
54,75523,206,2,2467.8571428571427,3360.0,3360.0,508.0,480.0,480.0,33.0,93.0,126.0,123.0,231.0
54,75523,207,1,2560.1,462.0,462.0,12.0,12.0,12.0,1.0,5.0,6.0,4.0,2.0
