,Unnamed: 0,District Code,Agency Name,American Indian/Alaska Native,Black,Hispanic,White,Hawaiian Nat./Pacific Isl.,Two or More Races,Asian or Asian/Pacific Islander,Total Enrollment,Total Revenue,Revenue per student,County Code,Subgroup ID,Test Id,Mean Scale Score,Total Tested At Entity Level,Total Tested with Scores,CAASPP Reported Enrollment,Students Tested,Students with Scores,Total Standard Exceeded,Total Standard Met,Total Standard Met and Above,Total Standard Nearly Met,Total Standard Not Met,Student tested %
270,275.0,72454.0,FILLMORE UNIFIED,13.0,6.0,3429.0,267.0,1.0,22.0,15.0,3753.0,48332000.0,12878.23,224.0,316.0,6.0,9897.02380952381,27195.0,27188.0,3930.0,3867.0,3866.0,215.0,662.0,877.0,1038.0,1951.0,103.03756994404476
271,276.0,73809.0,FIREBAUGH-LAS DELTAS UNIFIED,0.0,3.0,2185.0,95.0,1.0,2.0,4.0,2290.0,30616000.0,13369.43,40.0,316.0,6.0,9999.914285714285,16457.0,16457.0,2307.0,2290.0,2290.0,211.0,550.0,761.0,670.0,859.0,100.0
272,277.0,71530.0,FLOURNOY UNION ELEMENTARY,0.0,0.0,3.0,18.0,0.0,0.0,0.0,21.0,312000.0,14857.14,,,,,,,,,,,,,,,
273,278.0,67330.0,FOLSOM-CORDOVA UNIFIED,84.0,1143.0,4084.0,10212.0,149.0,1284.0,3311.0,20267.0,189402000.0,9345.34,476.0,1216.0,21.0,35339.748571428565,148799.0,148631.0,21620.0,21223.0,21199.0,6061.0,5930.0,11999.0,4734.0,4484.0,104.71702768046578
274,279.0,67710.0,FONTANA UNIFIED,39.0,2078.0,33078.0,1572.0,93.0,362.0,792.0,38014.0,525675000.0,13828.46,504.0,1216.0,21.0,35066.30714285714,280868.0,280553.0,40600.0,40080.0,40035.0,2959.0,7629.0,10588.0,11936.0,17553.0,105.43483979586468
275,280.0,66837.0,FORESTHILL UNION ELEMENTARY,8.0,6.0,41.0,322.0,2.0,14.0,5.0,398.0,2860000.0,7185.93,62.0,160.0,3.0,5007.083333333333,2166.0,2166.0,384.0,361.0,361.0,57.0,96.0,153.0,114.0,94.0,90.7035175879397
276,281.0,70680.0,FORESTVILLE UNION ELEMENTARY,4.0,1.0,98.0,211.0,1.0,23.0,2.0,340.0,2288000.0,6729.41,196.0,316.0,6.0,9859.366666666667,2430.0,2418.0,368.0,357.0,355.0,42.0,92.0,134.0,104.0,117.0,105.0
277,282.0,70292.0,FORKS OF SALMON ELEMENTARY,0.0,0.0,1.0,8.0,0.0,1.0,0.0,10.0,260000.0,26000.0,,,,,,,,,,,,,,,
278,283.0,65565.0,FORT BRAGG UNIFIED,21.0,15.0,777.0,921.0,1.0,127.0,18.0,1880.0,18164000.0,9661.7,138.0,604.0,9.0,14814.842857142858,12397.0,12334.0,1732.0,1695.0,1686.0,184.0,370.0,556.0,506.0,630.0,90.1595744680851
279,284.0,70698.0,FORT ROSS ELEMENTARY,0.0,0.0,12.0,12.0,0.0,0.0,0.0,24.0,352000.0,14666.67,,,,,,,,,,,,,,,
280,285.0,75036.0,FORT SAGE UNIFIED,9.0,6.0,31.0,175.0,4.0,15.0,0.0,240.0,3312000.0,13800.0,36.0,160.0,3.0,4923.7071428571435,1330.0,1316.0,180.0,179.0,178.0,12.0,30.0,42.0,57.0,79.0,74.58333333333333
281,286.0,76802.0,FORTUNA ELEMENTARY,39.0,8.0,474.0,745.0,0.0,98.0,13.0,1377.0,14579000.0,10587.51,48.0,316.0,6.0,9877.05,7254.0,7248.0,1241.0,1209.0,1208.0,95.0,253.0,348.0,381.0,479.0,87.7995642701525
282,287.0,62810.0,FORTUNA UNION HIGH,47.0,4.0,272.0,664.0,1.0,96.0,21.0,1105.0,10784000.0,9759.28,72.0,604.0,9.0,15374.900000000001,435.0,435.0,462.0,435.0,435.0,60.0,120.0,180.0,118.0,137.0,39.366515837104075
283,288.0,66498.0,FOUNTAIN VALLEY ELEMENTARY,18.0,45.0,1101.0,2441.0,37.0,351.0,2394.0,6387.0,41958000.0,6569.28,300.0,910.0,15.0,25686.050000000007,50508.0,50508.0,8407.0,8348.0,8348.0,3434.0,2675.0,6109.0,1499.0,740.0,130.70299044935027
284,289.0,62158.0,FOWLER UNIFIED,5.0,25.0,2033.0,240.0,0.0,17.0,237.0,2557.0,29171000.0,11408.29,60.0,468.0,9.0,15115.057142857142,19446.0,19446.0,2804.0,2778.0,2778.0,359.0,636.0,995.0,819.0,964.0,108.64294094642159
285,290.0,71381.0,FRANKLIN ELEMENTARY,2.0,3.0,104.0,277.0,0.0,47.0,45.0,478.0,3605000.0,7541.84,204.0,316.0,6.0,10114.656666666668,3282.0,3282.0,546.0,529.0,529.0,145.0,172.0,317.0,138.0,74.0,110.6694560669456
286,291.0,69450.0,FRANKLIN-MCKINLEY ELEMENTARY,9.0,158.0,6464.0,179.0,37.0,186.0,3702.0,10735.0,86664000.0,8073.03,516.0,1058.0,18.0,29964.675000000003,63642.0,63516.0,10754.0,10553.0,10532.0,1958.0,2478.0,4438.0,2660.0,3450.0,98.30461108523522
287,292.0,61176.0,FREMONT UNIFIED,91.0,780.0,5200.0,4280.0,204.0,1057.0,23551.0,35163.0,286406000.0,8145.1,16.0,1366.0,24.0,40684.88095238095,258461.0,258335.0,37391.0,36833.0,36815.0,18184.0,8832.0,27017.0,5262.0,4550.0,104.74931035463413
288,293.0,69468.0,FREMONT UNION HIGH,9.0,96.0,1623.0,1942.0,30.0,565.0,6543.0,10808.0,49728000.0,4601.04,516.0,1058.0,18.0,31777.699999999997,5199.0,5198.0,5458.0,5199.0,5198.0,3120.0,1089.0,4209.0,522.0,468.0,48.10325684678016
289,294.0,69997.0,FRENCH GULCH-WHISKEYTOWN ELEMENTARY,0.0,0.0,5.0,18.0,0.0,8.0,0.0,31.0,541000.0,17451.61,,,,,,,,,,,,,,,
290,295.0,62828.0,FRESHWATER ELEMENTARY,9.0,2.0,41.0,250.0,0.0,34.0,6.0,342.0,2956000.0,8643.27,24.0,160.0,3.0,5103.183333333333,1908.0,1908.0,320.0,318.0,318.0,103.0,115.0,218.0,73.0,27.0,92.98245614035088
291,296.0,10108.0,FRESNO COUNTY OFFICE OF EDUCATION,29.0,334.0,1785.0,329.0,2.0,121.0,84.0,2684.0,188976000.0,70408.35,60.0,464.0,9.0,14504.250000000002,2362.0,2362.0,321.0,254.0,254.0,0.0,7.0,7.0,15.0,232.0,9.463487332339792
292,297.0,62166.0,FRESNO UNIFIED,435.0,6224.0,49722.0,7298.0,261.0,1321.0,8095.0,73356.0,930428000.0,12683.73,160.0,1366.0,24.0,39721.66190476191,509663.0,508354.0,74974.0,72789.0,72602.0,6795.0,14218.0,21022.0,18817.0,32939.0,99.22705709144446
293,298.0,63479.0,FRUITVALE ELEMENTARY,30.0,98.0,1220.0,1563.0,5.0,151.0,144.0,3211.0,30653000.0,9546.25,150.0,904.0,15.0,25277.483333333337,24594.0,24594.0,4018.0,3993.0,3993.0,901.0,1207.0,2108.0,1056.0,829.0,124.35378386795391
294,299.0,66506.0,FULLERTON ELEMENTARY,59.0,184.0,6775.0,2594.0,21.0,626.0,3104.0,13363.0,110655000.0,8280.7,360.0,1058.0,18.0,30405.86666666667,106632.0,106626.0,17984.0,17772.0,17771.0,4692.0,4549.0,9242.0,4169.0,4361.0,132.99408815385766
295,300.0,66514.0,FULLERTON JOINT UNION HIGH,29.0,309.0,7712.0,2362.0,60.0,342.0,3047.0,13861.0,122416000.0,8831.69,420.0,1216.0,21.0,36858.0,6975.0,6974.0,7138.0,6975.0,6974.0,2157.0,1825.0,3983.0,1399.0,1593.0,50.32104465767261
296,301.0,67348.0,GALT JOINT UNION ELEMENTARY,11.0,47.0,2129.0,1217.0,24.0,67.0,121.0,3616.0,38404000.0,10620.58,272.0,756.0,12.0,20071.41666666667,28500.0,28500.0,4704.0,4649.0,4649.0,640.0,1185.0,1825.0,1368.0,1456.0,128.56747787610618
297,302.0,67355.0,GALT JOINT UNION HIGH,7.0,34.0,1243.0,758.0,7.0,114.0,28.0,2191.0,32185000.0,14689.64,204.0,604.0,9.0,15661.1,1016.0,1016.0,1064.0,1016.0,1016.0,183.0,301.0,484.0,238.0,294.0,46.371519853947966
298,303.0,66522.0,GARDEN GROVE UNIFIED,36.0,257.0,23720.0,3544.0,254.0,774.0,15638.0,44223.0,498521000.0,11272.89,420.0,1216.0,21.0,35460.957142857136,328769.0,328720.0,47592.0,46967.0,46960.0,11858.0,12642.0,24504.0,10817.0,11643.0,106.20491599393979
299,304.0,62836.0,GARFIELD ELEMENTARY,3.0,3.0,3.0,57.0,0.0,3.0,0.0,69.0,778000.0,11275.36,,,,,,,,,,,,,,,
300,305.0,64550.0,GARVEY ELEMENTARY,5.0,20.0,1861.0,73.0,1.0,50.0,2795.0,4805.0,67002000.0,13944.22,114.0,468.0,9.0,14935.099999999999,36936.0,36930.0,6234.0,6094.0,6093.0,1812.0,1538.0,3351.0,1204.0,1539.0,126.82622268470342
301,306.0,75267.0,GATEWAY UNIFIED,176.0,46.0,422.0,1935.0,14.0,132.0,76.0,2801.0,29721000.0,10610.85,360.0,754.0,12.0,19587.79714285714,15988.0,15981.0,2212.0,2166.0,2165.0,174.0,421.0,595.0,680.0,890.0,77.3295251695823
302,307.0,70318.0,GAZELLE UNION ELEMENTARY,4.0,3.0,6.0,16.0,0.0,1.0,0.0,30.0,486000.0,16200.0,,,,,,,,,,,,,,,
303,308.0,63487.0,GENERAL SHAFTER ELEMENTARY,0.0,0.0,130.0,14.0,0.0,0.0,2.0,146.0,844000.0,5780.82,30.0,156.0,3.0,4990.110000000001,948.0,948.0,149.0,148.0,148.0,26.0,39.0,65.0,45.0,38.0,101.36986301369863
304,309.0,71548.0,GERBER UNION ELEMENTARY,12.0,1.0,294.0,107.0,0.0,10.0,2.0,426.0,4728000.0,11098.59,208.0,316.0,6.0,9789.933333333334,3036.0,3036.0,460.0,452.0,452.0,14.0,68.0,82.0,139.0,231.0,106.10328638497653
305,310.0,70706.0,GEYSERVILLE UNIFIED,0.0,2.0,157.0,86.0,0.0,3.0,2.0,250.0,1861000.0,7444.0,98.0,156.0,3.0,4930.416666666666,1148.0,1148.0,148.0,146.0,146.0,7.0,35.0,42.0,53.0,51.0,58.4
306,311.0,69484.0,GILROY UNIFIED,68.0,153.0,8388.0,2112.0,26.0,488.0,724.0,11959.0,85606000.0,7158.29,516.0,1058.0,18.0,30637.564285714285,81032.0,80962.0,11823.0,11568.0,11558.0,2214.0,2868.0,5083.0,2863.0,3621.0,96.73049586085793
307,312.0,64568.0,GLENDALE UNIFIED,43.0,305.0,5756.0,14650.0,25.0,652.0,4588.0,26019.0,254875000.0,9795.73,228.0,1058.0,18.0,30555.414285714287,188594.0,188447.0,27439.0,26942.0,26921.0,7522.0,7523.0,15049.0,6231.0,5659.0,103.54740766363042
308,313.0,64576.0,GLENDORA UNIFIED,14.0,92.0,3224.0,3116.0,11.0,331.0,750.0,7538.0,66283000.0,8793.18,228.0,1058.0,18.0,30916.92285714286,56896.0,56889.0,8221.0,8038.0,8037.0,2452.0,2550.0,5003.0,1832.0,1203.0,106.63305916688776
309,314.0,10116.0,GLENN COUNTY OFFICE OF EDUCATION,11.0,29.0,224.0,178.0,2.0,15.0,4.0,463.0,24859000.0,53691.14,,,,,,,,,,,,,,,
310,315.0,61879.0,GOLD OAK UNION ELEMENTARY,8.0,7.0,48.0,405.0,1.0,6.0,1.0,476.0,3518000.0,7390.76,18.0,160.0,3.0,5009.75,3210.0,3210.0,542.0,535.0,535.0,82.0,175.0,257.0,151.0,127.0,112.39495798319328
311,316.0,61887.0,GOLD TRAIL UNION ELEMENTARY,11.0,6.0,77.0,564.0,4.0,20.0,3.0,685.0,5060000.0,7386.86,36.0,316.0,6.0,9934.416666666666,5118.0,5118.0,811.0,785.0,785.0,162.0,215.0,377.0,199.0,209.0,114.59854014598541
312,317.0,61457.0,GOLDEN FEATHER UNION ELEMENTARY,6.0,0.0,32.0,142.0,0.0,15.0,3.0,198.0,1692000.0,8545.45,,,,,,,,,,,,,,,
313,318.0,75234.0,GOLDEN PLAINS UNIFIED,1.0,13.0,1664.0,24.0,0.0,1.0,6.0,1709.0,21419000.0,12533.06,20.0,156.0,3.0,4887.614285714285,13174.0,13111.0,1899.0,1882.0,1873.0,90.0,270.0,360.0,444.0,1078.0,110.12287887653598
314,319.0,75580.0,GOLDEN VALLEY UNIFIED,18.0,22.0,761.0,977.0,0.0,42.0,50.0,1870.0,18098000.0,9678.07,80.0,316.0,6.0,10105.028571428573,13034.0,13020.0,1913.0,1862.0,1860.0,393.0,577.0,972.0,505.0,385.0,99.57219251336899
315,320.0,69195.0,GOLETA UNION ELEMENTARY,4.0,29.0,1791.0,1273.0,1.0,209.0,264.0,3571.0,33095000.0,9267.71,336.0,756.0,12.0,20247.95,15508.0,15504.0,3936.0,3877.0,3876.0,1267.0,996.0,2263.0,842.0,772.0,108.569028283394
316,321.0,75473.0,GONZALES UNIFIED,9.0,3.0,2348.0,43.0,5.0,5.0,11.0,2424.0,24364000.0,10051.16,54.0,156.0,3.0,4928.128571428571,17584.0,17549.0,2551.0,2512.0,2507.0,130.0,456.0,586.0,767.0,1160.0,103.63036303630363
317,322.0,64584.0,GORMAN JOINT,9.0,99.0,796.0,1248.0,7.0,224.0,108.0,2491.0,1454000.0,583.7,,,,,,,,,,,,,,,
318,323.0,70003.0,GRANT ELEMENTARY,11.0,3.0,71.0,486.0,1.0,49.0,16.0,637.0,5695000.0,8940.35,270.0,604.0,9.0,14988.433333333332,4530.0,4524.0,676.0,664.0,663.0,218.0,263.0,481.0,133.0,50.0,104.23861852433281
319,324.0,66332.0,GRASS VALLEY ELEMENTARY,59.0,24.0,303.0,1293.0,4.0,18.0,35.0,1736.0,12698000.0,7314.52,116.0,316.0,6.0,9923.616666666667,12114.0,12114.0,2096.0,2019.0,2019.0,317.0,521.0,838.0,598.0,583.0,116.30184331797236
320,325.0,71084.0,GRATTON ELEMENTARY,2.0,2.0,18.0,106.0,0.0,2.0,5.0,135.0,1600000.0,11851.85,100.0,160.0,3.0,5056.066666666666,792.0,792.0,76.0,74.0,74.0,19.0,28.0,47.0,18.0,9.0,54.81481481481482
321,326.0,70714.0,GRAVENSTEIN UNION ELEMENTARY,4.0,2.0,137.0,477.0,2.0,71.0,34.0,727.0,6581000.0,9052.27,196.0,316.0,6.0,10106.508333333333,4830.0,4830.0,795.0,771.0,771.0,288.0,224.0,512.0,150.0,109.0,106.05226960110042
322,327.0,66027.0,GRAVES ELEMENTARY,0.0,0.0,33.0,8.0,1.0,1.0,3.0,46.0,377000.0,8195.65,,,,,,,,,,,,,,,
323,328.0,62851.0,GREEN POINT ELEMENTARY,0.0,0.0,0.0,10.0,0.0,1.0,0.0,11.0,208000.0,18909.09,,,,,,,,,,,,,,,
324,329.0,63503.0,GREENFIELD UNION,30.0,659.0,7722.0,622.0,5.0,115.0,208.0,9361.0,117329000.0,12533.81,150.0,904.0,15.0,24854.08333333333,71448.0,71388.0,11986.0,11868.0,11858.0,1410.0,3020.0,4430.0,3593.0,3842.0,126.78132678132678
325,330.0,66035.0,GREENFIELD UNION ELEMENTARY,3.0,6.0,3448.0,45.0,4.0,3.0,13.0,3522.0,42590000.0,12092.56,54.0,156.0,3.0,4868.616666666667,26742.0,26736.0,4501.0,4457.0,4456.0,245.0,664.0,909.0,1100.0,2448.0,126.54741624077228
326,331.0,70326.0,GRENADA ELEMENTARY,5.0,2.0,15.0,164.0,0.0,15.0,0.0,201.0,2081000.0,10353.23,94.0,160.0,3.0,4965.799999999999,1188.0,1188.0,198.0,198.0,198.0,22.0,50.0,72.0,62.0,64.0,98.50746268656717
327,332.0,75507.0,GRIDLEY UNIFIED,7.0,7.0,1161.0,708.0,5.0,81.0,52.0,2021.0,21589000.0,10682.34,16.0,316.0,6.0,10028.07142857143,13118.0,13118.0,1924.0,1874.0,1874.0,239.0,488.0,727.0,574.0,573.0,92.72637308263236
328,333.0,68130.0,GROSSMONT UNION HIGH,136.0,1477.0,8403.0,9249.0,111.0,1517.0,816.0,21709.0,180286000.0,8304.67,592.0,1366.0,24.0,41485.4,11209.0,11185.0,7934.0,7549.0,7532.0,1627.0,2202.0,3829.0,1629.0,2088.0,34.77359620433921
329,334.0,69203.0,GUADALUPE UNION ELEMENTARY,3.0,6.0,1238.0,23.0,0.0,3.0,7.0,1280.0,15728000.0,12287.5,84.0,156.0,3.0,4850.783333333333,10134.0,10122.0,1699.0,1689.0,1687.0,29.0,183.0,212.0,476.0,1001.0,131.953125
330,335.0,70722.0,GUERNEVILLE ELEMENTARY,16.0,8.0,88.0,165.0,1.0,4.0,4.0,286.0,2718000.0,9503.5,196.0,316.0,6.0,9921.366666666667,2064.0,2058.0,300.0,294.0,293.0,53.0,75.0,128.0,73.0,93.0,102.79720279720279
331,336.0,73619.0,GUSTINE UNIFIED,10.0,13.0,1512.0,290.0,4.0,36.0,25.0,1890.0,19934000.0,10547.09,96.0,316.0,6.0,9900.692857142856,12957.0,12943.0,1865.0,1835.0,1833.0,102.0,334.0,437.0,472.0,925.0,97.08994708994709
332,337.0,73445.0,HACIENDA LA PUENTE UNIFIED,18.0,177.0,14982.0,617.0,48.0,159.0,2829.0,18830.0,262387000.0,13934.52,228.0,1058.0,18.0,30511.810714285715,138817.0,138754.0,19977.0,19747.0,19738.0,3815.0,5038.0,8853.0,5173.0,5718.0,104.86988847583643
333,338.0,76562.0,HAMILTON UNIFIED,3.0,2.0,593.0,48.0,0.0,43.0,8.0,697.0,8189000.0,11748.92,22.0,156.0,3.0,4930.785714285716,4298.0,4284.0,624.0,614.0,612.0,34.0,128.0,162.0,171.0,280.0,88.09182209469154
334,339.0,63917.0,HANFORD ELEMENTARY,25.0,272.0,4428.0,949.0,7.0,169.0,104.0,5954.0,69939000.0,11746.56,160.0,906.0,15.0,25030.723333333335,46140.0,46116.0,7701.0,7624.0,7620.0,1000.0,1856.0,2856.0,2086.0,2678.0,128.04837084313067
335,340.0,63925.0,HANFORD JOINT UNION HIGH,17.0,194.0,2435.0,996.0,2.0,41.0,114.0,3799.0,44244000.0,11646.22,128.0,616.0,12.0,20598.5,1649.0,1648.0,1702.0,1649.0,1648.0,219.0,453.0,673.0,404.0,572.0,43.40615951566202
336,341.0,70334.0,HAPPY CAMP UNION ELEMENTARY,49.0,0.0,9.0,36.0,0.0,17.0,0.0,111.0,1416000.0,12756.76,,,,,,,,,,,,,,,
337,342.0,69757.0,HAPPY VALLEY ELEMENTARY,2.0,1.0,6.0,87.0,0.0,21.0,8.0,125.0,871000.0,6968.0,88.0,160.0,3.0,5053.6,416.0,416.0,84.0,84.0,84.0,32.0,32.0,64.0,18.0,2.0,67.2
338,343.0,70011.0,HAPPY VALLEY UNION ELEMENTARY,33.0,3.0,85.0,330.0,3.0,19.0,27.0,500.0,5232000.0,10464.0,180.0,316.0,6.0,9892.866666666667,3192.0,3186.0,484.0,476.0,475.0,62.0,119.0,181.0,126.0,168.0,95.19999999999999
339,344.0,70730.0,HARMONY UNION ELEMENTARY,6.0,14.0,152.0,416.0,3.0,67.0,22.0,680.0,6706000.0,9861.76,98.0,160.0,3.0,5057.9,1260.0,1260.0,216.0,210.0,210.0,58.0,57.0,115.0,61.0,34.0,30.88235294117647
340,345.0,71092.0,HART-RANSOM UNION ELEMENTARY,5.0,24.0,499.0,566.0,7.0,35.0,53.0,1189.0,11135000.0,9365.01,200.0,316.0,6.0,10001.452380952383,8960.0,8960.0,1320.0,1270.0,1270.0,154.0,366.0,520.0,399.0,351.0,106.81244743481916
341,346.0,64592.0,HAWTHORNE,26.0,1743.0,6117.0,194.0,102.0,60.0,331.0,8573.0,106370000.0,12407.56,228.0,928.0,18.0,30009.344285714287,73110.0,73103.0,10423.0,10306.0,10305.0,1332.0,2363.0,3695.0,2905.0,3705.0,120.21462731832497
342,347.0,61192.0,HAYWARD UNIFIED,71.0,2086.0,14644.0,1252.0,740.0,749.0,3380.0,22922.0,246649000.0,10760.36,15.0,1291.0,23.0,37374.328571428574,153051.0,152918.0,22415.0,21844.0,21825.0,2167.0,4291.0,6458.0,5822.0,9556.0,95.29709449437222
343,348.0,75390.0,HEALDSBURG UNIFIED,7.0,10.0,990.0,571.0,5.0,9.0,19.0,1611.0,11843000.0,7351.33,196.0,316.0,6.0,10069.485714285713,10640.0,10633.0,1588.0,1520.0,1519.0,242.0,374.0,616.0,439.0,464.0,94.35133457479826
344,349.0,63131.0,HEBER ELEMENTARY,0.0,0.0,1234.0,9.0,0.0,2.0,0.0,1245.0,14632000.0,11752.61,26.0,156.0,3.0,5020.333333333334,9186.0,9126.0,1546.0,1531.0,1521.0,257.0,512.0,769.0,426.0,334.0,122.9718875502008
345,350.0,67736.0,HELENDALE ELEMENTARY,13.0,169.0,1226.0,1038.0,15.0,146.0,59.0,2666.0,33148000.0,12433.61,144.0,316.0,6.0,9914.614285714286,7280.0,7273.0,1052.0,1040.0,1039.0,115.0,222.0,337.0,268.0,435.0,39.00975243810953
346,351.0,67082.0,HEMET UNIFIED,195.0,1873.0,12346.0,5940.0,69.0,853.0,434.0,21710.0,294058000.0,13544.82,462.0,1208.0,21.0,34925.44095238095,159446.0,159166.0,23143.0,22704.0,22664.0,2145.0,4679.0,6824.0,6148.0,9726.0,104.57853523721788
347,352.0,64600.0,HERMOSA BEACH CITY ELEMENTARY,5.0,8.0,150.0,1011.0,10.0,128.0,66.0,1378.0,10574000.0,7673.44,152.0,756.0,12.0,20454.816666666666,11034.0,11028.0,1798.0,1753.0,1752.0,701.0,588.0,1290.0,332.0,131.0,127.21335268505081
348,353.0,75044.0,HESPERIA UNIFIED,79.0,1085.0,15244.0,3424.0,52.0,3718.0,242.0,23844.0,258693000.0,10849.4,288.0,616.0,12.0,19923.604761904757,128436.0,128352.0,18668.0,18311.0,18299.0,1220.0,3403.0,4623.0,5040.0,8644.0,76.79500083878544
349,354.0,71100.0,HICKMAN COMMUNITY CHARTER,4.0,15.0,268.0,712.0,9.0,31.0,32.0,1071.0,9424000.0,8799.25,200.0,316.0,6.0,10068.516666666666,7332.0,7320.0,1314.0,1222.0,1220.0,273.0,388.0,662.0,297.0,262.0,114.09897292250233
350,355.0,68908.0,HILLSBOROUGH CITY ELEMENTARY,5.0,4.0,52.0,864.0,3.0,143.0,412.0,1483.0,10384000.0,7002.02,246.0,600.0,9.0,15611.583333333334,11448.0,11448.0,1886.0,1862.0,1862.0,1063.0,474.0,1537.0,232.0,93.0,125.55630478759272
351,356.0,65698.0,HILMAR UNIFIED,15.0,10.0,1030.0,1300.0,2.0,27.0,19.0,2403.0,22182000.0,9230.96,96.0,316.0,6.0,9865.328571428574,16926.0,16926.0,2440.0,2418.0,2418.0,183.0,484.0,667.0,655.0,1096.0,100.62421972534332
352,357.0,67470.0,HOLLISTER,15.0,21.0,4604.0,905.0,8.0,78.0,118.0,5749.0,56859000.0,9890.24,210.0,468.0,9.0,15176.966666666667,41568.0,41532.0,7027.0,6890.0,6884.0,1089.0,1736.0,2827.0,1903.0,2156.0,119.84692990085233
353,358.0,63149.0,HOLTVILLE UNIFIED,0.0,5.0,1405.0,167.0,0.0,17.0,4.0,1598.0,18821000.0,11777.85,52.0,316.0,6.0,10191.44761904762,11284.0,11270.0,1576.0,1546.0,1544.0,245.0,435.0,681.0,455.0,409.0,96.74593241551939
354,359.0,69211.0,HOPE ELEMENTARY,1.0,17.0,343.0,562.0,3.0,45.0,39.0,1010.0,3578000.0,3542.57,168.0,316.0,6.0,10016.475,4148.0,4148.0,1052.0,1037.0,1037.0,362.0,266.0,628.0,241.0,168.0,102.67326732673267
355,360.0,69211.0,HOPE ELEMENTARY,1.0,17.0,343.0,562.0,3.0,45.0,39.0,1010.0,2453000.0,2428.71,168.0,316.0,6.0,10016.475,4148.0,4148.0,1052.0,1037.0,1037.0,362.0,266.0,628.0,241.0,168.0,102.67326732673267
356,361.0,69211.0,HOPE ELEMENTARY,0.0,0.0,143.0,107.0,0.0,3.0,2.0,255.0,3578000.0,14031.37,168.0,316.0,6.0,10016.475,4148.0,4148.0,1052.0,1037.0,1037.0,362.0,266.0,628.0,241.0,168.0,406.66666666666663
357,362.0,69211.0,HOPE ELEMENTARY,0.0,0.0,143.0,107.0,0.0,3.0,2.0,255.0,2453000.0,9619.61,168.0,316.0,6.0,10016.475,4148.0,4148.0,1052.0,1037.0,1037.0,362.0,266.0,628.0,241.0,168.0,406.66666666666663
358,363.0,70763.0,HORICON ELEMENTARY,5.0,0.0,35.0,16.0,0.0,3.0,0.0,59.0,500000.0,8474.58,,,,,,,,,,,,,,,
359,364.0,70359.0,HORNBROOK ELEMENTARY,2.0,0.0,4.0,35.0,0.0,17.0,0.0,58.0,545000.0,9396.55,,,,,,,,,,,,,,,
360,365.0,71951.0,HOT SPRINGS ELEMENTARY,0.0,0.0,4.0,11.0,0.0,3.0,0.0,18.0,272000.0,15111.11,,,,,,,,,,,,,,,
361,366.0,66258.0,HOWELL MOUNTAIN ELEMENTARY,1.0,3.0,45.0,32.0,0.0,1.0,4.0,86.0,613000.0,7127.91,,,,,,,,,,,,,,,
362,367.0,72462.0,HUENEME ELEMENTARY,37.0,78.0,6987.0,730.0,21.0,194.0,332.0,8379.0,95326000.0,11376.78,560.0,908.0,15.0,24705.266666666666,63612.0,63612.0,10732.0,10601.0,10601.0,693.0,1852.0,2545.0,3075.0,4981.0,126.5186776464972
363,368.0,64626.0,HUGHES-ELIZABETH LAKES UNION ELEMENTARY,1.0,2.0,57.0,132.0,0.0,9.0,1.0,202.0,1470000.0,7277.23,38.0,160.0,3.0,5034.139999999999,864.0,864.0,119.0,118.0,118.0,8.0,40.0,48.0,47.0,23.0,58.415841584158414
364,369.0,75549.0,HUGHSON UNIFIED,7.0,2.0,1174.0,861.0,1.0,25.0,18.0,2088.0,20580000.0,9856.32,200.0,316.0,6.0,10006.62857142857,14399.0,14399.0,2088.0,2057.0,2057.0,235.0,541.0,776.0,636.0,645.0,98.51532567049809
365,370.0,10124.0,HUMBOLDT COUNTY OFFICE OF EDUCATION,14.0,4.0,52.0,313.0,3.0,39.0,11.0,436.0,46823000.0,107392.2,24.0,160.0,3.0,4785.200000000001,186.0,186.0,48.0,40.0,40.0,0.0,0.0,0.0,2.0,38.0,9.174311926605505
366,371.0,66530.0,HUNTINGTON BEACH CITY ELEMENTARY,18.0,31.0,1395.0,4231.0,25.0,700.0,755.0,7155.0,39900000.0,5576.52,300.0,910.0,15.0,25783.633333333328,55728.0,55716.0,9378.0,9238.0,9236.0,3682.0,2980.0,6663.0,1653.0,922.0,129.11250873515024
367,372.0,66548.0,HUNTINGTON BEACH UNION HIGH,227.0,168.0,4430.0,6207.0,103.0,551.0,4454.0,16140.0,136620000.0,8464.68,480.0,1366.0,24.0,42001.700000000004,7654.0,7652.0,8005.0,7654.0,7652.0,2617.0,2405.0,5023.0,1364.0,1266.0,47.42255266418835
368,373.0,62885.0,HYDESVILLE ELEMENTARY,0.0,0.0,16.0,160.0,0.0,19.0,1.0,196.0,1392000.0,7102.04,24.0,160.0,3.0,5064.85,1224.0,1224.0,204.0,204.0,204.0,41.0,84.0,125.0,40.0,39.0,104.08163265306123
369,375.0,10132.0,IMPERIAL COUNTY OFFICE OF EDUCATION,2.0,5.0,579.0,25.0,0.0,5.0,3.0,619.0,112676000.0,182029.08,26.0,156.0,3.0,4874.299999999999,672.0,672.0,144.0,94.0,94.0,0.0,6.0,6.0,18.0,70.0,15.18578352180937
370,376.0,63164.0,IMPERIAL UNIFIED,8.0,46.0,3438.0,540.0,1.0,29.0,60.0,4122.0,41789000.0,10138.04,52.0,316.0,6.0,10126.900000000001,29106.0,29106.0,4185.0,4158.0,4158.0,641.0,1297.0,1938.0,1356.0,864.0,100.87336244541486
