,Unnamed: 0,District Code,Agency Name,American Indian/Alaska Native,Black,Hispanic,White,Hawaiian Nat./Pacific Isl.,Two or More Races,Asian or Asian/Pacific Islander,Total Enrollment,Total Revenue,Revenue per student,County Code,Subgroup ID,Test Id,Mean Scale Score,Total Tested At Entity Level,Total Tested with Scores,CAASPP Reported Enrollment,Students Tested,Students with Scores,Total Standard Exceeded,Total Standard Met,Total Standard Met and Above,Total Standard Nearly Met,Total Standard Not Met,Student tested %
523,530.0,70805.0,MARK WEST UNION ELEMENTARY,25.0,14.0,423.0,854.0,8.0,90.0,61.0,1475.0,10925000.0,7406.78,294.0,604.0,9.0,15014.45,9642.0,9636.0,1612.0,1593.0,1592.0,314.0,478.0,793.0,469.0,331.0,108.0
524,531.0,61739.0,MARTINEZ UNIFIED,8.0,105.0,1264.0,1978.0,16.0,498.0,265.0,4134.0,32314000.0,7816.64,77.0,984.0,16.0,28011.875,29575.0,29575.0,4146.0,4069.0,4069.0,754.0,1180.0,1934.0,1110.0,1025.0,98.42767295597484
525,532.0,72736.0,MARYSVILLE JOINT UNIFIED,269.0,363.0,4206.0,3752.0,41.0,430.0,925.0,9986.0,110891000.0,11104.65,696.0,1054.0,18.0,29669.985714285714,69923.0,69895.0,10371.0,9989.0,9985.0,934.0,2098.0,3032.0,2778.0,4175.0,100.03004205888244
526,533.0,75382.0,MATTOLE UNIFIED,24.0,6.0,99.0,526.0,1.0,79.0,2.0,737.0,7887000.0,10701.49,48.0,316.0,6.0,9860.657142857144,4018.0,3906.0,558.0,518.0,510.0,92.0,134.0,229.0,139.0,148.0,70.28493894165535
527,534.0,61606.0,MAXWELL UNIFIED,13.0,0.0,166.0,128.0,2.0,14.0,3.0,326.0,3352000.0,10282.21,24.0,316.0,6.0,9931.433333333334,2331.0,2324.0,226.0,224.0,223.0,33.0,55.0,88.0,64.0,71.0,68.71165644171779
528,535.0,63180.0,MCCABE UNION ELEMENTARY,0.0,4.0,1174.0,159.0,1.0,4.0,47.0,1389.0,11842000.0,8525.56,52.0,316.0,6.0,10188.716666666667,10368.0,10368.0,1746.0,1728.0,1728.0,412.0,646.0,1058.0,448.0,222.0,124.4060475161987
529,536.0,70409.0,MCCLOUD UNION ELEMENTARY,3.0,0.0,11.0,43.0,0.0,9.0,0.0,66.0,708000.0,10727.27,,,,,,,,,,,,,,,
530,537.0,73908.0,MCFARLAND UNIFIED,1.0,15.0,3496.0,29.0,0.0,0.0,29.0,3570.0,42950000.0,12030.81,30.0,156.0,3.0,4918.657142857142,26075.0,26068.0,3736.0,3725.0,3724.0,198.0,669.0,867.0,1041.0,1816.0,104.34173669467788
531,538.0,62950.0,MCKINLEYVILLE UNION ELEMENTARY,95.0,10.0,167.0,748.0,5.0,112.0,14.0,1151.0,7679000.0,6671.59,96.0,754.0,12.0,19721.046666666665,8466.0,8448.0,1366.0,1339.0,1336.0,197.0,301.0,499.0,376.0,462.0,116.3336229365769
532,539.0,63651.0,MCKITTRICK ELEMENTARY,1.0,0.0,13.0,61.0,0.0,2.0,0.0,77.0,674000.0,8753.25,,,,,,,,,,,,,,,
533,540.0,65763.0,MCSWAIN UNION ELEMENTARY,3.0,4.0,360.0,403.0,2.0,34.0,53.0,859.0,7509000.0,8741.56,96.0,316.0,6.0,10051.2,5844.0,5844.0,990.0,974.0,974.0,195.0,273.0,468.0,287.0,219.0,113.38766006984866
534,541.0,63198.0,MEADOWS UNION ELEMENTARY,1.0,5.0,413.0,65.0,2.0,2.0,0.0,488.0,6424000.0,13163.93,52.0,316.0,6.0,10023.5,3762.0,3762.0,596.0,575.0,575.0,46.0,115.0,161.0,157.0,257.0,117.82786885245902
535,542.0,10231.0,MENDOCINO COUNTY OFFICE OF EDUCATION,11.0,2.0,35.0,21.0,1.0,1.0,0.0,71.0,31218000.0,439690.14,46.0,156.0,3.0,4841.5,93.0,93.0,28.0,26.0,26.0,1.0,0.0,1.0,3.0,22.0,36.61971830985916
536,543.0,65581.0,MENDOCINO UNIFIED,7.0,6.0,55.0,416.0,5.0,14.0,14.0,517.0,6499000.0,12570.6,46.0,160.0,3.0,5070.328571428572,2961.0,2961.0,452.0,423.0,423.0,108.0,121.0,229.0,120.0,74.0,81.81818181818183
537,544.0,75127.0,MENDOTA UNIFIED,1.0,2.0,3258.0,48.0,0.0,27.0,3.0,3339.0,43739000.0,13099.43,20.0,156.0,3.0,4934.985714285713,22624.0,22596.0,3381.0,3232.0,3228.0,242.0,650.0,892.0,916.0,1423.0,96.79544773884396
538,545.0,67116.0,MENIFEE UNION ELEMENTARY,55.0,720.0,5065.0,4481.0,67.0,601.0,687.0,11676.0,108640000.0,9304.56,462.0,1216.0,21.0,35094.06666666667,76536.0,76482.0,13026.0,12702.0,12694.0,2013.0,3776.0,5791.0,3599.0,3309.0,108.78725590955807
539,546.0,68965.0,MENLO PARK CITY ELEMENTARY,4.0,35.0,460.0,1786.0,36.0,357.0,321.0,2999.0,20835000.0,6947.32,328.0,756.0,12.0,20705.233333333334,22470.0,22470.0,3866.0,3745.0,3745.0,2181.0,921.0,3102.0,418.0,225.0,124.87495831943983
540,547.0,65771.0,MERCED CITY ELEMENTARY,31.0,563.0,7232.0,1611.0,19.0,342.0,1104.0,10902.0,132145000.0,12121.17,288.0,1058.0,18.0,29928.466666666667,83448.0,83436.0,14009.0,13848.0,13846.0,1389.0,2745.0,4134.0,3762.0,5951.0,127.02256466703356
541,548.0,10249.0,MERCED COUNTY OFFICE OF EDUCATION,0.0,54.0,792.0,206.0,6.0,22.0,24.0,1104.0,126097000.0,114218.3,96.0,316.0,6.0,9805.5,2886.0,2865.0,586.0,350.0,347.0,5.0,25.0,30.0,51.0,269.0,31.70289855072464
542,549.0,73726.0,MERCED RIVER UNION ELEMENTARY,2.0,1.0,112.0,51.0,0.0,9.0,0.0,175.0,1555000.0,8885.71,48.0,156.0,3.0,4950.450000000001,780.0,780.0,114.0,108.0,108.0,4.0,31.0,35.0,30.0,43.0,61.71428571428571
543,550.0,65789.0,MERCED UNION HIGH,56.0,426.0,6962.0,1724.0,25.0,147.0,1037.0,10377.0,130431000.0,12569.24,288.0,1058.0,18.0,31016.699999999997,4712.0,4712.0,4881.0,4712.0,4712.0,533.0,1139.0,1672.0,1220.0,1820.0,45.40811409848704
544,551.0,71415.0,MERIDIAN ELEMENTARY,6.0,129.0,197.0,585.0,14.0,107.0,52.0,1090.0,1502000.0,1377.98,,,,,,,,,,,,,,,
545,552.0,72470.0,MESA UNION ELEMENTARY,5.0,23.0,566.0,527.0,4.0,77.0,74.0,1276.0,5472000.0,4288.4,224.0,316.0,6.0,10101.553333333335,4176.0,4176.0,680.0,676.0,676.0,138.0,194.0,332.0,193.0,151.0,52.97805642633229
546,553.0,64055.0,MIDDLETOWN UNIFIED,21.0,3.0,389.0,1148.0,4.0,95.0,20.0,1680.0,15409000.0,9172.02,68.0,316.0,6.0,9970.0,9849.0,9835.0,1452.0,1407.0,1405.0,160.0,373.0,533.0,446.0,426.0,83.75
547,554.0,63669.0,MIDWAY ELEMENTARY,1.0,0.0,8.0,73.0,0.0,3.0,0.0,85.0,660000.0,7764.71,30.0,160.0,3.0,5093.6,570.0,570.0,24.0,24.0,24.0,6.0,9.0,15.0,5.0,4.0,28.235294117647058
548,555.0,65391.0,MILL VALLEY ELEMENTARY,7.0,22.0,238.0,2415.0,5.0,294.0,147.0,3128.0,29202000.0,9335.68,168.0,756.0,12.0,20485.56,25050.0,25044.0,4277.0,4165.0,4164.0,1882.0,1405.0,3287.0,620.0,258.0,133.15217391304347
549,556.0,68973.0,MILLBRAE ELEMENTARY,3.0,22.0,464.0,504.0,48.0,168.0,1223.0,2432.0,15902000.0,6538.65,410.0,910.0,15.0,25415.483333333334,18168.0,18144.0,3036.0,2979.0,2975.0,1009.0,900.0,1909.0,626.0,442.0,122.49177631578947
550,557.0,70052.0,MILLVILLE ELEMENTARY,2.0,0.0,13.0,218.0,0.0,16.0,2.0,251.0,2049000.0,8163.35,90.0,160.0,3.0,5100.75,1692.0,1692.0,294.0,282.0,282.0,97.0,90.0,187.0,63.0,32.0,112.35059760956175
551,558.0,73387.0,MILPITAS UNIFIED,37.0,218.0,2089.0,621.0,84.0,373.0,6838.0,10260.0,85519000.0,8335.19,602.0,1216.0,21.0,35601.08809523809,75082.0,75068.0,10857.0,10627.0,10625.0,4139.0,2854.0,6993.0,1997.0,1635.0,103.57699805068225
552,559.0,66084.0,MISSION UNION ELEMENTARY,0.0,0.0,93.0,28.0,0.0,1.0,4.0,126.0,1348000.0,10698.41,54.0,156.0,3.0,4955.366666666667,780.0,780.0,78.0,78.0,78.0,7.0,19.0,26.0,30.0,22.0,61.904761904761905
553,560.0,71167.0,MODESTO CITY ELEMENTARY,57.0,364.0,10546.0,2501.0,87.0,1102.0,673.0,15330.0,0.0,0.0,700.0,1212.0,21.0,34375.13333333333,115848.0,115830.0,19526.0,19176.0,19173.0,1300.0,3191.0,4491.0,5032.0,9652.0,125.08806262230921
554,561.0,71175.0,MODESTO CITY HIGH,57.0,537.0,8547.0,4067.0,135.0,1097.0,948.0,15388.0,0.0,0.0,800.0,1366.0,24.0,41184.6,6798.0,6796.0,7053.0,6798.0,6796.0,1016.0,1692.0,2709.0,1671.0,2418.0,44.1772809981804
555,562.0,10256.0,MODOC COUNTY OFFICE OF EDUCATION,1.0,4.0,13.0,14.0,0.0,1.0,0.0,33.0,7153000.0,216757.58,,,,,,,,,,,,,,,
556,563.0,73585.0,MODOC JOINT UNIFIED,68.0,10.0,130.0,595.0,0.0,26.0,18.0,847.0,8227000.0,9713.11,100.0,316.0,6.0,9944.813095238096,5376.0,5376.0,737.0,710.0,710.0,53.0,166.0,219.0,235.0,256.0,83.82526564344747
557,564.0,63677.0,MOJAVE UNIFIED,23.0,855.0,1184.0,525.0,5.0,121.0,22.0,2735.0,27038000.0,9885.92,120.0,752.0,12.0,19459.828571428574,19432.0,19418.0,2767.0,2726.0,2724.0,115.0,353.0,468.0,620.0,1636.0,99.6709323583181
558,565.0,10264.0,MONO COUNTY OFFICE OF EDUCATION,0.0,77.0,210.0,72.0,1.0,5.0,18.0,383.0,11691000.0,30524.8,,,,,,,,,,,,,,,
559,566.0,62323.0,MONROE ELEMENTARY,0.0,0.0,159.0,4.0,0.0,0.0,7.0,170.0,2209000.0,12994.12,20.0,156.0,3.0,4917.280000000001,1188.0,1188.0,180.0,180.0,180.0,8.0,37.0,45.0,69.0,66.0,105.88235294117648
560,567.0,64790.0,MONROVIA UNIFIED,11.0,356.0,3558.0,1140.0,13.0,118.0,405.0,5601.0,66353000.0,11846.63,228.0,1058.0,18.0,30501.816666666666,40887.0,40880.0,5802.0,5733.0,5732.0,1276.0,1570.0,2847.0,1381.0,1505.0,102.35672201392609
561,568.0,72009.0,MONSON-SULTANA JOINT UNION ELEMENTARY,0.0,0.0,401.0,35.0,1.0,2.0,1.0,440.0,5286000.0,12013.64,108.0,156.0,3.0,4923.966666666667,3216.0,3216.0,540.0,536.0,536.0,45.0,98.0,143.0,149.0,244.0,121.81818181818183
562,569.0,70417.0,MONTAGUE ELEMENTARY,10.0,1.0,27.0,75.0,4.0,57.0,1.0,175.0,2471000.0,14120.0,,,,,,,,,,,,,,,
563,570.0,70813.0,MONTE RIO UNION ELEMENTARY,0.0,1.0,9.0,62.0,0.0,16.0,2.0,90.0,1078000.0,11977.78,,,,,,,,,,,,,,,
564,571.0,64808.0,MONTEBELLO UNIFIED,54.0,74.0,26222.0,299.0,18.0,128.0,603.0,27398.0,365427000.0,13337.73,152.0,618.0,12.0,20033.611904761907,194245.0,194168.0,28320.0,27709.0,27698.0,2152.0,5369.0,7524.0,7465.0,12721.0,101.1351193517775
565,572.0,69252.0,MONTECITO UNION ELEMENTARY,1.0,4.0,26.0,356.0,0.0,22.0,4.0,413.0,1443000.0,3493.95,84.0,160.0,3.0,5151.05,1736.0,1728.0,448.0,434.0,432.0,276.0,102.0,378.0,45.0,11.0,105.08474576271188
566,573.0,10272.0,MONTEREY COUNTY OFFICE OF EDUCATION,8.0,37.0,1030.0,575.0,6.0,173.0,68.0,1897.0,141029000.0,74343.17,108.0,316.0,6.0,9985.2,3045.0,3045.0,454.0,343.0,343.0,22.0,42.0,64.0,86.0,193.0,18.081180811808117
567,574.0,66092.0,MONTEREY PENINSULA UNIFIED,31.0,530.0,6194.0,2123.0,210.0,717.0,927.0,10732.0,95264000.0,8876.63,378.0,1216.0,21.0,34886.62857142857,69538.0,69447.0,10336.0,9934.0,9921.0,966.0,2115.0,3081.0,2788.0,4059.0,92.56429370108089
568,575.0,70821.0,MONTGOMERY ELEMENTARY,0.0,0.0,3.0,23.0,0.0,0.0,2.0,28.0,294000.0,10500.0,,,,,,,,,,,,,,,
569,576.0,73940.0,MOORPARK UNIFIED,8.0,85.0,2983.0,2719.0,9.0,279.0,389.0,6472.0,53737000.0,8303.0,560.0,904.0,15.0,25754.457142857143,45493.0,45486.0,6611.0,6441.0,6440.0,1717.0,1847.0,3564.0,1557.0,1320.0,99.52101359703337
570,577.0,61747.0,MORAGA ELEMENTARY,3.0,16.0,158.0,1145.0,2.0,261.0,313.0,1898.0,15142000.0,7977.87,56.0,756.0,12.0,20768.983333333334,15180.0,15180.0,2596.0,2530.0,2530.0,1387.0,758.0,2145.0,291.0,94.0,133.29820864067437
571,578.0,69575.0,MORELAND,32.0,116.0,1501.0,1283.0,15.0,316.0,1517.0,4780.0,35276000.0,7379.92,516.0,1058.0,18.0,30617.37,35616.0,35616.0,6015.0,5866.0,5866.0,2358.0,1483.0,3841.0,1099.0,926.0,122.71966527196653
572,579.0,67124.0,MORENO VALLEY UNIFIED,90.0,4742.0,23647.0,2555.0,260.0,872.0,1186.0,33352.0,477830000.0,14326.88,462.0,1216.0,21.0,34822.814285714296,249074.0,248969.0,36187.0,35582.0,35567.0,2634.0,6400.0,9034.0,9804.0,16741.0,106.68625569680978
573,580.0,69583.0,MORGAN HILL UNIFIED,45.0,166.0,4571.0,2971.0,35.0,372.0,977.0,9137.0,52248000.0,5718.29,516.0,1058.0,18.0,30528.375238095243,61397.0,61369.0,8787.0,8641.0,8637.0,1706.0,2178.0,3884.0,2092.0,2664.0,94.57152238152567
574,581.0,67777.0,MORONGO UNIFIED,55.0,625.0,2627.0,4463.0,75.0,388.0,233.0,8466.0,98201000.0,11599.46,432.0,1058.0,18.0,29932.325714285707,60221.0,60193.0,8775.0,8465.0,8462.0,1016.0,1960.0,2976.0,2338.0,3148.0,99.98818804630287
575,582.0,61929.0,MOTHER LODE UNION ELEMENTARY,29.0,8.0,370.0,633.0,1.0,36.0,8.0,1085.0,8588000.0,7915.21,36.0,316.0,6.0,9987.65,7746.0,7746.0,1310.0,1291.0,1291.0,186.0,376.0,562.0,411.0,318.0,118.98617511520737
576,583.0,69617.0,MOUNT PLEASANT ELEMENTARY,11.0,47.0,1750.0,78.0,31.0,83.0,371.0,2371.0,77394000.0,32641.92,301.0,545.0,11.0,17584.183333333334,17166.0,17154.0,2789.0,2760.0,2758.0,287.0,585.0,872.0,751.0,1136.0,116.4065795023197
577,584.0,69773.0,MOUNTAIN ELEMENTARY,0.0,0.0,9.0,101.0,0.0,7.0,1.0,118.0,688000.0,5830.51,88.0,160.0,3.0,5042.733333333334,468.0,468.0,100.0,99.0,99.0,41.0,29.0,70.0,20.0,9.0,83.89830508474576
578,585.0,68213.0,MOUNTAIN EMPIRE UNIFIED,77.0,82.0,1429.0,976.0,8.0,166.0,43.0,2781.0,19438000.0,6989.57,222.0,466.0,9.0,14832.057142857144,11172.0,11158.0,1590.0,1548.0,1546.0,118.0,310.0,428.0,406.0,714.0,55.663430420711975
579,586.0,61218.0,MOUNTAIN HOUSE ELEMENTARY,2.0,0.0,6.0,8.0,0.0,0.0,0.0,16.0,368000.0,23000.0,,,,,,,,,,,,,,,
580,587.0,73700.0,MOUNTAIN UNION ELEMENTARY,13.0,1.0,27.0,30.0,0.0,5.0,0.0,76.0,634000.0,8342.11,,,,,,,,,,,,,,,
581,588.0,75028.0,MOUNTAIN VALLEY UNIFIED,18.0,0.0,34.0,147.0,1.0,38.0,35.0,273.0,3850000.0,14102.56,106.0,160.0,3.0,4977.764999999999,1036.0,1036.0,113.0,113.0,113.0,18.0,31.0,49.0,38.0,26.0,41.39194139194139
582,589.0,64816.0,MOUNTAIN VIEW ELEMENTARY,3.0,14.0,6628.0,1.0,1.0,35.0,370.0,7052.0,99413000.0,14097.14,76.0,308.0,6.0,10019.416666666668,53544.0,53514.0,9077.0,8924.0,8919.0,872.0,1754.0,2626.0,2438.0,3859.0,126.54566080544527
583,590.0,64816.0,MOUNTAIN VIEW ELEMENTARY,3.0,14.0,6628.0,1.0,1.0,35.0,370.0,7052.0,24881000.0,3528.22,76.0,308.0,6.0,10019.416666666668,53544.0,53514.0,9077.0,8924.0,8919.0,872.0,1754.0,2626.0,2438.0,3859.0,126.54566080544527
584,591.0,64816.0,MOUNTAIN VIEW ELEMENTARY,2.0,191.0,1866.0,295.0,1.0,80.0,123.0,2558.0,99413000.0,38863.57,76.0,308.0,6.0,10019.416666666668,53544.0,53514.0,9077.0,8924.0,8919.0,872.0,1754.0,2626.0,2438.0,3859.0,348.8663017982799
585,592.0,64816.0,MOUNTAIN VIEW ELEMENTARY,2.0,191.0,1866.0,295.0,1.0,80.0,123.0,2558.0,24881000.0,9726.74,76.0,308.0,6.0,10019.416666666668,53544.0,53514.0,9077.0,8924.0,8919.0,872.0,1754.0,2626.0,2438.0,3859.0,348.8663017982799
586,593.0,69591.0,MOUNTAIN VIEW WHISMAN,2.0,79.0,2041.0,1546.0,28.0,534.0,895.0,5125.0,34157000.0,6664.78,516.0,1058.0,18.0,30832.283333333333,37650.0,37650.0,6259.0,6151.0,6151.0,2526.0,1433.0,3959.0,1141.0,1051.0,120.01951219512195
587,594.0,69609.0,MOUNTAIN VIEW-LOS ALTOS UNION HIGH,3.0,64.0,1062.0,1702.0,20.0,233.0,992.0,4076.0,26493000.0,6499.75,516.0,1058.0,18.0,31986.5,1840.0,1837.0,2066.0,1840.0,1837.0,950.0,422.0,1371.0,217.0,251.0,45.14229636898921
588,595.0,67793.0,MT. BALDY JOINT ELEMENTARY,1.0,3.0,37.0,56.0,0.0,4.0,5.0,106.0,1136000.0,10716.98,,,,,,,,,,,,,,,
589,596.0,61754.0,MT. DIABLO UNIFIED,77.0,1223.0,13298.0,10318.0,227.0,2863.0,3797.0,31803.0,280390000.0,8816.46,112.0,1366.0,24.0,40372.92857142858,227458.0,227136.0,33584.0,32430.0,32384.0,6320.0,8016.0,14349.0,7857.0,10219.0,101.97151212149798
590,597.0,70425.0,MT. SHASTA UNION ELEMENTARY,9.0,16.0,62.0,462.0,5.0,13.0,13.0,580.0,4488000.0,7737.93,188.0,316.0,6.0,10090.916666666664,3942.0,3942.0,618.0,582.0,582.0,106.0,188.0,294.0,147.0,141.0,100.34482758620689
591,598.0,63206.0,MULBERRY ELEMENTARY,0.0,2.0,45.0,36.0,0.0,4.0,3.0,90.0,816000.0,9066.67,,,,,,,,,,,,,,,
592,599.0,72504.0,MUPU ELEMENTARY,2.0,4.0,139.0,103.0,1.0,15.0,4.0,268.0,1524000.0,5686.57,112.0,156.0,3.0,5058.025,768.0,768.0,98.0,94.0,94.0,16.0,24.0,40.0,37.0,17.0,35.07462686567165
593,600.0,63685.0,MUROC JOINT UNIFIED,12.0,148.0,494.0,924.0,8.0,217.0,78.0,1881.0,21722000.0,11548.11,120.0,752.0,12.0,19923.889285714286,12775.0,12768.0,1828.0,1775.0,1774.0,232.0,487.0,719.0,456.0,599.0,94.36469962785752
594,601.0,75200.0,MURRIETA VALLEY UNIFIED,69.0,1196.0,8227.0,9821.0,170.0,1550.0,1881.0,22914.0,203826000.0,8895.26,462.0,1216.0,21.0,35510.72857142857,166621.0,166383.0,24252.0,23785.0,23751.0,5433.0,7432.0,12873.0,6279.0,4626.0,103.80116959064327
595,602.0,10280.0,NAPA COUNTY OFFICE OF EDUCATION,0.0,2.0,111.0,19.0,2.0,2.0,0.0,136.0,50271000.0,369639.71,56.0,156.0,3.0,4885.450000000001,288.0,282.0,94.0,75.0,74.0,0.0,10.0,10.0,11.0,54.0,55.14705882352941
596,603.0,66266.0,NAPA VALLEY UNIFIED,49.0,417.0,9864.0,5410.0,59.0,733.0,1648.0,18180.0,99968000.0,5498.79,336.0,1058.0,18.0,30274.985714285714,130179.0,130116.0,18901.0,18597.0,18588.0,2750.0,4551.0,7304.0,4872.0,6422.0,102.2937293729373
597,604.0,68221.0,NATIONAL ELEMENTARY,6.0,93.0,4941.0,137.0,34.0,134.0,583.0,5928.0,74173000.0,12512.31,444.0,1058.0,18.0,29803.491666666665,23772.0,23768.0,6039.0,5928.0,5927.0,739.0,1411.0,2151.0,1764.0,2013.0,100.0
598,605.0,75283.0,NATOMAS UNIFIED,92.0,2552.0,4751.0,2624.0,252.0,1377.0,2983.0,14631.0,153360000.0,10481.85,476.0,1216.0,21.0,35021.416666666664,104454.0,104321.0,15164.0,14906.0,14887.0,2205.0,3464.0,5673.0,3939.0,5287.0,101.87957077438317
599,606.0,67801.0,NEEDLES UNIFIED,173.0,21.0,235.0,475.0,2.0,35.0,11.0,952.0,12522000.0,13153.36,216.0,466.0,9.0,14719.126190476189,6944.0,6937.0,1011.0,976.0,975.0,69.0,166.0,235.0,286.0,454.0,102.52100840336134
600,607.0,66340.0,NEVADA CITY ELEMENTARY,9.0,9.0,72.0,701.0,2.0,67.0,8.0,868.0,4150000.0,4781.11,58.0,160.0,3.0,5032.983333333334,5640.0,5640.0,1012.0,940.0,940.0,205.0,272.0,477.0,267.0,196.0,108.29493087557604
601,608.0,10298.0,NEVADA COUNTY OFFICE OF EDUCATION,41.0,225.0,1082.0,1679.0,8.0,202.0,35.0,3272.0,35605000.0,10881.72,58.0,160.0,3.0,5034.285714285714,6622.0,6608.0,1111.0,946.0,944.0,183.0,279.0,462.0,226.0,257.0,28.9119804400978
602,609.0,66357.0,NEVADA JOINT UNION HIGH,41.0,23.0,320.0,2337.0,6.0,89.0,46.0,2862.0,20635000.0,7209.99,174.0,604.0,9.0,15664.4,1161.0,1160.0,1213.0,1161.0,1160.0,297.0,321.0,619.0,277.0,265.0,40.56603773584906
603,610.0,61242.0,NEW HAVEN UNIFIED,52.0,686.0,4490.0,736.0,256.0,608.0,5065.0,11893.0,116114000.0,9763.22,14.0,1216.0,21.0,35160.64523809524,84875.0,84868.0,12381.0,12107.0,12106.0,2248.0,3139.0,5387.0,3034.0,3686.0,101.79937778525183
604,611.0,68619.0,NEW HOPE ELEMENTARY,0.0,8.0,170.0,15.0,0.0,3.0,3.0,199.0,2411000.0,12115.58,78.0,156.0,3.0,4928.683333333333,1254.0,1254.0,212.0,209.0,209.0,14.0,28.0,42.0,72.0,95.0,105.0251256281407
605,612.0,68627.0,NEW JERUSALEM ELEMENTARY,41.0,574.0,1823.0,1373.0,29.0,349.0,399.0,4588.0,26379000.0,5749.56,234.0,468.0,9.0,14829.157142857142,7931.0,7917.0,1339.0,1086.0,1084.0,70.0,174.0,244.0,313.0,528.0,23.670444638186574
606,613.0,61234.0,NEWARK UNIFIED,10.0,236.0,3146.0,795.0,113.0,271.0,1261.0,5832.0,52307000.0,8968.96,14.0,1216.0,21.0,35183.74523809524,42070.0,42056.0,6057.0,5911.0,5909.0,946.0,1477.0,2423.0,1591.0,1896.0,101.35459533607683
607,614.0,66852.0,NEWCASTLE ELEMENTARY,6.0,24.0,258.0,1488.0,0.0,209.0,272.0,2257.0,11260000.0,4988.92,124.0,316.0,6.0,9947.816666666668,6216.0,6216.0,1006.0,974.0,974.0,249.0,345.0,594.0,251.0,129.0,43.15463003987594
608,615.0,64832.0,NEWHALL,21.0,153.0,3223.0,2071.0,8.0,392.0,838.0,6706.0,54148000.0,8074.56,228.0,1058.0,18.0,30546.825000000004,31428.0,31428.0,7916.0,7857.0,7857.0,3289.0,2072.0,5361.0,1416.0,1080.0,117.16373396957948
609,616.0,73601.0,NEWMAN-CROWS LANDING UNIFIED,4.0,55.0,2285.0,546.0,13.0,70.0,30.0,3003.0,32162000.0,10709.96,300.0,604.0,9.0,15008.92857142857,22169.0,22162.0,3175.0,3107.0,3106.0,287.0,709.0,996.0,877.0,1233.0,103.46320346320346
610,617.0,66597.0,NEWPORT-MESA UNIFIED,39.0,197.0,9635.0,9608.0,105.0,760.0,1170.0,21514.0,90586000.0,4210.56,360.0,1058.0,18.0,30570.085714285717,156569.0,156562.0,22765.0,22351.0,22350.0,5757.0,6385.0,12143.0,5251.0,4957.0,103.89048991354466
611,618.0,65409.0,NICASIO,0.0,0.0,13.0,27.0,0.0,0.0,3.0,43.0,418000.0,9720.93,,,,,,,,,,,,,,,
612,619.0,63693.0,NORRIS ELEMENTARY,43.0,58.0,1152.0,2322.0,4.0,307.0,212.0,4098.0,36426000.0,8888.73,150.0,910.0,15.0,25400.800000000003,31404.0,31392.0,5220.0,5160.0,5158.0,1217.0,1651.0,2870.0,1288.0,1002.0,125.91508052708637
613,620.0,67504.0,NORTH COUNTY JOINT UNION ELEMENTARY,0.0,2.0,437.0,273.0,0.0,41.0,1.0,754.0,5092000.0,6753.32,140.0,316.0,6.0,10101.599999999999,5904.0,5904.0,998.0,984.0,984.0,203.0,333.0,536.0,258.0,190.0,130.50397877984085
614,621.0,70078.0,NORTH COW CREEK ELEMENTARY,7.0,2.0,17.0,214.0,0.0,19.0,4.0,263.0,2300000.0,8745.25,90.0,160.0,3.0,5044.733333333334,1644.0,1644.0,276.0,274.0,274.0,61.0,80.0,141.0,86.0,47.0,104.18250950570342
615,622.0,73825.0,NORTH MONTEREY COUNTY UNIFIED,12.0,15.0,3852.0,611.0,13.0,52.0,58.0,4613.0,46145000.0,10003.25,108.0,316.0,6.0,9883.542857142857,32270.0,32228.0,4692.0,4610.0,4604.0,286.0,744.0,1030.0,1247.0,2334.0,99.93496639930632
616,623.0,62687.0,NORTHERN HUMBOLDT UNION HIGH,90.0,13.0,184.0,1202.0,4.0,213.0,33.0,1739.0,17790000.0,10230.02,120.0,906.0,15.0,25559.9,712.0,712.0,752.0,712.0,712.0,170.0,175.0,345.0,130.0,237.0,40.94307073030477
617,624.0,64840.0,NORWALK-LA MIRADA UNIFIED,30.0,479.0,14675.0,1600.0,80.0,264.0,1246.0,18374.0,219212000.0,11930.55,228.0,1058.0,18.0,30246.61428571429,134477.0,134400.0,19487.0,19199.0,19188.0,2529.0,4643.0,7173.0,5292.0,6729.0,104.49004027430064
618,625.0,65417.0,NOVATO UNIFIED,51.0,217.0,2773.0,3906.0,15.0,441.0,466.0,7869.0,58681000.0,7457.24,210.0,904.0,15.0,25209.22857142857,54978.0,54957.0,8071.0,7854.0,7851.0,1750.0,2183.0,3935.0,1926.0,1993.0,99.80937857415174
619,626.0,71423.0,NUESTRO ELEMENTARY,6.0,22.0,69.0,319.0,0.0,34.0,40.0,490.0,4640000.0,9469.39,102.0,160.0,3.0,4968.4,552.0,552.0,26.0,26.0,26.0,5.0,7.0,12.0,10.0,4.0,5.3061224489795915
620,627.0,67157.0,NUVIEW UNION,12.0,311.0,2084.0,433.0,10.0,77.0,45.0,2972.0,25867000.0,8703.57,132.0,316.0,6.0,10029.028571428571,16184.0,16184.0,2346.0,2312.0,2312.0,292.0,574.0,866.0,678.0,768.0,77.79273216689099
621,628.0,69625.0,OAK GROVE ELEMENTARY,29.0,373.0,4982.0,1851.0,81.0,568.0,2478.0,10362.0,82148000.0,7927.81,602.0,1216.0,21.0,35159.549999999996,81156.0,81066.0,13662.0,13448.0,13433.0,2824.0,3445.0,6274.0,3348.0,3829.0,129.78189538699093
