County Code,District Code,Subgroup ID,Test Id,Mean Scale Score,Total Tested At Entity Level,Total Tested with Scores,CAASPP Reported Enrollment,Students Tested,Students with Scores,Total Standard Exceeded,Total Standard Met,Total Standard Met and Above,Total Standard Nearly Met,Total Standard Not Met
10,62042,1,2,2468.7750000000005,432.0,432.0,52.0,52.0,52.0,2.0,14.0,16.0,18.0,18.0
10,62042,1,1,2448.3250000000003,432.0,432.0,52.0,52.0,52.0,1.0,11.0,12.0,17.0,23.0
10,62109,1,1,2577.6833333333334,1014.0,1014.0,171.0,169.0,169.0,76.0,66.0,142.0,18.0,9.0
10,62109,1,2,2579.8666666666663,1014.0,1014.0,171.0,169.0,169.0,86.0,37.0,123.0,36.0,10.0
10,62117,1,2,2548.6428571428573,155652.0,155624.0,22622.0,22236.0,22232.0,6256.0,6324.0,12580.0,5744.0,3911.0
10,62117,1,1,2561.2999999999997,155869.0,155834.0,22624.0,22267.0,22262.0,7659.0,7859.0,15519.0,4072.0,2676.0
10,62125,1,2,2437.542857142857,16429.0,16415.0,2386.0,2347.0,2345.0,62.0,264.0,326.0,576.0,1445.0
10,62125,1,1,2455.9,16177.0,16163.0,2387.0,2311.0,2309.0,160.0,441.0,601.0,556.0,1155.0
10,62158,1,1,2501.9285714285716,9856.0,9856.0,1423.0,1408.0,1408.0,213.0,380.0,593.0,407.0,408.0
10,62158,1,2,2482.5142857142855,9870.0,9870.0,1423.0,1410.0,1410.0,150.0,263.0,413.0,426.0,571.0
10,62166,1,2,2462.1142857142854,254464.0,253715.0,37510.0,36352.0,36245.0,3023.0,5750.0,8776.0,9828.0,17748.0
10,62166,1,1,2474.371428571429,255206.0,254646.0,37509.0,36458.0,36378.0,3786.0,8478.0,12263.0,8995.0,15200.0
10,62240,1,2,2493.0000000000005,8790.0,8784.0,1491.0,1465.0,1464.0,231.0,327.0,558.0,463.0,443.0
10,62240,1,1,2502.7833333333333,8802.0,8796.0,1491.0,1467.0,1466.0,249.0,455.0,704.0,406.0,356.0
10,62257,1,2,2585.2,318.0,318.0,323.0,318.0,318.0,37.0,84.0,121.0,83.0,114.0
10,62257,1,1,2628.3,317.0,316.0,323.0,317.0,316.0,102.0,120.0,223.0,67.0,27.0
10,62265,1,1,2510.4285714285716,36659.0,36659.0,5303.0,5237.0,5237.0,848.0,1635.0,2483.0,1341.0,1413.0
10,62265,1,2,2492.785714285714,36827.0,36820.0,5301.0,5261.0,5260.0,624.0,1090.0,1714.0,1571.0,1975.0
10,62281,1,2,2456.2714285714283,2366.0,2366.0,357.0,338.0,338.0,15.0,52.0,67.0,100.0,171.0
10,62281,1,1,2467.4714285714285,2443.0,2443.0,357.0,349.0,349.0,20.0,82.0,102.0,86.0,161.0
10,62323,1,2,2483.416666666667,660.0,660.0,110.0,110.0,110.0,8.0,22.0,30.0,45.0,35.0
10,62323,1,1,2463.816666666667,660.0,660.0,110.0,110.0,110.0,6.0,25.0,31.0,37.0,42.0
10,62331,1,1,2463.883333333333,1140.0,1140.0,194.0,190.0,190.0,9.0,48.0,57.0,49.0,84.0
10,62331,1,2,2453.7666666666664,1128.0,1128.0,194.0,188.0,188.0,4.0,36.0,40.0,60.0,88.0
10,62356,1,1,2466.7166666666667,1506.0,1506.0,251.0,251.0,251.0,24.0,46.0,70.0,73.0,108.0
10,62356,1,2,2454.7500000000005,1506.0,1506.0,251.0,251.0,251.0,15.0,40.0,55.0,74.0,122.0
10,62364,1,2,2433.5571428571425,12670.0,12670.0,1849.0,1810.0,1810.0,57.0,208.0,265.0,415.0,1130.0
10,62364,1,1,2448.8857142857146,12649.0,12635.0,1849.0,1807.0,1805.0,97.0,319.0,416.0,457.0,934.0
10,62372,1,2,2448.35,354.0,354.0,24.0,24.0,24.0,1.0,4.0,5.0,11.0,8.0
10,62372,1,1,2462.4,354.0,354.0,24.0,24.0,24.0,2.0,7.0,9.0,10.0,5.0
10,62380,1,2,2435.4833333333336,1002.0,1002.0,167.0,167.0,167.0,4.0,21.0,25.0,44.0,98.0
10,62380,1,1,2420.7833333333333,1002.0,1002.0,167.0,167.0,167.0,2.0,24.0,26.0,39.0,102.0
10,62414,1,2,2508.8857142857146,44191.0,44177.0,6392.0,6313.0,6311.0,987.0,1514.0,2501.0,1880.0,1930.0
10,62414,1,1,2512.542857142857,44121.0,44107.0,6392.0,6303.0,6301.0,1114.0,1934.0,3049.0,1631.0,1622.0
10,62430,1,2,2468.6857142857143,23814.0,23660.0,3472.0,3402.0,3380.0,205.0,538.0,744.0,1092.0,1565.0
10,62430,1,1,2494.285714285714,23884.0,23849.0,3472.0,3412.0,3407.0,406.0,1009.0,1415.0,899.0,1095.0
10,62513,1,1,2456.883333333333,1680.0,1680.0,284.0,280.0,280.0,22.0,55.0,77.0,67.0,136.0
10,62513,1,2,2472.383333333333,1680.0,1680.0,283.0,280.0,280.0,32.0,49.0,81.0,81.0,118.0
10,62539,1,2,2436.585714285714,2604.0,2604.0,407.0,372.0,372.0,5.0,38.0,43.0,93.0,236.0
10,62539,1,1,2454.7285714285717,2702.0,2702.0,407.0,386.0,386.0,16.0,81.0,97.0,113.0,176.0
10,62547,1,1,2434.6333333333337,822.0,822.0,139.0,137.0,137.0,3.0,25.0,28.0,34.0,75.0
10,62547,1,2,2433.3999999999996,822.0,822.0,139.0,137.0,137.0,1.0,12.0,13.0,46.0,78.0
11,62554,1,2,2500.8833333333337,816.0,816.0,138.0,136.0,136.0,24.0,36.0,60.0,37.0,39.0
11,62554,1,1,2485.9666666666667,816.0,816.0,138.0,136.0,136.0,15.0,46.0,61.0,29.0,46.0
11,62596,1,2,2522.183333333333,654.0,654.0,110.0,109.0,109.0,24.0,26.0,50.0,30.0,29.0
11,62596,1,1,2509.5,660.0,660.0,110.0,110.0,110.0,21.0,32.0,53.0,28.0,29.0
11,62638,1,2,2521.3333333333335,774.0,774.0,132.0,129.0,129.0,21.0,41.0,62.0,46.0,21.0
11,62638,1,1,2500.8666666666663,774.0,774.0,132.0,129.0,129.0,17.0,46.0,63.0,38.0,28.0
11,62646,1,2,2513.2833333333333,728.0,728.0,97.0,95.0,95.0,12.0,21.0,33.0,28.0,34.0
11,62646,1,1,2511.15,721.0,721.0,96.0,94.0,94.0,11.0,29.0,40.0,28.0,26.0
11,62661,1,1,2468.9285714285716,5082.0,5082.0,757.0,726.0,726.0,48.0,145.0,193.0,240.0,293.0
11,62661,1,2,2462.8142857142857,5082.0,5075.0,759.0,726.0,725.0,39.0,114.0,153.0,196.0,377.0
12,62679,1,2,2507.4333333333334,2034.0,2028.0,352.0,339.0,338.0,61.0,75.0,136.0,113.0,89.0
12,62679,1,1,2514.8666666666663,2040.0,2040.0,352.0,340.0,340.0,81.0,96.0,177.0,93.0,70.0
12,62687,1,1,2596.0,368.0,368.0,391.0,368.0,368.0,109.0,111.0,220.0,60.0,88.0
12,62687,1,2,2568.6,367.0,367.0,391.0,367.0,367.0,62.0,68.0,130.0,77.0,160.0
12,62703,1,1,2459.616666666667,636.0,636.0,109.0,106.0,106.0,11.0,23.0,34.0,32.0,40.0
12,62703,1,2,2456.7499999999995,648.0,648.0,109.0,108.0,108.0,7.0,16.0,23.0,37.0,48.0
12,62737,1,2,2484.22,462.0,462.0,74.0,69.0,69.0,4.0,18.0,22.0,27.0,20.0
12,62737,1,1,2480.7599999999998,462.0,462.0,73.0,69.0,69.0,6.0,23.0,29.0,19.0,21.0
12,62745,1,2,2481.325,1336.0,1336.0,344.0,334.0,334.0,54.0,88.0,142.0,115.0,77.0
12,62745,1,1,2479.275,1344.0,1344.0,344.0,336.0,336.0,69.0,100.0,169.0,82.0,85.0
12,62794,1,1,2556.2833333333333,540.0,540.0,98.0,90.0,90.0,28.0,37.0,65.0,22.0,3.0
12,62794,1,2,2529.25,540.0,540.0,98.0,90.0,90.0,17.0,27.0,44.0,38.0,8.0
12,62810,1,1,2598.0,234.0,234.0,247.0,234.0,234.0,51.0,87.0,138.0,58.0,38.0
12,62810,1,2,2549.4,231.0,231.0,247.0,231.0,231.0,12.0,42.0,54.0,67.0,110.0
12,62828,1,2,2541.733333333333,1260.0,1260.0,211.0,210.0,210.0,54.0,66.0,120.0,65.0,25.0
12,62828,1,1,2542.2166666666667,1266.0,1266.0,212.0,211.0,211.0,60.0,79.0,139.0,49.0,23.0
12,62836,1,2,2472.8,160.0,160.0,23.0,23.0,23.0,5.0,8.0,13.0,4.0,6.0
12,62836,1,1,2477.2,160.0,160.0,23.0,23.0,23.0,6.0,5.0,11.0,6.0,6.0
12,62885,1,1,2530.2833333333333,756.0,756.0,127.0,126.0,126.0,26.0,58.0,84.0,21.0,21.0
12,62885,1,2,2527.766666666667,756.0,756.0,127.0,126.0,126.0,23.0,45.0,68.0,32.0,26.0
12,62893,1,1,2554.083333333333,1806.0,1806.0,308.0,301.0,301.0,114.0,103.0,217.0,56.0,28.0
12,62893,1,2,2559.4166666666665,1806.0,1806.0,308.0,301.0,301.0,121.0,85.0,206.0,67.0,28.0
12,62901,1,1,2426.128571428572,3521.0,3500.0,549.0,503.0,500.0,17.0,68.0,85.0,92.0,326.0
12,62901,1,2,2415.657142857143,3507.0,3500.0,549.0,501.0,500.0,11.0,45.0,56.0,95.0,350.0
12,62927,1,2,2378.2,348.0,342.0,40.0,39.0,38.0,0.0,1.0,1.0,10.0,28.0
12,62927,1,1,2386.9666666666667,342.0,336.0,40.0,39.0,38.0,2.0,3.0,5.0,8.0,26.0
12,62950,1,2,2479.9666666666667,4374.0,4374.0,743.0,729.0,729.0,105.0,143.0,248.0,225.0,256.0
12,62950,1,1,2478.4500000000003,4362.0,4344.0,743.0,727.0,724.0,103.0,176.0,280.0,189.0,256.0
12,62976,1,1,2498.25,2058.0,2058.0,351.0,343.0,343.0,50.0,116.0,166.0,83.0,94.0
12,62976,1,2,2509.3166666666666,2058.0,2058.0,350.0,343.0,343.0,55.0,99.0,154.0,105.0,84.0
12,63008,1,2,2453.8333333333335,1284.0,1284.0,219.0,214.0,214.0,9.0,28.0,37.0,75.0,102.0
12,63008,1,1,2446.2666666666664,1284.0,1284.0,219.0,214.0,214.0,6.0,29.0,35.0,66.0,113.0
12,63024,1,2,2493.5,846.0,846.0,145.0,141.0,141.0,17.0,36.0,53.0,45.0,43.0
12,63024,1,1,2484.0499999999997,852.0,852.0,145.0,142.0,142.0,11.0,45.0,56.0,40.0,46.0
12,63032,1,2,2479.1333333333337,1752.0,1752.0,300.0,292.0,292.0,26.0,62.0,88.0,83.0,121.0
12,63032,1,1,2497.85,1752.0,1752.0,299.0,292.0,292.0,46.0,89.0,135.0,58.0,99.0
12,63040,1,2,2494.8142857142857,2800.0,2793.0,423.0,400.0,399.0,45.0,79.0,124.0,137.0,138.0
12,63040,1,1,2490.585714285714,2821.0,2814.0,423.0,403.0,402.0,48.0,106.0,154.0,116.0,132.0
12,63057,1,2,2516.75,768.0,768.0,133.0,128.0,128.0,23.0,32.0,55.0,52.0,21.0
12,63057,1,1,2502.7833333333333,780.0,774.0,133.0,130.0,129.0,25.0,35.0,61.0,41.0,28.0
13,63073,1,2,2466.383333333333,14988.0,14988.0,2508.0,2498.0,2498.0,191.0,437.0,628.0,806.0,1064.0
13,63073,1,1,2477.9333333333334,14814.0,14814.0,2508.0,2469.0,2469.0,236.0,641.0,877.0,746.0,846.0
13,63081,1,2,2534.7,440.0,440.0,449.0,440.0,440.0,29.0,77.0,106.0,115.0,219.0
13,63081,1,1,2589.6,436.0,436.0,449.0,436.0,436.0,88.0,158.0,246.0,97.0,93.0
13,63099,1,2,2454.1,33838.0,33838.0,4979.0,4834.0,4834.0,251.0,645.0,896.0,1341.0,2597.0
13,63099,1,1,2458.128571428572,32725.0,32704.0,4979.0,4675.0,4672.0,356.0,944.0,1300.0,1172.0,2202.0
13,63107,1,2,2482.7714285714283,4228.0,4228.0,608.0,604.0,604.0,61.0,99.0,160.0,184.0,260.0
13,63107,1,1,2507.7000000000003,4179.0,4179.0,608.0,597.0,597.0,91.0,170.0,261.0,164.0,172.0
13,63115,1,2,2548.2,1816.0,1816.0,936.0,907.0,907.0,57.0,178.0,235.0,214.0,458.0
13,63115,1,1,2603.8,1832.0,1816.0,935.0,915.0,907.0,228.0,328.0,556.0,230.0,129.0
13,63123,1,2,2477.4166666666665,19062.0,18978.0,3236.0,3177.0,3163.0,345.0,639.0,985.0,1026.0,1167.0
13,63123,1,1,2482.9999999999995,18828.0,18792.0,3237.0,3138.0,3132.0,380.0,902.0,1282.0,820.0,1033.0
13,63131,1,2,2506.6666666666665,4662.0,4602.0,779.0,777.0,767.0,114.0,235.0,349.0,246.0,180.0
13,63131,1,1,2513.8666666666663,4596.0,4596.0,779.0,766.0,766.0,146.0,282.0,428.0,182.0,156.0
13,63149,1,2,2509.9714285714285,5782.0,5775.0,835.0,826.0,825.0,125.0,196.0,321.0,266.0,238.0
13,63149,1,1,2518.5142857142855,5670.0,5663.0,835.0,810.0,809.0,144.0,271.0,416.0,205.0,189.0
13,63164,1,2,2517.7285714285717,15134.0,15134.0,2174.0,2162.0,2162.0,311.0,547.0,858.0,817.0,487.0
13,63164,1,1,2525.957142857143,15092.0,15092.0,2172.0,2156.0,2156.0,362.0,805.0,1167.0,589.0,400.0
13,63172,1,2,2536.866666666667,528.0,528.0,93.0,88.0,88.0,22.0,28.0,50.0,28.0,10.0
13,63172,1,1,2520.616666666667,528.0,528.0,93.0,88.0,88.0,15.0,35.0,50.0,26.0,12.0
13,63180,1,2,2541.633333333333,5430.0,5430.0,909.0,905.0,905.0,244.0,303.0,547.0,253.0,105.0
13,63180,1,1,2531.7000000000003,5352.0,5352.0,909.0,892.0,892.0,209.0,363.0,572.0,202.0,118.0
13,63198,1,2,2465.8333333333335,1938.0,1938.0,337.0,323.0,323.0,33.0,54.0,87.0,93.0,143.0
13,63198,1,1,2462.9,1908.0,1908.0,337.0,318.0,318.0,29.0,76.0,105.0,77.0,136.0
13,63206,1,1,2490.7666666666664,366.0,366.0,39.0,39.0,39.0,8.0,13.0,21.0,12.0,6.0
13,63206,1,2,2474.9666666666667,366.0,366.0,39.0,39.0,39.0,4.0,11.0,15.0,13.0,11.0
13,63214,1,2,2433.714285714286,2688.0,2688.0,404.0,384.0,384.0,11.0,37.0,48.0,89.0,247.0
13,63214,1,1,2452.1571428571433,2681.0,2674.0,404.0,383.0,382.0,18.0,65.0,83.0,109.0,190.0
13,63222,1,1,2471.75,1206.0,1206.0,205.0,201.0,201.0,19.0,56.0,75.0,50.0,76.0
13,63222,1,2,2481.5333333333333,1212.0,1212.0,205.0,202.0,202.0,26.0,42.0,68.0,65.0,69.0
13,63230,1,1,2452.6,1458.0,1458.0,252.0,243.0,243.0,9.0,51.0,60.0,69.0,114.0
13,63230,1,2,2458.5,1488.0,1488.0,252.0,248.0,248.0,8.0,49.0,57.0,84.0,107.0
14,63248,1,2,2452.02,616.0,616.0,75.0,68.0,68.0,4.0,12.0,16.0,22.0,30.0
14,63248,1,1,2435.46,623.0,623.0,75.0,69.0,69.0,2.0,12.0,14.0,21.0,34.0
14,63289,1,2,2496.3428571428567,1106.0,1106.0,163.0,158.0,158.0,11.0,38.0,49.0,58.0,51.0
14,63289,1,1,2492.2000000000003,1113.0,1113.0,163.0,159.0,159.0,13.0,44.0,57.0,51.0,51.0
14,63297,1,1,2388.2,399.0,399.0,11.0,11.0,11.0,3.0,1.0,4.0,3.0,4.0
14,63297,1,2,2428.3,399.0,399.0,11.0,11.0,11.0,2.0,1.0,3.0,7.0,1.0
14,63305,1,2,2519.525,504.0,504.0,69.0,66.0,66.0,24.0,18.0,42.0,16.0,8.0
14,63305,1,1,2503.1499999999996,504.0,504.0,69.0,66.0,66.0,24.0,13.0,37.0,17.0,12.0
15,63313,1,2,2448.85,11664.0,11664.0,1955.0,1944.0,1944.0,138.0,276.0,414.0,537.0,993.0
15,63313,1,1,2456.65,11688.0,11682.0,1957.0,1948.0,1947.0,130.0,431.0,561.0,488.0,898.0
15,63321,1,2,2452.4666666666667,113994.0,113844.0,19440.0,18999.0,18974.0,1606.0,2867.0,4474.0,5186.0,9338.0
15,63321,1,1,2464.2,114438.0,114066.0,19451.0,19073.0,19011.0,2059.0,4354.0,6411.0,4753.0,7909.0
15,63339,1,2,2451.0,6852.0,6846.0,1157.0,1142.0,1141.0,53.0,173.0,226.0,369.0,546.0
15,63339,1,1,2462.3333333333335,6852.0,6852.0,1155.0,1142.0,1142.0,94.0,265.0,359.0,283.0,500.0
15,63362,1,2,2481.4666666666667,69384.0,69378.0,11699.0,11564.0,11563.0,1478.0,2273.0,3751.0,3503.0,4309.0
15,63362,1,1,2503.4666666666667,69330.0,69288.0,11696.0,11555.0,11548.0,2093.0,3634.0,5728.0,2898.0,2928.0
15,63370,1,2,2441.016666666667,1440.0,1440.0,247.0,240.0,240.0,7.0,25.0,32.0,87.0,121.0
15,63370,1,1,2451.7999999999997,1446.0,1446.0,246.0,241.0,241.0,15.0,38.0,53.0,77.0,111.0
15,63404,1,2,2458.2,28986.0,28986.0,4853.0,4831.0,4831.0,395.0,748.0,1143.0,1339.0,2349.0
15,63404,1,1,2473.016666666667,28776.0,28770.0,4850.0,4796.0,4795.0,525.0,1221.0,1746.0,1194.0,1855.0
15,63412,1,2,2568.1,992.0,992.0,997.0,992.0,992.0,118.0,187.0,305.0,264.0,423.0
15,63412,1,1,2615.4,992.0,991.0,997.0,992.0,991.0,281.0,368.0,650.0,212.0,130.0
15,63420,1,2,2429.633333333333,894.0,894.0,149.0,149.0,149.0,1.0,19.0,20.0,33.0,96.0
15,63420,1,1,2446.883333333333,888.0,888.0,149.0,148.0,148.0,6.0,32.0,38.0,40.0,70.0
15,63438,1,1,2461.5,4140.0,4134.0,702.0,690.0,689.0,56.0,168.0,224.0,178.0,288.0
15,63438,1,2,2461.316666666667,4128.0,4128.0,702.0,688.0,688.0,70.0,117.0,187.0,175.0,326.0
15,63446,1,2,2449.2999999999997,744.0,744.0,124.0,124.0,124.0,8.0,14.0,22.0,39.0,63.0
15,63446,1,1,2455.2333333333336,738.0,738.0,124.0,123.0,123.0,6.0,33.0,39.0,29.0,55.0
15,63461,1,2,2435.883333333333,10422.0,10410.0,1754.0,1737.0,1735.0,86.0,210.0,296.0,445.0,995.0
15,63461,1,1,2448.8999999999996,10428.0,10422.0,1754.0,1738.0,1737.0,105.0,359.0,464.0,457.0,816.0
15,63479,1,2,2517.0833333333335,12720.0,12720.0,2131.0,2120.0,2120.0,470.0,550.0,1020.0,630.0,470.0
15,63479,1,1,2521.7000000000003,12684.0,12684.0,2131.0,2114.0,2114.0,503.0,726.0,1229.0,481.0,404.0
15,63487,1,2,2502.6,558.0,558.0,93.0,93.0,93.0,19.0,19.0,38.0,28.0,27.0
15,63487,1,1,2494.416666666667,546.0,546.0,93.0,91.0,91.0,12.0,29.0,41.0,29.0,21.0
15,63503,1,2,2481.0166666666664,36114.0,36090.0,6063.0,6019.0,6015.0,652.0,1299.0,1952.0,1952.0,2113.0
15,63503,1,1,2488.3333333333335,35958.0,35922.0,6067.0,5993.0,5987.0,779.0,1755.0,2533.0,1690.0,1769.0
15,63529,1,2,2528.2,8919.0,8844.0,9263.0,8919.0,8844.0,532.0,1372.0,1903.0,2092.0,4924.0
15,63529,1,1,2576.3,8942.0,8883.0,9263.0,8942.0,8883.0,1703.0,2888.0,4590.0,2201.0,2151.0
15,63545,1,2,2448.883333333333,3426.0,3426.0,583.0,571.0,571.0,34.0,87.0,121.0,162.0,288.0
15,63545,1,1,2462.2000000000003,3426.0,3426.0,584.0,571.0,571.0,57.0,116.0,173.0,172.0,226.0
15,63552,1,2,2466.6333333333337,5508.0,5508.0,929.0,918.0,918.0,68.0,175.0,243.0,295.0,380.0
15,63552,1,1,2493.4166666666665,5508.0,5508.0,930.0,918.0,918.0,150.0,253.0,403.0,253.0,262.0
15,63560,1,2,2446.2666666666664,11514.0,11466.0,1940.0,1919.0,1911.0,107.0,272.0,379.0,555.0,985.0
15,63560,1,1,2452.9666666666667,11424.0,11418.0,1937.0,1904.0,1903.0,117.0,410.0,527.0,487.0,889.0
15,63578,1,2,2446.6333333333337,13134.0,13128.0,2204.0,2189.0,2188.0,151.0,353.0,504.0,578.0,1107.0
15,63578,1,1,2455.4,13104.0,13104.0,2205.0,2184.0,2184.0,162.0,441.0,603.0,617.0,964.0
15,63594,1,2,2417.6,2148.0,2148.0,359.0,358.0,358.0,4.0,33.0,37.0,80.0,241.0
15,63594,1,1,2436.25,2100.0,2100.0,359.0,350.0,350.0,11.0,52.0,63.0,93.0,194.0
15,63610,1,1,2460.733333333333,1092.0,1092.0,183.0,182.0,182.0,13.0,41.0,54.0,53.0,75.0
15,63610,1,2,2480.933333333334,1092.0,1092.0,183.0,182.0,182.0,20.0,34.0,54.0,65.0,63.0
15,63628,1,2,2418.285714285714,1134.0,1134.0,165.0,162.0,162.0,3.0,7.0,10.0,38.0,114.0
15,63628,1,1,2432.9,1127.0,1127.0,162.0,161.0,161.0,4.0,18.0,22.0,53.0,86.0
15,63669,1,1,2482.8,348.0,348.0,47.0,47.0,47.0,9.0,16.0,25.0,11.0,11.0
15,63669,1,2,2483.9,342.0,342.0,47.0,47.0,47.0,7.0,11.0,18.0,20.0,9.0
15,63677,1,1,2451.0857142857144,9891.0,9877.0,1433.0,1413.0,1411.0,86.0,241.0,327.0,339.0,747.0
15,63677,1,2,2425.1,9877.0,9877.0,1432.0,1411.0,1411.0,33.0,125.0,158.0,312.0,941.0
15,63685,1,1,2503.7000000000003,6713.0,6713.0,985.0,959.0,959.0,139.0,305.0,444.0,223.0,292.0
15,63685,1,2,2491.6142857142854,6706.0,6699.0,985.0,958.0,957.0,114.0,215.0,329.0,267.0,361.0
15,63693,1,1,2522.3333333333335,16620.0,16620.0,2801.0,2770.0,2770.0,641.0,1019.0,1660.0,610.0,500.0
15,63693,1,2,2522.2666666666664,16596.0,16584.0,2801.0,2766.0,2764.0,660.0,750.0,1409.0,784.0,573.0
15,63719,1,1,2464.6,756.0,756.0,130.0,126.0,126.0,10.0,30.0,40.0,36.0,50.0
15,63719,1,2,2463.6666666666665,780.0,780.0,130.0,130.0,130.0,8.0,21.0,29.0,43.0,58.0
15,63750,1,1,2522.4166666666665,22770.0,22770.0,3829.0,3795.0,3795.0,833.0,1409.0,2242.0,883.0,670.0
15,63750,1,2,2518.8333333333335,22770.0,22770.0,3830.0,3795.0,3795.0,857.0,1009.0,1866.0,1096.0,833.0
15,63768,1,1,2443.25,948.0,948.0,158.0,158.0,158.0,5.0,27.0,32.0,45.0,81.0
15,63768,1,2,2430.683333333333,948.0,948.0,158.0,158.0,158.0,4.0,13.0,17.0,46.0,95.0
15,63776,1,2,2452.0571428571425,12320.0,12313.0,1858.0,1760.0,1759.0,68.0,232.0,300.0,488.0,972.0
15,63776,1,1,2467.571428571428,12285.0,12278.0,1857.0,1755.0,1754.0,121.0,378.0,499.0,482.0,773.0
15,63784,1,2,2468.4500000000003,858.0,858.0,145.0,143.0,143.0,13.0,27.0,40.0,41.0,62.0
15,63784,1,1,2474.3500000000004,858.0,858.0,145.0,143.0,143.0,16.0,37.0,53.0,36.0,54.0
15,63792,1,1,2448.3333333333335,11688.0,11676.0,1986.0,1948.0,1946.0,134.0,383.0,518.0,482.0,949.0
15,63792,1,2,2437.3666666666663,11574.0,11574.0,1986.0,1929.0,1929.0,80.0,243.0,323.0,536.0,1070.0
15,63800,1,2,2464.15,8406.0,8406.0,1415.0,1401.0,1401.0,121.0,242.0,363.0,460.0,578.0
15,63800,1,1,2471.35,8394.0,8394.0,1416.0,1399.0,1399.0,148.0,367.0,515.0,341.0,543.0
15,63818,1,2,2509.2,236.0,236.0,239.0,236.0,236.0,3.0,25.0,28.0,51.0,157.0
15,63818,1,1,2572.3,238.0,238.0,239.0,238.0,238.0,21.0,87.0,108.0,96.0,34.0
15,63826,1,2,2485.7285714285717,15813.0,15813.0,2335.0,2259.0,2259.0,224.0,455.0,679.0,714.0,866.0
15,63826,1,1,2504.3,15876.0,15855.0,2334.0,2268.0,2265.0,331.0,694.0,1027.0,592.0,648.0
15,63834,1,2,2411.866666666667,2652.0,2652.0,447.0,442.0,442.0,8.0,32.0,40.0,110.0,292.0
15,63834,1,1,2419.6,2670.0,2670.0,447.0,445.0,445.0,9.0,53.0,62.0,104.0,279.0
15,63842,1,1,2448.9,13926.0,13920.0,2348.0,2321.0,2320.0,143.0,479.0,622.0,645.0,1053.0
15,63842,1,2,2439.0166666666664,13878.0,13872.0,2348.0,2313.0,2312.0,104.0,279.0,383.0,674.0,1256.0
15,63859,1,1,2587.9,402.0,402.0,411.0,402.0,402.0,73.0,141.0,214.0,110.0,78.0
15,63859,1,2,2548.8,396.0,396.0,411.0,396.0,396.0,20.0,68.0,88.0,121.0,187.0
16,63875,1,2,2451.085714285714,5075.0,5075.0,743.0,725.0,725.0,39.0,106.0,145.0,195.0,385.0
16,63875,1,1,2464.9000000000005,5117.0,5117.0,747.0,731.0,731.0,37.0,163.0,200.0,211.0,320.0
16,63883,1,2,2488.65,6252.0,6252.0,1045.0,1042.0,1042.0,146.0,257.0,403.0,308.0,331.0
16,63883,1,1,2505.7999999999997,6246.0,6246.0,1045.0,1041.0,1041.0,201.0,343.0,544.0,236.0,261.0
16,63891,1,2,2451.8142857142857,12320.0,12320.0,1795.0,1760.0,1760.0,75.0,227.0,302.0,526.0,932.0
16,63891,1,1,2471.6428571428573,12243.0,12236.0,1796.0,1749.0,1748.0,143.0,393.0,536.0,472.0,740.0
16,63917,1,2,2477.766666666667,23490.0,23484.0,3955.0,3915.0,3914.0,497.0,755.0,1252.0,1153.0,1509.0
16,63917,1,1,2487.0333333333333,23460.0,23442.0,3954.0,3910.0,3907.0,548.0,1142.0,1690.0,976.0,1241.0
16,63925,1,2,2539.9,845.0,845.0,872.0,845.0,845.0,53.0,137.0,190.0,231.0,424.0
16,63925,1,1,2593.6,846.0,845.0,872.0,846.0,845.0,175.0,330.0,506.0,183.0,157.0
16,63933,1,2,2518.5,1650.0,1650.0,277.0,275.0,275.0,52.0,89.0,141.0,79.0,55.0
16,63933,1,1,2529.183333333333,1656.0,1656.0,278.0,276.0,276.0,68.0,99.0,167.0,65.0,44.0
16,63941,1,2,2539.6666666666665,3036.0,2964.0,513.0,506.0,494.0,156.0,154.0,309.0,122.0,74.0
16,63941,1,1,2548.816666666666,3042.0,3042.0,513.0,507.0,507.0,162.0,196.0,358.0,108.0,41.0
16,63958,1,1,2468.4500000000003,1608.0,1602.0,272.0,268.0,267.0,18.0,75.0,93.0,68.0,106.0
16,63958,1,2,2450.6666666666665,1614.0,1614.0,273.0,269.0,269.0,13.0,37.0,50.0,96.0,123.0
16,63966,1,1,2456.15,1368.0,1368.0,232.0,228.0,228.0,15.0,54.0,69.0,60.0,99.0
16,63966,1,2,2447.266666666667,1344.0,1344.0,232.0,224.0,224.0,18.0,34.0,52.0,57.0,115.0
16,63974,1,2,2482.366666666667,12474.0,12468.0,2112.0,2079.0,2078.0,235.0,471.0,706.0,621.0,751.0
16,63974,1,1,2491.7499999999995,12540.0,12534.0,2114.0,2090.0,2089.0,278.0,641.0,920.0,553.0,617.0
16,63982,1,1,2564.4,457.0,456.0,461.0,457.0,456.0,81.0,130.0,211.0,115.0,130.0
16,63982,1,2,2519.1,456.0,455.0,461.0,456.0,455.0,27.0,61.0,88.0,103.0,265.0
16,63990,1,2,2510.2999999999997,6318.0,6306.0,1064.0,1053.0,1051.0,201.0,274.0,476.0,336.0,240.0
16,63990,1,1,2523.183333333333,6318.0,6312.0,1063.0,1053.0,1052.0,268.0,343.0,612.0,247.0,194.0
17,64014,1,1,2473.071428571429,6041.0,6041.0,891.0,863.0,863.0,67.0,209.0,276.0,227.0,360.0
