County Code,District Code,Subgroup ID,Mean Scale Score,Total Tested At Entity Level,Total Tested with Scores,CAASPP Reported Enrollment,Students Tested,Total Standard Exceeded,Total Standard Met,Total Standard Met and Above,Total Standard Nearly Met,Total Standard Not Met,Students with Scores
1,10017,74,2411.6499999999996,220.0,220.0,314.0,86.0,0.0,0.0,0.0,6.0,80.0,86.0
1,10017,78,2448.1000000000004,175.0,175.0,219.0,63.0,0.0,2.0,2.0,10.0,51.0,63.0
3,10033,80,2480.75,1368.0,1368.0,312.0,279.0,4.0,37.0,41.0,61.0,177.0,279.0
4,10041,78,2523.8999999999996,816.0,816.0,148.0,136.0,2.0,18.0,20.0,39.0,77.0,136.0
4,10041,80,2492.983333333333,1624.0,1624.0,354.0,338.0,20.0,41.0,61.0,105.0,172.0,338.0
5,10058,80,2484.235714285714,2976.0,2976.0,804.0,744.0,84.0,148.0,232.0,232.0,280.0,744.0
7,10074,78,2401.15,623.0,623.0,182.0,163.0,0.0,3.0,3.0,18.0,142.0,163.0
7,10074,74,2370.5,768.0,768.0,186.0,163.0,0.0,3.0,3.0,9.0,151.0,163.0
8,10082,78,2474.15,432.0,432.0,106.0,76.0,1.0,3.0,4.0,19.0,53.0,76.0
8,10082,80,2491.0999999999995,1936.0,1928.0,544.0,445.0,12.0,86.0,98.0,117.0,228.0,443.0
9,10090,78,2497.366666666667,1496.0,1496.0,368.0,328.0,29.0,55.0,84.0,78.0,166.0,328.0
9,10090,80,2491.4166666666665,4424.0,4344.0,1190.0,1086.0,167.0,218.0,386.0,272.0,428.0,1066.0
10,10108,74,2383.8999999999996,427.0,427.0,136.0,99.0,0.0,0.0,0.0,3.0,96.0,99.0
10,10108,80,2468.05,238.0,238.0,76.0,56.0,0.0,6.0,6.0,8.0,42.0,56.0
10,10108,78,2400.1749999999997,2048.0,2048.0,554.0,450.0,0.0,11.0,11.0,29.0,410.0,450.0
12,10124,80,2392.6000000000004,248.0,248.0,126.0,102.0,0.0,0.0,0.0,7.0,95.0,102.0
13,10132,78,2442.633333333333,784.0,784.0,331.0,206.0,0.0,13.0,13.0,37.0,156.0,206.0
14,10140,78,2420.6000000000004,279.0,276.0,1370.0,184.0,0.0,6.0,6.0,22.0,156.0,182.0
15,10157,74,2379.8999999999996,2176.0,2168.0,590.0,516.0,0.0,14.0,14.0,58.0,444.0,514.0
15,10157,78,2405.5285714285715,9976.0,9824.0,2860.0,2494.0,50.0,215.0,267.0,324.0,1901.0,2456.0
15,10157,80,2448.585714285714,9040.0,8960.0,2564.0,2260.0,172.0,358.0,533.0,493.0,1233.0,2240.0
16,10165,78,2417.45,392.0,392.0,110.0,91.0,0.0,0.0,0.0,6.0,85.0,91.0
19,10199,144,2676.6000000000004,120.0,120.0,90.0,78.0,36.0,20.0,56.0,11.0,11.0,78.0
19,10199,74,2412.7,2000.0,1848.0,993.0,467.0,10.0,21.0,33.0,42.0,391.0,433.0
19,10199,76,2661.1000000000004,504.0,504.0,155.0,135.0,50.0,48.0,98.0,19.0,18.0,135.0
19,10199,77,2625.5,81.0,81.0,58.0,52.0,14.0,16.0,30.0,10.0,12.0,52.0
19,10199,78,2388.1875,6600.0,6400.0,2751.0,1605.0,136.0,203.0,339.0,223.0,1044.0,1555.0
19,10199,80,2617.3999999999996,1148.0,1141.0,432.0,322.0,98.0,86.0,184.0,76.0,62.0,320.0
20,10207,78,2438.3666666666663,3320.0,3320.0,882.0,803.0,3.0,26.0,29.0,146.0,628.0,803.0
20,10207,80,2478.05,648.0,648.0,132.0,115.0,4.0,8.0,12.0,21.0,82.0,115.0
23,10231,78,2420.75,130.0,130.0,69.0,63.0,2.0,0.0,2.0,7.0,54.0,63.0
24,10249,78,2414.0499999999997,2688.0,2664.0,1060.0,646.0,8.0,40.0,48.0,88.0,510.0,640.0
24,10249,80,2488.7,623.0,623.0,210.0,129.0,3.0,14.0,17.0,25.0,87.0,129.0
27,10272,78,2481.0000000000005,2584.0,2584.0,819.0,604.0,39.0,76.0,115.0,144.0,345.0,604.0
27,10272,80,2511.6000000000004,896.0,896.0,212.0,174.0,16.0,20.0,36.0,47.0,91.0,174.0
28,10280,78,2447.2000000000003,384.0,376.0,211.0,171.0,0.0,21.0,21.0,23.0,127.0,168.0
29,10298,80,2517.1428571428564,7568.0,7552.0,2222.0,1892.0,366.0,559.0,925.0,453.0,514.0,1888.0
30,10306,144,2530.8500000000004,600.0,600.0,158.0,116.0,14.0,30.0,44.0,26.0,46.0,116.0
30,10306,74,2420.3,536.0,536.0,144.0,104.0,4.0,0.0,4.0,17.0,83.0,104.0
30,10306,80,2518.04,3680.0,3680.0,1560.0,881.0,100.0,214.0,314.0,176.0,391.0,881.0
30,10306,78,2416.1416666666664,12616.0,12616.0,4112.0,3136.0,66.0,184.0,250.0,412.0,2474.0,3136.0
30,10306,76,2497.8199999999997,1440.0,1440.0,340.0,282.0,63.0,56.0,119.0,56.0,107.0,282.0
31,10314,78,2445.5,424.0,416.0,108.0,80.0,2.0,6.0,8.0,13.0,59.0,78.0
31,10314,80,2512.708333333333,1864.0,1856.0,543.0,450.0,96.0,122.0,219.0,125.0,105.0,448.0
33,10330,74,2398.75,1147.0,1147.0,318.0,281.0,6.0,4.0,10.0,28.0,243.0,281.0
33,10330,78,2353.0928571428567,6360.0,6352.0,1746.0,1590.0,12.0,68.0,80.0,196.0,1314.0,1588.0
33,10330,80,2424.7,1528.0,1520.0,378.0,305.0,3.0,17.0,20.0,58.0,226.0,303.0
34,10348,80,2468.3,1024.0,1008.0,289.0,224.0,0.0,21.0,21.0,51.0,152.0,221.0
34,10348,78,2414.5333333333333,1080.0,1072.0,416.0,264.0,0.0,8.0,8.0,32.0,224.0,262.0
34,10348,74,2416.5833333333335,840.0,833.0,424.0,222.0,2.0,4.0,6.0,27.0,189.0,220.0
35,10355,78,2439.85,240.0,240.0,82.0,82.0,0.0,2.0,2.0,20.0,60.0,82.0
36,10363,80,2434.76,1176.0,1168.0,329.0,232.0,4.0,17.0,21.0,50.0,161.0,230.0
36,10363,78,2367.4785714285717,4888.0,4888.0,1584.0,1222.0,4.0,26.0,30.0,122.0,1070.0,1222.0
36,10363,74,2382.15,1704.0,1688.0,524.0,351.0,1.0,3.0,4.0,14.0,333.0,347.0
37,10371,78,2390.3928571428573,5280.0,5208.0,1800.0,1320.0,6.0,67.0,73.0,198.0,1049.0,1302.0
37,10371,80,2464.775,1160.0,1136.0,368.0,255.0,6.0,32.0,38.0,54.0,163.0,251.0
37,10371,74,2411.3499999999995,1416.0,1408.0,386.0,304.0,0.0,7.0,7.0,42.0,255.0,302.0
39,10397,80,2482.45,920.0,920.0,345.0,172.0,4.0,9.0,13.0,39.0,120.0,172.0
39,10397,78,2399.983333333333,2736.0,2728.0,1296.0,648.0,4.0,19.0,23.0,73.0,552.0,646.0
39,10397,74,2414.6,904.0,904.0,388.0,196.0,0.0,4.0,4.0,19.0,173.0,196.0
40,10405,80,2440.6,712.0,712.0,174.0,144.0,0.0,17.0,17.0,17.0,110.0,144.0
40,10405,78,2449.75,2144.0,2128.0,550.0,492.0,2.0,20.0,22.0,90.0,380.0,489.0
41,10413,78,2456.7,384.0,384.0,160.0,102.0,0.0,10.0,10.0,7.0,85.0,102.0
42,10421,78,2401.825,1056.0,1048.0,276.0,250.0,2.0,6.0,8.0,23.0,219.0,248.0
43,10439,78,2382.766666666667,2024.0,2016.0,652.0,461.0,0.0,7.0,7.0,53.0,401.0,459.0
44,10447,80,2612.0,2348.0,2344.0,1352.0,1174.0,408.0,328.0,738.0,212.0,224.0,1172.0
44,10447,78,2491.35,1200.0,1196.0,860.0,600.0,54.0,82.0,136.0,102.0,362.0,598.0
48,10488,78,2429.55,170.0,170.0,82.0,56.0,0.0,2.0,2.0,7.0,47.0,56.0
49,10496,80,2450.85,528.0,528.0,134.0,89.0,1.0,9.0,10.0,14.0,65.0,89.0
49,10496,78,2435.8,696.0,696.0,202.0,131.0,0.0,3.0,3.0,16.0,112.0,131.0
50,10504,78,2381.08,1808.0,1776.0,1002.0,440.0,4.0,6.0,10.0,28.0,401.0,433.0
50,10504,80,2424.183333333333,960.0,944.0,461.0,210.0,0.0,18.0,18.0,33.0,158.0,208.0
52,10520,80,2503.2833333333333,1376.0,1376.0,310.0,286.0,18.0,66.0,84.0,63.0,139.0,286.0
54,10546,78,2427.633333333333,1950.0,1950.0,714.0,648.0,26.0,48.0,74.0,100.0,474.0,648.0
54,10546,80,2614.55,630.0,624.0,207.0,185.0,50.0,38.0,90.0,24.0,71.0,183.0
56,10561,78,2363.6625,1944.0,1928.0,578.0,466.0,0.0,9.0,9.0,29.0,428.0,463.0
57,10579,78,2374.65,287.0,280.0,268.0,68.0,0.0,1.0,1.0,3.0,64.0,66.0
58,10587,78,2441.35,361.0,352.0,161.0,147.0,0.0,12.0,12.0,21.0,114.0,143.0
58,10587,80,2502.9,805.0,798.0,232.0,199.0,5.0,39.0,44.0,36.0,119.0,198.0
1,31617,80,2467.95,656.0,656.0,110.0,108.0,3.0,12.0,15.0,11.0,82.0,108.0
1,31617,78,2381.7250000000004,896.0,896.0,166.0,160.0,1.0,3.0,4.0,8.0,148.0,160.0
33,31625,78,2427.7,1072.0,1072.0,182.0,182.0,0.0,4.0,4.0,21.0,157.0,182.0
34,32276,78,2413.45,126.0,124.0,282.0,126.0,0.0,2.0,2.0,20.0,104.0,124.0
34,32276,74,2402.45,108.0,108.0,156.0,108.0,0.0,2.0,2.0,6.0,100.0,108.0
1,61119,79,2483.5,800.0,792.0,128.0,124.0,8.0,26.0,34.0,21.0,68.0,122.0
1,61119,80,2570.0214285714283,21328.0,21328.0,5536.0,5332.0,2114.0,1606.0,3720.0,966.0,646.0,5332.0
1,61119,144,2556.585714285714,7520.0,7520.0,1920.0,1880.0,722.0,528.0,1250.0,338.0,292.0,1880.0
1,61119,78,2513.3071428571425,11952.0,11952.0,3080.0,2988.0,604.0,808.0,1412.0,778.0,798.0,2988.0
1,61119,77,2532.15,5336.0,5336.0,1364.0,1334.0,298.0,412.0,710.0,358.0,266.0,1334.0
1,61119,74,2465.6357142857137,5504.0,5496.0,1452.0,1376.0,148.0,250.0,398.0,296.0,682.0,1374.0
1,61119,76,2575.7071428571435,22112.0,22112.0,5656.0,5528.0,2270.0,1756.0,4026.0,922.0,580.0,5528.0
1,61127,76,2603.3928571428564,8312.0,8304.0,2220.0,2078.0,1066.0,654.0,1720.0,230.0,128.0,2076.0
1,61127,78,2546.871428571428,5000.0,5000.0,1324.0,1250.0,332.0,438.0,770.0,282.0,198.0,1250.0
1,61127,80,2599.421428571429,11864.0,11864.0,3096.0,2966.0,1546.0,888.0,2434.0,352.0,180.0,2966.0
1,61127,144,2580.5214285714283,4352.0,4344.0,1108.0,1088.0,493.0,314.0,808.0,162.0,118.0,1086.0
1,61143,144,2564.2000000000003,10800.0,10776.0,2884.0,2700.0,1084.0,786.0,1869.0,420.0,408.0,2694.0
1,61143,80,2595.0,29584.0,29528.0,8128.0,7396.0,3821.0,2180.0,6001.0,909.0,486.0,7382.0
1,61143,76,2547.2999999999997,5216.0,5216.0,1440.0,1304.0,414.0,380.0,794.0,264.0,246.0,1304.0
1,61143,74,2446.421428571429,11688.0,11632.0,3268.0,2922.0,138.0,450.0,588.0,769.0,1564.0,2908.0
1,61143,78,2503.164285714286,16848.0,16800.0,4528.0,4212.0,709.0,1024.0,1733.0,1139.0,1339.0,4200.0
1,61150,77,2557.8642857142854,2624.0,2624.0,672.0,656.0,204.0,214.0,418.0,160.0,78.0,656.0
1,61150,78,2513.807142857143,18488.0,18456.0,4712.0,4622.0,837.0,1304.0,2140.0,1260.0,1219.0,4614.0
1,61150,80,2560.05,22664.0,22648.0,5812.0,5666.0,1931.0,1763.0,3694.0,1186.0,784.0,5662.0
1,61150,144,2568.792857142857,8288.0,8264.0,2128.0,2072.0,796.0,674.0,1470.0,366.0,234.0,2066.0
1,61150,76,2600.514285714286,21104.0,21104.0,5340.0,5276.0,2732.0,1532.0,4264.0,714.0,298.0,5276.0
1,61150,74,2501.007142857143,4336.0,4320.0,1156.0,1084.0,158.0,245.0,404.0,328.0,353.0,1080.0
1,61168,74,2432.371428571429,2648.0,2648.0,700.0,662.0,20.0,82.0,102.0,170.0,390.0,662.0
1,61168,78,2473.3100000000004,1320.0,1320.0,316.0,298.0,32.0,52.0,84.0,88.0,126.0,298.0
1,61176,79,2480.5333333333333,1504.0,1504.0,360.0,356.0,53.0,76.0,129.0,106.0,121.0,356.0
1,61176,75,2582.5,752.0,752.0,124.0,118.0,26.0,37.0,63.0,29.0,26.0,118.0
1,61176,76,2626.914285714286,182232.0,182168.0,46120.0,45558.0,29962.0,9725.0,39687.0,3733.0,2139.0,45542.0
1,61176,74,2486.5285714285715,6512.0,6496.0,1658.0,1628.0,178.0,388.0,567.0,449.0,612.0,1624.0
1,61176,78,2493.0857142857144,43176.0,43136.0,10974.0,10794.0,1338.0,2673.0,4013.0,3084.0,3695.0,10784.0
1,61176,80,2547.628571428572,35520.0,35496.0,9128.0,8880.0,2698.0,2644.0,5342.0,1880.0,1657.0,8874.0
1,61176,144,2568.121428571428,11184.0,11184.0,2838.0,2796.0,1060.0,836.0,1896.0,502.0,398.0,2796.0
1,61176,77,2557.128571428571,14504.0,14504.0,3672.0,3626.0,1078.0,1310.0,2388.0,764.0,474.0,3626.0
1,61192,77,2532.7071428571426,12160.0,12160.0,3092.0,3040.0,750.0,856.0,1606.0,768.0,666.0,3040.0
1,61192,76,2530.8571428571427,13392.0,13392.0,3428.0,3348.0,894.0,824.0,1718.0,812.0,818.0,3348.0
1,61192,75,2479.3,518.0,518.0,94.0,87.0,13.0,12.0,25.0,16.0,46.0,87.0
1,61192,74,2451.3928571428573,16400.0,16376.0,4246.0,4100.0,214.0,668.0,882.0,1093.0,2124.0,4094.0
1,61192,79,2469.5928571428567,5464.0,5464.0,1384.0,1366.0,98.0,252.0,350.0,426.0,590.0,1366.0
1,61192,80,2494.6142857142854,7424.0,7416.0,1940.0,1856.0,258.0,452.0,710.0,532.0,612.0,1854.0
1,61192,144,2506.264285714286,4920.0,4920.0,1256.0,1230.0,230.0,316.0,546.0,316.0,368.0,1230.0
1,61192,78,2462.085714285714,114888.0,114768.0,29456.0,28722.0,1887.0,5216.0,7103.0,7694.0,13919.0,28692.0
1,61200,76,2586.0214285714287,7840.0,7840.0,1978.0,1960.0,912.0,544.0,1456.0,290.0,214.0,1960.0
1,61200,80,2551.7142857142853,53816.0,53776.0,13814.0,13454.0,4027.0,4389.0,8421.0,2973.0,2059.0,13444.0
1,61200,144,2559.5928571428567,9848.0,9848.0,2512.0,2462.0,822.0,806.0,1628.0,482.0,352.0,2462.0
1,61200,74,2520.4799999999996,1576.0,1576.0,370.0,360.0,50.0,82.0,132.0,105.0,123.0,360.0
1,61200,78,2492.1785714285716,34264.0,34232.0,8772.0,8566.0,1016.0,2175.0,3192.0,2405.0,2967.0,8558.0
1,61200,77,2550.035714285714,3048.0,3048.0,768.0,762.0,218.0,248.0,466.0,170.0,126.0,762.0
1,61234,80,2529.1785714285716,6072.0,6072.0,1560.0,1518.0,324.0,460.0,784.0,410.0,324.0,1518.0
1,61234,79,2487.375,968.0,968.0,172.0,171.0,15.0,57.0,72.0,49.0,50.0,171.0
1,61234,78,2478.057142857143,26456.0,26440.0,6804.0,6614.0,598.0,1444.0,2043.0,1887.0,2684.0,6610.0
1,61234,77,2540.6642857142856,3792.0,3792.0,960.0,948.0,232.0,320.0,552.0,244.0,152.0,948.0
1,61234,74,2474.1923076923076,2032.0,2032.0,517.0,499.0,40.0,102.0,142.0,123.0,234.0,499.0
1,61234,144,2522.516666666667,2256.0,2256.0,560.0,545.0,138.0,136.0,274.0,147.0,124.0,545.0
1,61234,76,2559.914285714286,6504.0,6504.0,1644.0,1626.0,560.0,468.0,1028.0,350.0,248.0,1626.0
1,61242,74,2456.9785714285717,5424.0,5424.0,1400.0,1356.0,128.0,216.0,344.0,294.0,718.0,1356.0
1,61242,76,2556.121428571429,22688.0,22688.0,5776.0,5672.0,1970.0,1622.0,3592.0,1084.0,996.0,5672.0
1,61242,77,2535.1428571428573,18392.0,18392.0,4656.0,4598.0,1004.0,1544.0,2548.0,1210.0,840.0,4598.0
1,61242,78,2474.0285714285715,36936.0,36928.0,9488.0,9234.0,724.0,1924.0,2648.0,2628.0,3957.0,9232.0
1,61242,79,2508.108333333333,1928.0,1928.0,474.0,464.0,36.0,129.0,165.0,131.0,168.0,464.0
1,61242,80,2518.1428571428573,5800.0,5800.0,1492.0,1450.0,290.0,402.0,692.0,398.0,360.0,1450.0
1,61242,144,2531.8,5832.0,5832.0,1494.0,1458.0,346.0,446.0,792.0,326.0,340.0,1458.0
1,61259,78,2443.4785714285713,121104.0,120656.0,32108.0,30276.0,1524.0,4438.0,5962.0,7370.0,16940.0,30164.0
1,61259,144,2526.878571428572,10264.0,10232.0,2712.0,2566.0,739.0,702.0,1442.0,560.0,565.0,2558.0
1,61259,80,2545.628571428572,31200.0,31168.0,8128.0,7800.0,2970.0,2126.0,5097.0,1352.0,1349.0,7792.0
1,61259,79,2454.214285714286,3200.0,3192.0,832.0,800.0,54.0,116.0,170.0,186.0,444.0,798.0
1,61259,74,2422.764285714286,74400.0,74080.0,19850.0,18600.0,656.0,2039.0,2696.0,3985.0,11918.0,18520.0
1,61259,76,2516.75,38656.0,38560.0,10020.0,9664.0,2158.0,2452.0,4609.0,2283.0,2771.0,9640.0
1,61259,77,2487.171428571429,2464.0,2456.0,652.0,616.0,64.0,158.0,222.0,158.0,235.0,614.0
1,61275,144,2614.3928571428573,4280.0,4280.0,1096.0,1070.0,636.0,280.0,916.0,110.0,44.0,1070.0
1,61275,78,2569.616666666667,1904.0,1904.0,470.0,460.0,217.0,122.0,339.0,79.0,42.0,460.0
1,61275,80,2610.9928571428572,14560.0,14544.0,3736.0,3640.0,2097.0,1036.0,3134.0,388.0,118.0,3636.0
1,61275,76,2625.378571428571,2632.0,2624.0,664.0,658.0,438.0,142.0,580.0,44.0,34.0,656.0
1,61291,144,2505.7000000000003,3136.0,3136.0,800.0,784.0,130.0,200.0,330.0,222.0,232.0,784.0
1,61291,79,2523.55,968.0,968.0,148.0,146.0,3.0,21.0,24.0,52.0,70.0,146.0
1,61291,80,2508.0071428571428,6120.0,6104.0,1580.0,1530.0,308.0,368.0,677.0,391.0,461.0,1526.0
1,61291,78,2461.4785714285713,34912.0,34888.0,8972.0,8728.0,502.0,1588.0,2091.0,2498.0,4136.0,8722.0
1,61291,74,2440.6785714285716,9744.0,9728.0,2514.0,2436.0,124.0,318.0,442.0,586.0,1408.0,2432.0
1,61291,76,2539.9714285714285,11240.0,11232.0,2872.0,2810.0,760.0,836.0,1596.0,654.0,558.0,2808.0
1,61291,77,2513.1857142857143,5248.0,5248.0,1352.0,1312.0,202.0,376.0,578.0,400.0,334.0,1312.0
1,61309,74,2421.4714285714285,8656.0,8624.0,2284.0,2164.0,40.0,202.0,242.0,501.0,1421.0,2156.0
1,61309,76,2538.9785714285713,11648.0,11648.0,2946.0,2912.0,736.0,896.0,1632.0,758.0,522.0,2912.0
1,61309,77,2514.842857142857,6056.0,6056.0,1542.0,1514.0,244.0,440.0,684.0,434.0,396.0,1514.0
1,61309,78,2456.214285714286,49392.0,49312.0,12598.0,12348.0,512.0,1898.0,2411.0,3765.0,6169.0,12328.0
1,61309,79,2449.108333333333,1464.0,1456.0,360.0,346.0,8.0,69.0,77.0,100.0,169.0,344.0
1,61309,80,2489.035714285714,6936.0,6920.0,1808.0,1734.0,218.0,382.0,600.0,488.0,642.0,1730.0
1,61309,144,2465.4583333333335,1768.0,1760.0,438.0,426.0,58.0,77.0,135.0,130.0,160.0,424.0
4,61408,78,2442.175,1960.0,1952.0,518.0,474.0,12.0,58.0,70.0,138.0,266.0,472.0
4,61408,80,2473.0071428571428,2416.0,2416.0,662.0,604.0,50.0,132.0,182.0,168.0,254.0,604.0
4,61424,144,2498.6071428571427,3472.0,3472.0,900.0,868.0,148.0,196.0,344.0,234.0,290.0,868.0
4,61424,80,2531.4928571428572,57048.0,57024.0,14716.0,14262.0,3274.0,4536.0,7812.0,3377.0,3074.0,14256.0
4,61424,78,2481.55,24680.0,24656.0,6328.0,6170.0,594.0,1366.0,1961.0,1751.0,2456.0,6164.0
4,61424,76,2512.785714285714,5904.0,5904.0,1500.0,1476.0,268.0,392.0,660.0,402.0,414.0,1476.0
4,61424,75,2488.3916666666664,1560.0,1560.0,384.0,374.0,50.0,74.0,124.0,100.0,150.0,374.0
4,61424,74,2481.1142857142854,2752.0,2752.0,708.0,688.0,82.0,160.0,242.0,158.0,288.0,688.0
4,61432,78,2457.9333333333334,1736.0,1736.0,422.0,416.0,10.0,100.0,110.0,128.0,178.0,416.0
4,61432,80,2537.7714285714287,5832.0,5832.0,1492.0,1458.0,314.0,496.0,810.0,388.0,260.0,1458.0
4,61499,80,2551.1583333333333,1190.0,1190.0,376.0,340.0,128.0,112.0,240.0,52.0,48.0,340.0
4,61499,78,2477.3625,924.0,924.0,230.0,228.0,15.0,68.0,83.0,85.0,60.0,228.0
4,61507,78,2451.1666666666665,4095.0,4074.0,1188.0,1170.0,66.0,241.0,307.0,302.0,561.0,1164.0
4,61507,74,2417.616666666667,770.0,763.0,190.0,181.0,2.0,9.0,11.0,47.0,123.0,180.0
4,61507,144,2434.483333333333,2506.0,2492.0,732.0,716.0,46.0,98.0,144.0,194.0,378.0,712.0
4,61507,80,2453.025,10941.0,10920.0,3192.0,3126.0,218.0,576.0,794.0,919.0,1410.0,3120.0
4,61507,76,2452.5916666666662,1778.0,1778.0,512.0,508.0,28.0,88.0,116.0,152.0,240.0,508.0
4,61507,75,2433.9500000000003,980.0,980.0,208.0,208.0,6.0,27.0,33.0,47.0,128.0,208.0
4,61515,74,2526.3,64.0,62.0,76.0,64.0,2.0,12.0,14.0,18.0,30.0,62.0
4,61515,80,2567.8999999999996,936.0,934.0,1028.0,936.0,132.0,242.0,374.0,224.0,338.0,934.0
4,61515,76,2572.4,260.0,260.0,260.0,260.0,30.0,60.0,90.0,88.0,82.0,260.0
4,61515,78,2548.3500000000004,412.0,412.0,448.0,412.0,28.0,98.0,126.0,114.0,172.0,412.0
4,61515,75,2574.1,100.0,100.0,104.0,100.0,12.0,32.0,44.0,28.0,28.0,100.0
4,61515,144,2564.3,132.0,132.0,144.0,132.0,16.0,34.0,50.0,28.0,54.0,132.0
4,61523,144,2481.85,938.0,938.0,240.0,220.0,11.0,46.0,57.0,52.0,111.0,220.0
4,61523,80,2456.4166666666665,4935.0,4935.0,1564.0,1410.0,106.0,256.0,362.0,422.0,626.0,1410.0
4,61523,75,2450.45,637.0,637.0,118.0,113.0,5.0,22.0,27.0,36.0,50.0,113.0
4,61523,78,2440.85,4088.0,4081.0,1224.0,1168.0,42.0,180.0,222.0,332.0,614.0,1166.0
4,61531,78,2473.7000000000003,3512.0,3512.0,902.0,878.0,70.0,166.0,236.0,258.0,384.0,878.0
4,61531,80,2487.828571428571,18712.0,18712.0,4860.0,4678.0,480.0,1130.0,1610.0,1296.0,1772.0,4678.0
4,61531,144,2471.4214285714293,2112.0,2112.0,564.0,528.0,50.0,86.0,136.0,152.0,240.0,528.0
4,61549,76,2470.516666666667,3717.0,3717.0,1068.0,1062.0,64.0,214.0,278.0,380.0,404.0,1062.0
4,61549,78,2442.266666666667,1659.0,1659.0,474.0,474.0,30.0,90.0,120.0,144.0,210.0,474.0
4,61549,144,2442.15,910.0,910.0,208.0,198.0,4.0,48.0,52.0,51.0,95.0,198.0
4,61549,80,2450.6583333333333,5264.0,5257.0,1544.0,1504.0,104.0,256.0,360.0,444.0,699.0,1502.0
5,61556,78,2568.45,108.0,108.0,112.0,108.0,12.0,30.0,42.0,26.0,40.0,108.0
5,61556,80,2611.5,430.0,430.0,456.0,430.0,116.0,134.0,250.0,76.0,104.0,430.0
5,61564,144,2424.325,1016.0,1016.0,194.0,184.0,14.0,47.0,61.0,60.0,63.0,184.0
5,61564,80,2490.8,17080.0,17072.0,4510.0,4270.0,444.0,1028.0,1472.0,1326.0,1470.0,4268.0
5,61564,78,2462.5071428571428,4568.0,4560.0,1192.0,1142.0,56.0,202.0,258.0,336.0,547.0,1140.0
5,61572,78,2467.0416666666665,1512.0,1512.0,448.0,432.0,34.0,92.0,126.0,134.0,172.0,432.0
5,61572,80,2488.4500000000003,5306.0,5306.0,1596.0,1516.0,182.0,414.0,596.0,446.0,474.0,1516.0
5,61580,78,2498.6625,854.0,854.0,218.0,214.0,33.0,49.0,82.0,79.0,53.0,214.0
5,61580,80,2527.358333333333,4172.0,4172.0,1212.0,1192.0,302.0,390.0,692.0,290.0,210.0,1192.0
6,61598,80,2525.778571428571,2824.0,2824.0,808.0,706.0,120.0,250.0,370.0,186.0,150.0,706.0
6,61598,78,2476.4714285714285,8168.0,8168.0,2172.0,2042.0,146.0,490.0,636.0,556.0,850.0,2042.0
6,61606,78,2470.35,1392.0,1384.0,322.0,316.0,35.0,65.0,100.0,92.0,122.0,314.0
6,61606,80,2495.3666666666663,1272.0,1272.0,244.0,241.0,51.0,84.0,135.0,61.0,45.0,241.0
6,61614,78,2475.1,9576.0,9576.0,2416.0,2394.0,162.0,458.0,620.0,816.0,958.0,2394.0
6,61614,80,2528.5214285714283,2808.0,2808.0,724.0,702.0,136.0,228.0,364.0,180.0,158.0,702.0
6,61622,78,2462.214285714286,10216.0,10216.0,2676.0,2554.0,118.0,438.0,556.0,770.0,1228.0,2554.0
7,61630,74,2548.05,94.0,94.0,100.0,94.0,12.0,22.0,34.0,22.0,38.0,94.0
7,61630,77,2683.0,76.0,76.0,80.0,76.0,38.0,26.0,64.0,8.0,4.0,76.0
7,61630,78,2640.75,534.0,534.0,588.0,534.0,190.0,152.0,342.0,98.0,94.0,534.0
7,61630,144,2699.55,306.0,306.0,328.0,306.0,194.0,66.0,260.0,26.0,20.0,306.0
7,61630,80,2673.05,3400.0,3400.0,3648.0,3400.0,1532.0,1062.0,2594.0,502.0,304.0,3400.0
7,61630,76,2715.3500000000004,868.0,868.0,888.0,868.0,552.0,200.0,752.0,84.0,32.0,868.0
7,61648,74,2427.3142857142857,34384.0,34320.0,8984.0,8596.0,286.0,1034.0,1322.0,1854.0,5420.0,8580.0
7,61648,77,2528.1357142857146,6744.0,6744.0,1710.0,1686.0,332.0,532.0,864.0,482.0,340.0,1686.0
7,61648,78,2458.0071428571428,62616.0,62544.0,16026.0,15654.0,798.0,2716.0,3515.0,4355.0,7782.0,15636.0
7,61648,79,2489.7000000000003,1704.0,1704.0,396.0,390.0,29.0,84.0,113.0,126.0,151.0,390.0
7,61648,80,2488.9999999999995,19304.0,19304.0,5126.0,4826.0,596.0,1130.0,1726.0,1370.0,1730.0,4826.0
7,61648,144,2482.1,7200.0,7192.0,1900.0,1800.0,192.0,400.0,592.0,504.0,702.0,1798.0
7,61648,75,2441.9,888.0,888.0,144.0,139.0,4.0,15.0,19.0,36.0,84.0,139.0
7,61648,76,2512.9357142857143,6360.0,6360.0,1644.0,1590.0,286.0,424.0,710.0,458.0,422.0,1590.0
7,61655,74,2485.5583333333334,6475.0,6475.0,1884.0,1850.0,216.0,510.0,726.0,512.0,612.0,1850.0
7,61655,76,2562.941666666666,5215.0,5215.0,1508.0,1490.0,638.0,394.0,1032.0,278.0,180.0,1490.0
7,61655,77,2561.108333333333,4326.0,4319.0,1242.0,1236.0,468.0,425.0,894.0,226.0,116.0,1234.0
7,61655,78,2498.7000000000003,25501.0,25487.0,7446.0,7286.0,1176.0,2031.0,3208.0,2095.0,1983.0,7282.0
7,61655,79,2536.3,588.0,588.0,110.0,110.0,19.0,29.0,48.0,33.0,29.0,110.0
