County Code,District Code,Subgroup ID,Mean Scale Score,Total Tested At Entity Level,Total Tested with Scores,CAASPP Reported Enrollment,Students Tested,Total Standard Exceeded,Total Standard Met,Total Standard Met and Above,Total Standard Nearly Met,Total Standard Not Met,Students with Scores
36,67801,78,2465.7000000000003,2208.0,2200.0,580.0,552.0,38.0,86.0,124.0,182.0,244.0,550.0
36,67801,80,2472.871428571428,4160.0,4160.0,1062.0,1040.0,92.0,198.0,290.0,298.0,452.0,1040.0
36,67819,144,2497.183333333333,3346.0,3346.0,984.0,956.0,176.0,254.0,430.0,236.0,290.0,956.0
36,67819,80,2500.2916666666665,6608.0,6608.0,1950.0,1888.0,326.0,526.0,852.0,524.0,512.0,1888.0
36,67819,78,2469.3083333333334,175385.0,175350.0,50602.0,50110.0,4497.0,11167.0,15664.0,14625.0,19819.0,50100.0
36,67819,79,2463.95,644.0,644.0,116.0,116.0,14.0,26.0,40.0,38.0,38.0,116.0
36,67819,76,2562.2416666666663,4123.0,4123.0,1188.0,1178.0,526.0,318.0,844.0,192.0,142.0,1178.0
36,67819,75,2449.875,1008.0,1008.0,254.0,254.0,37.0,49.0,86.0,75.0,93.0,254.0
36,67819,74,2458.7583333333337,4543.0,4543.0,1332.0,1298.0,112.0,246.0,358.0,348.0,592.0,1298.0
36,67819,77,2482.3,665.0,665.0,130.0,129.0,53.0,38.0,91.0,14.0,24.0,129.0
36,67827,74,2453.942857142857,3024.0,3024.0,780.0,756.0,36.0,118.0,154.0,204.0,398.0,756.0
36,67827,78,2472.4857142857145,11856.0,11856.0,2986.0,2964.0,140.0,590.0,730.0,926.0,1308.0,2964.0
36,67827,80,2496.3928571428573,4864.0,4856.0,1228.0,1216.0,120.0,332.0,452.0,366.0,396.0,1214.0
36,67827,144,2485.2000000000003,976.0,976.0,163.0,163.0,16.0,29.0,45.0,55.0,63.0,163.0
36,67843,144,2550.542857142857,8448.0,8448.0,2138.0,2112.0,718.0,588.0,1306.0,446.0,360.0,2112.0
36,67843,80,2553.121428571428,48568.0,48536.0,12402.0,12142.0,4020.0,3579.0,7602.0,2541.0,1998.0,12134.0
36,67843,74,2484.792857142857,11128.0,11104.0,2888.0,2782.0,380.0,566.0,947.0,751.0,1082.0,2776.0
36,67843,77,2574.6,4208.0,4200.0,1056.0,1052.0,423.0,332.0,756.0,200.0,96.0,1050.0
36,67843,76,2592.1428571428564,15240.0,15240.0,3848.0,3810.0,1842.0,1052.0,2894.0,568.0,348.0,3810.0
36,67843,78,2501.9928571428572,84672.0,84552.0,21532.0,21168.0,3184.0,5512.0,8696.0,5875.0,6594.0,21138.0
36,67850,144,2479.028571428571,1872.0,1872.0,480.0,468.0,60.0,110.0,170.0,96.0,202.0,468.0
36,67850,80,2480.6,7240.0,7224.0,1904.0,1810.0,200.0,428.0,628.0,426.0,753.0,1806.0
36,67850,78,2458.9500000000003,185640.0,185584.0,47114.0,46410.0,2961.0,8170.0,11132.0,12502.0,22776.0,46396.0
36,67850,79,2533.35,872.0,872.0,140.0,139.0,12.0,23.0,35.0,34.0,70.0,139.0
36,67850,76,2536.3857142857137,1952.0,1952.0,492.0,488.0,150.0,114.0,264.0,124.0,100.0,488.0
36,67850,74,2444.1,21040.0,21016.0,5416.0,5260.0,260.0,778.0,1038.0,1292.0,2929.0,5254.0
36,67850,77,2532.65,928.0,928.0,150.0,144.0,33.0,44.0,77.0,38.0,29.0,144.0
36,67868,78,2464.8357142857144,10696.0,10696.0,2812.0,2674.0,172.0,472.0,644.0,786.0,1244.0,2674.0
36,67868,80,2491.264285714286,15136.0,15128.0,4120.0,3784.0,440.0,916.0,1357.0,1090.0,1336.0,3782.0
36,67868,144,2485.1625,1320.0,1320.0,294.0,278.0,27.0,67.0,94.0,82.0,102.0,278.0
36,67876,144,2478.171428571429,5688.0,5688.0,1504.0,1422.0,164.0,282.0,446.0,380.0,596.0,1422.0
36,67876,80,2499.2214285714285,23664.0,23656.0,6152.0,5916.0,922.0,1502.0,2424.0,1558.0,1932.0,5914.0
36,67876,79,2457.816666666666,1776.0,1776.0,438.0,426.0,26.0,85.0,111.0,116.0,199.0,426.0
36,67876,75,2451.9785714285717,1976.0,1976.0,504.0,494.0,34.0,94.0,128.0,134.0,232.0,494.0
36,67876,77,2543.9857142857145,1712.0,1712.0,432.0,428.0,128.0,136.0,264.0,96.0,68.0,428.0
36,67876,76,2534.0357142857147,5896.0,5896.0,1500.0,1474.0,378.0,412.0,790.0,368.0,316.0,1474.0
36,67876,74,2446.15,45440.0,45424.0,11828.0,11360.0,564.0,1758.0,2322.0,2772.0,6264.0,11356.0
36,67876,78,2476.335714285714,317224.0,317128.0,81250.0,79306.0,6856.0,16823.0,23680.0,22683.0,32939.0,79282.0
36,67892,78,2491.15,888.0,888.0,162.0,161.0,7.0,52.0,59.0,52.0,50.0,161.0
36,67892,80,2457.4,1152.0,1152.0,196.0,194.0,31.0,39.0,70.0,51.0,73.0,194.0
36,67918,76,2495.3750000000005,1250.0,1250.0,504.0,500.0,118.0,152.0,270.0,124.0,106.0,500.0
36,67918,75,2410.0833333333335,680.0,680.0,258.0,258.0,12.0,46.0,58.0,78.0,122.0,258.0
36,67918,80,2459.7,10255.0,10250.0,4154.0,4102.0,634.0,978.0,1612.0,1084.0,1404.0,4100.0
36,67918,144,2449.9500000000003,1775.0,1775.0,726.0,710.0,80.0,176.0,256.0,182.0,272.0,710.0
36,67918,79,2415.25,435.0,435.0,142.0,140.0,14.0,19.0,33.0,30.0,77.0,140.0
36,67918,74,2392.7,13465.0,13455.0,5484.0,5386.0,218.0,492.0,710.0,1154.0,3522.0,5382.0
36,67918,77,2499.1,670.0,670.0,272.0,268.0,60.0,88.0,148.0,70.0,50.0,268.0
36,67918,78,2430.5624999999995,42805.0,42765.0,17338.0,17122.0,1282.0,3215.0,4497.0,4423.0,8199.0,17106.0
36,67934,144,2507.983333333333,784.0,784.0,412.0,392.0,26.0,78.0,104.0,112.0,176.0,392.0
36,67934,80,2545.1833333333334,3004.0,3004.0,1538.0,1502.0,218.0,396.0,614.0,406.0,482.0,1502.0
36,67934,79,2540.025,280.0,280.0,126.0,126.0,10.0,24.0,34.0,47.0,45.0,126.0
36,67934,77,2613.0750000000003,320.0,320.0,144.0,144.0,45.0,47.0,92.0,31.0,21.0,144.0
36,67934,76,2613.6000000000004,864.0,864.0,440.0,432.0,150.0,126.0,276.0,96.0,60.0,432.0
36,67934,74,2477.433333333333,5992.0,5988.0,3082.0,2996.0,130.0,426.0,556.0,650.0,1788.0,2994.0
36,67934,78,2517.7000000000003,21644.0,21628.0,10982.0,10822.0,802.0,2401.0,3203.0,2957.0,4659.0,10814.0
36,67959,144,2533.9,656.0,656.0,112.0,108.0,15.0,30.0,45.0,33.0,30.0,108.0
36,67959,76,2589.8166666666666,1136.0,1136.0,224.0,224.0,88.0,57.0,145.0,48.0,31.0,224.0
36,67959,74,2494.0800000000004,1296.0,1296.0,294.0,290.0,28.0,54.0,82.0,88.0,120.0,290.0
36,67959,80,2523.535714285714,39088.0,39072.0,9980.0,9772.0,1934.0,2997.0,4933.0,2549.0,2290.0,9768.0
36,67959,78,2483.535714285714,32080.0,32048.0,8112.0,8020.0,756.0,1912.0,2668.0,2223.0,3125.0,8012.0
37,67967,80,2515.4833333333336,9919.0,9919.0,2968.0,2834.0,494.0,1006.0,1500.0,816.0,518.0,2834.0
37,67967,75,2479.4500000000003,812.0,812.0,190.0,186.0,17.0,42.0,59.0,69.0,58.0,186.0
37,67967,78,2490.7000000000003,3094.0,3094.0,934.0,884.0,110.0,254.0,364.0,250.0,270.0,884.0
37,67983,78,2469.621428571428,2720.0,2720.0,684.0,680.0,44.0,132.0,176.0,180.0,324.0,680.0
37,67991,78,2462.2999999999997,50918.0,50890.0,14930.0,14548.0,1302.0,3009.0,4312.0,3911.0,6325.0,14540.0
37,67991,74,2439.2833333333338,9086.0,9086.0,2728.0,2596.0,156.0,418.0,574.0,618.0,1404.0,2596.0
37,67991,76,2509.4666666666667,3094.0,3094.0,928.0,884.0,218.0,228.0,446.0,186.0,252.0,884.0
37,67991,144,2506.383333333333,3556.0,3556.0,1052.0,1016.0,220.0,234.0,454.0,252.0,310.0,1016.0
37,67991,80,2489.2499999999995,71246.0,71232.0,21494.0,20356.0,3640.0,4988.0,8630.0,5054.0,6672.0,20352.0
37,67991,79,2475.2875,840.0,840.0,218.0,214.0,25.0,80.0,105.0,44.0,65.0,214.0
37,67991,77,2537.5099999999998,1337.0,1337.0,372.0,367.0,110.0,92.0,202.0,77.0,88.0,367.0
37,68007,78,2483.3875000000003,760.0,760.0,316.0,304.0,76.0,54.0,130.0,96.0,78.0,304.0
37,68007,80,2551.0125000000003,3040.0,3040.0,1252.0,1216.0,590.0,374.0,964.0,190.0,62.0,1216.0
37,68023,80,2524.65,15415.0,15405.0,6328.0,6166.0,2334.0,1834.0,4172.0,1214.0,780.0,6162.0
37,68023,79,2505.6375,720.0,720.0,300.0,288.0,74.0,100.0,174.0,82.0,32.0,288.0
37,68023,144,2533.375,5010.0,5005.0,2020.0,2004.0,860.0,576.0,1438.0,356.0,210.0,2002.0
37,68023,77,2549.2625,14170.0,14165.0,5692.0,5668.0,2792.0,1748.0,4542.0,770.0,356.0,5666.0
37,68023,78,2485.0499999999997,88830.0,88810.0,36386.0,35532.0,7669.0,9905.0,17575.0,9134.0,8824.0,35524.0
37,68023,74,2488.95,4985.0,4985.0,2020.0,1994.0,454.0,582.0,1036.0,502.0,456.0,1994.0
37,68023,76,2556.3875000000003,3225.0,3225.0,1336.0,1290.0,698.0,344.0,1042.0,164.0,84.0,1290.0
37,68031,78,2552.55,5136.0,5136.0,1360.0,1284.0,420.0,388.0,808.0,258.0,218.0,1284.0
37,68031,80,2579.514285714286,16656.0,16656.0,4340.0,4164.0,1696.0,1356.0,3052.0,734.0,378.0,4164.0
37,68031,144,2585.6,1504.0,1504.0,338.0,338.0,139.0,111.0,250.0,56.0,32.0,338.0
37,68049,80,2491.2,714.0,714.0,130.0,126.0,19.0,28.0,47.0,40.0,39.0,126.0
37,68056,76,2599.7625000000003,8240.0,8240.0,3380.0,3296.0,2542.0,540.0,3082.0,158.0,56.0,3296.0
37,68056,78,2526.1375000000003,2750.0,2750.0,1124.0,1100.0,416.0,340.0,756.0,218.0,126.0,1100.0
37,68056,80,2565.7875,14300.0,14300.0,5816.0,5720.0,3256.0,1578.0,4834.0,664.0,222.0,5720.0
37,68056,144,2572.6375000000003,1465.0,1465.0,592.0,586.0,370.0,140.0,510.0,44.0,32.0,586.0
37,68080,144,2564.0499999999997,1370.0,1370.0,568.0,548.0,308.0,148.0,456.0,72.0,20.0,548.0
37,68080,78,2490.9500000000003,6330.0,6310.0,2580.0,2532.0,640.0,670.0,1310.0,578.0,644.0,2524.0
37,68080,74,2592.25,270.0,270.0,78.0,76.0,25.0,31.0,56.0,10.0,10.0,76.0
37,68080,76,2568.875,1210.0,1210.0,500.0,484.0,290.0,140.0,430.0,32.0,22.0,484.0
37,68080,80,2549.1625,20300.0,20155.0,8290.0,8120.0,3844.0,2666.0,6510.0,1138.0,474.0,8062.0
37,68098,76,2535.7916666666665,3395.0,3395.0,976.0,970.0,302.0,314.0,616.0,200.0,154.0,970.0
37,68098,77,2537.8250000000003,2135.0,2135.0,612.0,610.0,184.0,182.0,366.0,174.0,70.0,610.0
37,68098,78,2460.3666666666663,112357.0,112343.0,32588.0,32102.0,2146.0,6431.0,8576.0,9594.0,13928.0,32098.0
37,68098,80,2522.4083333333338,20839.0,20839.0,6036.0,5954.0,1528.0,1766.0,3294.0,1524.0,1136.0,5954.0
37,68098,74,2458.475,2394.0,2394.0,704.0,684.0,58.0,154.0,212.0,160.0,312.0,684.0
37,68098,144,2518.1416666666664,3290.0,3283.0,956.0,940.0,186.0,298.0,484.0,272.0,182.0,938.0
37,68106,77,2621.8500000000004,162.0,162.0,164.0,162.0,54.0,40.0,94.0,40.0,28.0,162.0
37,68106,76,2679.45,268.0,268.0,272.0,268.0,120.0,94.0,214.0,36.0,18.0,268.0
37,68106,74,2547.25,156.0,156.0,160.0,156.0,22.0,36.0,58.0,30.0,68.0,156.0
37,68106,80,2636.6000000000004,1394.0,1390.0,1468.0,1394.0,478.0,408.0,886.0,268.0,240.0,1390.0
37,68106,144,2641.6,44.0,44.0,44.0,44.0,18.0,4.0,22.0,18.0,4.0,44.0
37,68106,78,2545.25,5168.0,5144.0,5370.0,5168.0,544.0,1146.0,1690.0,1300.0,2178.0,5144.0
37,68114,78,2488.3750000000005,26439.0,26432.0,7666.0,7554.0,1124.0,1962.0,3088.0,2084.0,2382.0,7552.0
37,68114,144,2530.5699999999997,1316.0,1316.0,374.0,360.0,129.0,87.0,216.0,87.0,57.0,360.0
37,68114,74,2499.0099999999993,1162.0,1162.0,340.0,320.0,60.0,101.0,161.0,79.0,80.0,320.0
37,68114,80,2554.3416666666667,12271.0,12271.0,3608.0,3506.0,1290.0,1132.0,2422.0,690.0,394.0,3506.0
37,68122,78,2529.6000000000004,1290.0,1290.0,1320.0,1290.0,100.0,264.0,364.0,330.0,596.0,1290.0
37,68122,80,2594.0,576.0,576.0,580.0,576.0,118.0,166.0,284.0,134.0,158.0,576.0
37,68130,76,2630.25,304.0,304.0,308.0,304.0,114.0,76.0,190.0,58.0,56.0,304.0
37,68130,77,2655.95,240.0,240.0,248.0,240.0,80.0,102.0,182.0,38.0,20.0,240.0
37,68130,78,2571.45,5222.0,5210.0,5498.0,5222.0,810.0,1412.0,2222.0,1248.0,1754.0,5210.0
37,68130,79,2566.05,48.0,48.0,60.0,48.0,6.0,16.0,22.0,10.0,16.0,48.0
37,68130,80,2606.75,10980.0,10959.0,7696.0,7320.0,1826.0,2252.0,4078.0,1478.0,1762.0,7306.0
37,68130,74,2540.45,808.0,802.0,872.0,808.0,82.0,182.0,264.0,202.0,338.0,802.0
37,68130,75,2540.05,100.0,100.0,100.0,100.0,8.0,28.0,36.0,18.0,46.0,100.0
37,68130,144,2631.75,1056.0,1054.0,1088.0,1056.0,328.0,336.0,664.0,206.0,184.0,1054.0
37,68155,78,2477.308333333334,3059.0,3059.0,888.0,874.0,88.0,222.0,310.0,222.0,342.0,874.0
37,68155,80,2513.541666666667,2142.0,2142.0,620.0,612.0,122.0,194.0,316.0,172.0,124.0,612.0
37,68163,78,2466.4,714.0,714.0,130.0,130.0,20.0,31.0,51.0,33.0,46.0,130.0
37,68163,80,2518.691666666666,1589.0,1589.0,464.0,454.0,96.0,130.0,226.0,130.0,98.0,454.0
37,68171,78,2532.9,52.0,52.0,52.0,52.0,0.0,12.0,12.0,18.0,22.0,52.0
37,68171,80,2601.55,84.0,84.0,84.0,84.0,14.0,20.0,34.0,32.0,18.0,84.0
37,68189,76,2454.5,686.0,686.0,124.0,121.0,40.0,35.0,75.0,29.0,17.0,121.0
37,68189,144,2505.5,1561.0,1561.0,442.0,432.0,100.0,119.0,219.0,114.0,99.0,432.0
37,68189,80,2511.975,25186.0,25186.0,7370.0,7196.0,1456.0,2198.0,3654.0,1972.0,1570.0,7196.0
37,68189,78,2477.6083333333336,12831.0,12831.0,3778.0,3666.0,414.0,840.0,1254.0,1112.0,1300.0,3666.0
37,68189,74,2471.1899999999996,1218.0,1218.0,366.0,338.0,52.0,80.0,132.0,91.0,115.0,338.0
37,68197,79,2513.383333333333,840.0,840.0,192.0,190.0,21.0,58.0,79.0,64.0,47.0,190.0
37,68197,74,2463.3166666666666,10402.0,10388.0,3068.0,2972.0,256.0,578.0,834.0,892.0,1243.0,2968.0
37,68197,76,2540.2999999999997,2989.0,2989.0,876.0,854.0,322.0,206.0,528.0,158.0,168.0,854.0
37,68197,77,2548.266666666667,2912.0,2912.0,846.0,832.0,296.0,248.0,544.0,178.0,110.0,832.0
37,68197,144,2509.641666666667,8274.0,8274.0,2404.0,2364.0,522.0,668.0,1190.0,592.0,582.0,2364.0
37,68197,80,2539.808333333333,30422.0,30422.0,9014.0,8692.0,2686.0,2834.0,5520.0,1904.0,1268.0,8692.0
37,68197,78,2477.6416666666664,53515.0,53501.0,15696.0,15290.0,1736.0,3530.0,5267.0,4436.0,5584.0,15286.0
37,68205,74,2465.5000000000005,5642.0,5635.0,1640.0,1612.0,154.0,342.0,496.0,460.0,655.0,1610.0
37,68205,76,2522.35,1211.0,1211.0,342.0,328.0,100.0,100.0,200.0,78.0,50.0,328.0
37,68205,77,2612.05,686.0,686.0,130.0,128.0,47.0,43.0,90.0,21.0,17.0,128.0
37,68205,78,2477.0083333333337,20125.0,20111.0,5842.0,5750.0,520.0,1401.0,1921.0,1747.0,2081.0,5746.0
37,68205,80,2508.4083333333333,3164.0,3157.0,936.0,904.0,158.0,284.0,443.0,262.0,198.0,902.0
37,68205,144,2497.5166666666673,2030.0,2030.0,596.0,580.0,86.0,170.0,256.0,154.0,170.0,580.0
37,68213,80,2501.9714285714285,4600.0,4600.0,1172.0,1150.0,156.0,324.0,480.0,322.0,348.0,1150.0
37,68213,78,2448.707142857143,7592.0,7576.0,1960.0,1898.0,80.0,290.0,370.0,477.0,1051.0,1894.0
37,68213,75,2465.35,588.0,588.0,112.0,108.0,2.0,15.0,17.0,26.0,65.0,108.0
37,68221,74,2461.1833333333334,495.0,495.0,184.0,183.0,12.0,42.0,54.0,62.0,67.0,183.0
37,68221,76,2504.95,1055.0,1050.0,432.0,422.0,114.0,140.0,256.0,98.0,68.0,420.0
37,68221,77,2510.3250000000003,2220.0,2220.0,908.0,888.0,252.0,280.0,532.0,222.0,134.0,888.0
37,68221,78,2451.2875,24720.0,24720.0,10062.0,9888.0,986.0,2218.0,3204.0,3046.0,3638.0,9888.0
37,68221,144,2494.1125,560.0,560.0,236.0,224.0,64.0,60.0,124.0,38.0,62.0,224.0
37,68221,80,2479.8875000000003,665.0,665.0,272.0,266.0,50.0,88.0,138.0,68.0,60.0,266.0
37,68296,74,2516.55,7168.0,7168.0,1850.0,1792.0,366.0,476.0,842.0,440.0,510.0,1792.0
37,68296,76,2620.4357142857143,64416.0,64416.0,16312.0,16104.0,9944.0,3960.0,13904.0,1480.0,720.0,16104.0
37,68296,77,2569.9785714285717,17912.0,17904.0,4536.0,4478.0,1594.0,1596.0,3192.0,878.0,408.0,4476.0
37,68296,78,2522.492857142857,43984.0,43952.0,11262.0,10996.0,2369.0,3069.0,5441.0,2875.0,2679.0,10988.0
37,68296,79,2560.1833333333334,1176.0,1176.0,236.0,232.0,58.0,51.0,109.0,79.0,44.0,232.0
37,68296,80,2572.3571428571427,137400.0,137384.0,35424.0,34350.0,13185.0,11039.0,24225.0,6647.0,3478.0,34346.0
37,68296,144,2575.0714285714284,22992.0,22984.0,5876.0,5748.0,2360.0,1820.0,4182.0,1012.0,554.0,5746.0
37,68304,78,2483.65,16856.0,16840.0,4264.0,4214.0,346.0,979.0,1326.0,1253.0,1635.0,4210.0
37,68304,80,2533.0,25344.0,25336.0,6486.0,6336.0,1404.0,2083.0,3488.0,1602.0,1246.0,6334.0
37,68304,144,2504.1499999999996,1992.0,1992.0,484.0,480.0,77.0,134.0,211.0,128.0,141.0,480.0
37,68312,80,2594.1499999999996,4634.0,4634.0,1396.0,1324.0,760.0,376.0,1136.0,154.0,34.0,1324.0
37,68312,144,2618.45,427.0,427.0,90.0,85.0,60.0,21.0,81.0,4.0,0.0,85.0
37,68338,144,2558.2714285714287,66208.0,66192.0,17152.0,16552.0,5846.0,4776.0,10626.0,3418.0,2508.0,16548.0
37,68338,80,2576.8,196288.0,196176.0,51326.0,49072.0,20794.0,14723.0,35524.0,8446.0,5098.0,49044.0
37,68338,77,2555.8857142857146,42800.0,42792.0,10872.0,10700.0,3364.0,3486.0,6852.0,2358.0,1490.0,10698.0
37,68338,78,2485.564285714286,375432.0,375016.0,97578.0,93858.0,12034.0,20796.0,32834.0,24988.0,36037.0,93754.0
37,68338,76,2576.9428571428575,80864.0,80864.0,20858.0,20216.0,8842.0,5426.0,14268.0,3302.0,2646.0,20216.0
37,68338,74,2472.6857142857148,64824.0,64720.0,17344.0,16206.0,1729.0,3338.0,5066.0,4199.0,6940.0,16180.0
37,68338,79,2492.45,4104.0,4104.0,1072.0,1026.0,142.0,260.0,402.0,242.0,382.0,1026.0
37,68338,75,2526.2416666666663,1672.0,1672.0,416.0,402.0,92.0,111.0,203.0,112.0,87.0,402.0
37,68346,74,2575.05,304.0,304.0,150.0,136.0,36.0,29.0,65.0,31.0,40.0,136.0
37,68346,76,2705.733333333333,8280.0,8280.0,4208.0,4140.0,2984.0,798.0,3782.0,228.0,130.0,4140.0
37,68346,77,2662.5,308.0,308.0,136.0,135.0,69.0,44.0,113.0,13.0,9.0,135.0
37,68346,78,2581.1833333333334,6772.0,6764.0,3488.0,3386.0,736.0,1108.0,1846.0,782.0,756.0,3382.0
37,68346,80,2644.7999999999997,30768.0,30764.0,15772.0,15384.0,6747.0,5083.0,11830.0,2366.0,1188.0,15382.0
37,68346,144,2677.65,1712.0,1712.0,864.0,856.0,504.0,228.0,732.0,84.0,40.0,856.0
37,68353,78,2497.5700000000006,1365.0,1365.0,372.0,370.0,50.0,94.0,144.0,123.0,103.0,370.0
37,68353,80,2548.0166666666673,3248.0,3248.0,932.0,928.0,290.0,326.0,616.0,216.0,96.0,928.0
37,68361,74,2448.5249999999996,798.0,798.0,168.0,164.0,27.0,29.0,56.0,68.0,40.0,164.0
37,68361,76,2549.2083333333335,1365.0,1365.0,400.0,390.0,150.0,116.0,266.0,60.0,64.0,390.0
37,68361,77,2590.3,686.0,686.0,146.0,146.0,45.0,56.0,101.0,28.0,17.0,146.0
37,68361,78,2495.5916666666667,16702.0,16688.0,4846.0,4772.0,714.0,1341.0,2056.0,1319.0,1397.0,4768.0
37,68361,80,2519.9333333333334,32830.0,32830.0,9532.0,9380.0,2236.0,2814.0,5050.0,2432.0,1898.0,9380.0
37,68361,144,2523.025,5747.0,5747.0,1668.0,1642.0,366.0,546.0,912.0,448.0,282.0,1642.0
37,68379,78,2461.391666666667,40166.0,40166.0,11864.0,11476.0,1024.0,2294.0,3318.0,3138.0,5020.0,11476.0
37,68379,80,2556.866666666667,742.0,742.0,147.0,145.0,37.0,42.0,79.0,40.0,26.0,145.0
37,68379,74,2505.38,1057.0,1057.0,288.0,284.0,37.0,71.0,108.0,82.0,94.0,284.0
37,68379,77,2575.858333333333,1771.0,1771.0,508.0,506.0,250.0,142.0,392.0,78.0,36.0,506.0
37,68387,144,2580.725,990.0,990.0,400.0,396.0,252.0,92.0,344.0,32.0,20.0,396.0
37,68387,80,2563.1000000000004,9525.0,9525.0,3858.0,3810.0,2072.0,1148.0,3220.0,460.0,130.0,3810.0
37,68387,78,2510.9875,2505.0,2505.0,1020.0,1002.0,332.0,252.0,584.0,232.0,186.0,1002.0
37,68387,76,2598.775,4510.0,4510.0,1856.0,1804.0,1350.0,310.0,1660.0,100.0,44.0,1804.0
37,68395,144,2465.25,1589.0,1575.0,454.0,448.0,60.0,121.0,183.0,120.0,147.0,444.0
37,68395,78,2490.0666666666666,50526.0,50239.0,14694.0,14436.0,1235.0,3028.0,4263.0,4129.0,6040.0,14354.0
37,68395,77,2476.375,2114.0,2114.0,600.0,588.0,105.0,191.0,296.0,137.0,155.0,588.0
37,68395,74,2419.0625,1652.0,1645.0,468.0,452.0,27.0,80.0,107.0,108.0,237.0,450.0
37,68395,80,2525.016666666666,4249.0,4242.0,1240.0,1214.0,288.0,348.0,636.0,310.0,266.0,1212.0
37,68411,76,2647.683333333333,2132.0,2132.0,1118.0,1066.0,488.0,342.0,830.0,146.0,90.0,1066.0
37,68411,75,2602.0,168.0,168.0,76.0,70.0,6.0,20.0,26.0,26.0,18.0,70.0
37,68411,74,2538.433333333333,3680.0,3676.0,1928.0,1840.0,190.0,526.0,716.0,454.0,668.0,1838.0
37,68411,77,2627.383333333333,12412.0,12408.0,6316.0,6206.0,2302.0,2154.0,4458.0,1088.0,660.0,6204.0
37,68411,144,2602.4500000000003,7244.0,7232.0,3720.0,3622.0,1003.0,1201.0,2206.0,836.0,578.0,3616.0
37,68411,78,2535.9166666666665,104392.0,104168.0,54412.0,52196.0,5851.0,13102.0,18954.0,14381.0,18861.0,52084.0
37,68411,80,2597.116666666667,8540.0,8540.0,4456.0,4270.0,1250.0,1296.0,2546.0,962.0,762.0,4270.0
37,68411,79,2549.8333333333335,516.0,516.0,264.0,258.0,36.0,68.0,104.0,72.0,82.0,258.0
37,68437,78,2511.875,1442.0,1442.0,448.0,412.0,56.0,146.0,202.0,122.0,88.0,412.0
37,68452,74,2487.65,3984.0,3960.0,1000.0,996.0,126.0,218.0,345.0,293.0,356.0,990.0
37,68452,76,2576.264285714286,4656.0,4656.0,1184.0,1164.0,496.0,360.0,856.0,196.0,112.0,1164.0
37,68452,77,2549.8642857142854,2288.0,2288.0,592.0,572.0,154.0,194.0,348.0,154.0,70.0,572.0
37,68452,78,2476.157142857143,114088.0,113640.0,29000.0,28522.0,2434.0,6049.0,8482.0,8220.0,11821.0,28410.0
37,68452,80,2546.1857142857143,40224.0,40168.0,10290.0,10056.0,2801.0,3251.0,6057.0,2354.0,1645.0,10042.0
37,68452,79,2512.666666666667,1392.0,1384.0,330.0,330.0,60.0,86.0,147.0,81.0,101.0,328.0
37,68452,144,2535.1857142857143,7616.0,7616.0,1968.0,1904.0,472.0,568.0,1040.0,438.0,426.0,1904.0
38,68478,74,2428.214285714286,30096.0,29896.0,8304.0,7524.0,344.0,871.0,1217.0,1572.0,4734.0,7474.0
38,68478,75,2510.7833333333333,1248.0,1248.0,262.0,240.0,63.0,38.0,101.0,60.0,79.0,240.0
38,68478,76,2571.792857142857,163512.0,163472.0,41768.0,40878.0,15865.0,13208.0,29074.0,7313.0,4491.0,40868.0
38,68478,77,2524.7571428571428,17736.0,17728.0,4668.0,4434.0,826.0,1434.0,2262.0,1184.0,988.0,4432.0
38,68478,78,2459.5142857142855,112264.0,111832.0,30438.0,28066.0,2274.0,4706.0,6981.0,7274.0,13808.0,27958.0
38,68478,79,2456.671428571429,4624.0,4608.0,1244.0,1156.0,112.0,140.0,252.0,305.0,598.0,1152.0
38,68478,144,2553.0499999999997,16664.0,16632.0,4334.0,4166.0,1448.0,1146.0,2595.0,816.0,752.0,4158.0
38,68478,80,2580.121428571428,58624.0,58552.0,15374.0,14656.0,6613.0,4213.0,10829.0,2246.0,1580.0,14638.0
39,68486,80,2486.1,1456.0,1456.0,416.0,416.0,64.0,96.0,160.0,118.0,138.0,416.0
39,68486,78,2464.5416666666665,2632.0,2632.0,752.0,752.0,54.0,160.0,214.0,226.0,312.0,752.0
39,68486,76,2500.5375,1260.0,1260.0,334.0,332.0,77.0,110.0,187.0,94.0,51.0,332.0
39,68502,78,2469.4071428571433,10912.0,10912.0,2814.0,2728.0,166.0,516.0,682.0,878.0,1168.0,2728.0
39,68502,80,2520.4071428571433,9248.0,9248.0,2376.0,2312.0,412.0,696.0,1108.0,676.0,528.0,2312.0
39,68544,74,2492.18,1106.0,1106.0,304.0,300.0,27.0,74.0,101.0,94.0,105.0,300.0
39,68544,144,2523.25,1120.0,1120.0,268.0,268.0,92.0,70.0,162.0,70.0,36.0,268.0
39,68544,76,2529.616666666667,3024.0,3024.0,868.0,864.0,238.0,278.0,516.0,186.0,162.0,864.0
39,68544,78,2493.1083333333336,8456.0,8456.0,2432.0,2416.0,298.0,656.0,954.0,768.0,694.0,2416.0
39,68544,77,2523.1,1134.0,1134.0,310.0,310.0,57.0,131.0,188.0,63.0,59.0,310.0
39,68544,80,2526.0333333333333,7630.0,7630.0,2200.0,2180.0,466.0,768.0,1234.0,620.0,326.0,2180.0
39,68569,144,2505.1785714285716,2448.0,2448.0,616.0,612.0,90.0,178.0,268.0,146.0,198.0,612.0
