,County Code,District Code,Subgroup ID,Total Tested At Entity Level,Total Tested with Scores,CAASPP Reported Enrollment,Students Tested,Students with Scores,Total Standard Exceeeded,Total Standard Met,Total Standard Met and Above,Total Standard Nearly Met,Total Standard Not Met
1496,16,73932,80,632.0,632.0,84.0,79.0,79.0,8.0,18.0,26.0,46.0,86.0
1497,16,73932,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,17,10173,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1499,17,10173,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,17,10173,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1501,17,10173,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1502,17,10173,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503,17,64014,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1504,17,64014,75,416.0,416.0,54.0,52.0,52.0,4.0,24.0,28.0,16.0,60.0
1505,17,64014,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1506,17,64014,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1507,17,64014,78,6040.0,6040.0,1536.0,1510.0,1510.0,984.0,3086.0,4069.0,6637.0,13453.0
1508,17,64014,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509,17,64014,80,6256.0,6256.0,1640.0,1564.0,1564.0,2734.0,6432.0,9166.0,7842.0,8017.0
1510,17,64014,144,464.0,464.0,60.0,58.0,58.0,8.0,30.0,38.0,32.0,46.0
1511,17,64022,74,752.0,752.0,100.0,94.0,94.0,0.0,12.0,12.0,30.0,146.0
1512,17,64022,75,744.0,744.0,106.0,93.0,93.0,4.0,12.0,16.0,40.0,130.0
1513,17,64022,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1514,17,64022,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1515,17,64022,78,11368.0,11352.0,3036.0,2842.0,2838.0,1313.0,4839.0,6151.0,12356.0,26965.0
1516,17,64022,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1517,17,64022,80,11456.0,11440.0,3072.0,2864.0,2860.0,1555.0,6797.0,8353.0,12090.0,25381.0
1518,17,64022,144,1952.0,1952.0,502.0,488.0,488.0,224.0,919.0,1144.0,1852.0,4813.0
1519,17,64030,74,189.0,189.0,28.0,27.0,27.0,14.0,4.0,18.0,10.0,26.0
1520,17,64030,75,1288.0,1288.0,292.0,278.0,278.0,34.0,250.0,284.0,639.0,1857.0
1521,17,64030,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1522,17,64030,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523,17,64030,78,3920.0,3912.0,1000.0,980.0,978.0,1079.0,3101.0,4180.0,5385.0,6115.0
1524,17,64030,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525,17,64030,80,6656.0,6656.0,1736.0,1664.0,1664.0,3988.0,6432.0,10419.0,8901.0,7303.0
1526,17,64030,144,322.0,322.0,46.0,46.0,46.0,8.0,30.0,38.0,22.0,32.0
1527,17,64048,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528,17,64048,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,17,64048,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,17,64048,78,588.0,588.0,114.0,106.0,106.0,15.0,67.0,81.0,142.0,200.0
1531,17,64048,80,1274.0,1274.0,372.0,364.0,364.0,330.0,763.0,1092.0,1398.0,2605.0
1532,17,64048,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1533,17,64055,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1534,17,64055,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535,17,64055,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536,17,64055,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537,17,64055,78,3024.0,3024.0,772.0,756.0,756.0,710.0,2820.0,3530.0,3636.0,4930.0
1538,17,64055,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,17,64055,80,8232.0,8216.0,2132.0,2058.0,2054.0,4452.0,9015.0,13467.0,10578.0,8882.0
1540,17,64055,144,406.0,406.0,62.0,58.0,58.0,18.0,40.0,58.0,24.0,34.0
1541,17,76976,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542,17,76976,75,672.0,672.0,90.0,84.0,84.0,0.0,8.0,8.0,16.0,144.0
1543,17,76976,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1544,17,76976,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,17,76976,78,2080.0,2080.0,544.0,520.0,520.0,304.0,1095.0,1398.0,2224.0,4698.0
1546,17,76976,80,3432.0,3432.0,876.0,858.0,858.0,836.0,2158.0,2995.0,4466.0,6267.0
1547,17,76976,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548,18,10181,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549,18,10181,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,18,10181,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1551,18,64089,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1552,18,64089,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1553,18,64089,80,904.0,904.0,147.0,146.0,146.0,34.0,142.0,177.0,234.0,320.0
1554,18,64105,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,18,64105,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556,18,64105,78,266.0,266.0,38.0,38.0,38.0,12.0,4.0,16.0,12.0,48.0
1557,18,64105,80,2674.0,2674.0,796.0,764.0,764.0,705.0,3015.0,3720.0,3244.0,3732.0
1558,18,64105,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1559,18,64113,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,18,64113,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1561,18,64113,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1562,18,64113,78,294.0,294.0,42.0,42.0,42.0,0.0,12.0,12.0,18.0,54.0
1563,18,64113,80,1526.0,1526.0,436.0,436.0,436.0,409.0,1358.0,1767.0,2427.0,1910.0
1564,18,64113,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565,18,64139,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1566,18,64139,75,68.0,68.0,68.0,68.0,68.0,0.0,96.0,96.0,88.0,88.0
1567,18,64139,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1568,18,64139,78,112.0,112.0,116.0,112.0,112.0,32.0,112.0,144.0,112.0,192.0
1569,18,64139,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1570,18,64139,80,448.0,448.0,456.0,448.0,448.0,384.0,496.0,880.0,480.0,432.0
1571,18,64139,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572,18,64162,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1573,18,64162,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,18,64170,78,224.0,224.0,32.0,32.0,32.0,6.0,34.0,40.0,20.0,4.0
1575,18,64170,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576,18,64170,80,1778.0,1778.0,512.0,508.0,508.0,983.0,2925.0,3908.0,1895.0,1310.0
1577,18,64170,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1578,18,64188,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,18,64188,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,18,64188,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,18,64188,78,574.0,574.0,82.0,82.0,82.0,18.0,34.0,52.0,40.0,72.0
1582,18,64188,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1583,18,64188,80,882.0,882.0,206.0,206.0,206.0,92.0,314.0,405.0,535.0,707.0
1584,18,64188,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1585,18,64196,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1586,18,64196,75,392.0,392.0,56.0,56.0,56.0,6.0,12.0,18.0,22.0,72.0
1587,18,64196,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1588,18,64196,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,18,64196,78,2198.0,2198.0,640.0,628.0,628.0,585.0,2620.0,3204.0,2138.0,3449.0
1590,18,64196,79,336.0,336.0,54.0,48.0,48.0,0.0,24.0,24.0,40.0,32.0
1591,18,64196,80,4991.0,4991.0,1458.0,1426.0,1426.0,2894.0,6095.0,8989.0,5036.0,5939.0
1592,18,64196,144,875.0,875.0,194.0,190.0,190.0,68.0,267.0,336.0,302.0,502.0
1593,18,64204,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1594,18,64204,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,18,64204,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,18,64204,78,182.0,182.0,26.0,26.0,26.0,2.0,20.0,22.0,24.0,6.0
1597,18,64204,80,936.0,936.0,170.0,169.0,169.0,38.0,311.0,349.0,352.0,313.0
1598,18,64204,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1599,18,75036,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,18,75036,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,18,75036,78,376.0,376.0,49.0,47.0,47.0,0.0,20.0,20.0,26.0,48.0
1602,18,75036,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,18,75036,80,1520.0,1504.0,371.0,369.0,366.0,375.0,893.0,1268.0,1739.0,2528.0
1604,18,75036,144,182.0,182.0,28.0,26.0,26.0,0.0,14.0,14.0,12.0,26.0
1605,19,10199,74,2000.0,1848.0,993.0,467.0,433.0,41.0,88.0,129.0,165.0,1574.0
1606,19,10199,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1607,19,10199,76,504.0,504.0,155.0,135.0,135.0,198.0,194.0,392.0,76.0,72.0
1608,19,10199,77,81.0,81.0,58.0,52.0,52.0,56.0,63.0,119.0,40.0,49.0
1609,19,10199,78,6600.0,6400.0,2751.0,1605.0,1555.0,595.0,1169.0,1764.0,1579.0,12707.0
1610,19,10199,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1611,19,10199,80,1148.0,1141.0,432.0,322.0,320.0,370.0,351.0,721.0,310.0,257.0
1612,19,10199,144,120.0,120.0,90.0,78.0,78.0,144.0,79.0,223.0,44.0,45.0
1613,19,64212,74,14800.0,14792.0,3792.0,3700.0,3698.0,9806.0,17064.0,26869.0,15820.0,16510.0
1614,19,64212,75,528.0,528.0,66.0,66.0,66.0,44.0,36.0,80.0,30.0,22.0
1615,19,64212,76,43312.0,43312.0,10956.0,10828.0,10828.0,107974.0,40930.0,148906.0,15981.0,8362.0
1616,19,64212,77,18952.0,18944.0,4768.0,4738.0,4736.0,33832.0,24549.0,58380.0,11460.0,5968.0
1617,19,64212,78,81072.0,81040.0,20664.0,20268.0,20260.0,52541.0,85918.0,138465.0,92495.0,93336.0
1618,19,64212,79,1416.0,1416.0,300.0,298.0,298.0,678.0,647.0,1325.0,896.0,759.0
1619,19,64212,80,10616.0,10616.0,2756.0,2654.0,2654.0,12452.0,13700.0,26153.0,9591.0,6719.0
1620,19,64212,144,5472.0,5472.0,1388.0,1368.0,1368.0,9362.0,6517.0,15879.0,3753.0,2257.0
1621,19,64246,74,7084.0,7080.0,3652.0,3542.0,3540.0,1724.0,5700.0,7423.0,7894.0,13019.0
1622,19,64246,75,76.0,76.0,76.0,76.0,76.0,0.0,56.0,56.0,48.0,200.0
1623,19,64246,76,648.0,648.0,304.0,304.0,304.0,520.0,359.0,879.0,153.0,184.0
1624,19,64246,77,708.0,708.0,334.0,332.0,332.0,414.0,399.0,813.0,337.0,178.0
1625,19,64246,78,27208.0,27192.0,13822.0,13604.0,13596.0,9462.0,29430.0,38888.0,31788.0,38154.0
1626,19,64246,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627,19,64246,80,5616.0,5616.0,2892.0,2808.0,2808.0,4689.0,6909.0,11599.0,5692.0,5173.0
1628,19,64246,144,1832.0,1832.0,928.0,900.0,900.0,966.0,1591.0,2558.0,1312.0,1530.0
1629,19,64261,74,1296.0,1296.0,282.0,280.0,280.0,569.0,925.0,1495.0,708.0,598.0
1630,19,64261,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631,19,64261,76,54656.0,54656.0,13994.0,13664.0,13664.0,133646.0,53710.0,187361.0,20809.0,10456.0
1632,19,64261,77,2448.0,2448.0,612.0,612.0,612.0,3985.0,3334.0,7320.0,1498.0,974.0
1633,19,64261,78,11392.0,11384.0,2874.0,2848.0,2846.0,9782.0,12873.0,22656.0,11755.0,11158.0
1634,19,64261,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,19,64261,80,11448.0,11440.0,2912.0,2862.0,2860.0,18043.0,15022.0,33065.0,7590.0,5137.0
1636,19,64261,144,600.0,600.0,78.0,75.0,75.0,40.0,56.0,96.0,38.0,16.0
1637,19,64279,74,768.0,768.0,104.0,96.0,96.0,22.0,24.0,46.0,66.0,80.0
1638,19,64279,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639,19,64279,76,624.0,624.0,80.0,78.0,78.0,54.0,46.0,100.0,32.0,24.0
1640,19,64279,77,720.0,712.0,90.0,90.0,89.0,61.0,61.0,121.0,40.0,18.0
1641,19,64279,78,66608.0,66600.0,16894.0,16652.0,16650.0,21746.0,54767.0,76513.0,75683.0,114236.0
1642,19,64279,80,2056.0,2056.0,536.0,514.0,514.0,1578.0,1997.0,3574.0,1815.0,2835.0
1643,19,64279,144,288.0,288.0,36.0,36.0,36.0,0.0,26.0,26.0,24.0,22.0
1644,19,64287,74,616.0,616.0,84.0,77.0,77.0,22.0,26.0,48.0,50.0,56.0
1645,19,64287,75,154.0,154.0,22.0,22.0,22.0,4.0,6.0,10.0,14.0,20.0
1646,19,64287,76,6408.0,6408.0,1618.0,1602.0,1602.0,10866.0,7495.0,18362.0,4606.0,2665.0
1647,19,64287,77,1936.0,1936.0,484.0,484.0,484.0,2296.0,2014.0,4310.0,2096.0,1338.0
1648,19,64287,78,105040.0,105032.0,26506.0,26260.0,26258.0,33870.0,88599.0,122477.0,126460.0,171215.0
1649,19,64287,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650,19,64287,80,696.0,696.0,92.0,87.0,87.0,24.0,30.0,54.0,50.0,70.0
1651,19,64295,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,19,64295,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1653,19,64295,76,976.0,976.0,146.0,146.0,146.0,222.0,179.0,401.0,77.0,106.0
1654,19,64295,77,384.0,384.0,48.0,48.0,48.0,26.0,32.0,58.0,16.0,22.0
1655,19,64295,78,29232.0,29208.0,7414.0,7308.0,7302.0,13230.0,26639.0,39868.0,34622.0,42436.0
1656,19,64295,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,19,64295,80,432.0,432.0,78.0,76.0,76.0,10.0,100.0,110.0,85.0,109.0
1658,19,64303,74,13400.0,13400.0,3450.0,3350.0,3350.0,4961.0,11589.0,16550.0,14838.0,22212.0
1659,19,64303,75,352.0,352.0,46.0,44.0,44.0,8.0,10.0,18.0,28.0,42.0
1660,19,64303,76,4208.0,4208.0,1064.0,1052.0,1052.0,5354.0,5548.0,10902.0,3335.0,2595.0
1661,19,64303,77,4336.0,4336.0,1096.0,1084.0,1084.0,5929.0,5553.0,11482.0,2952.0,2910.0
1662,19,64303,78,66568.0,66560.0,16814.0,16642.0,16640.0,27536.0,63654.0,91193.0,75828.0,99255.0
1663,19,64303,79,928.0,928.0,174.0,166.0,166.0,175.0,289.0,464.0,324.0,208.0
1664,19,64303,80,10392.0,10392.0,2652.0,2598.0,2598.0,9021.0,12081.0,21103.0,11115.0,9350.0
1665,19,64303,144,2648.0,2648.0,670.0,662.0,662.0,1974.0,3149.0,5123.0,2478.0,2991.0
1666,19,64311,74,992.0,992.0,148.0,148.0,148.0,101.0,175.0,277.0,143.0,173.0
1667,19,64311,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1668,19,64311,76,3800.0,3800.0,980.0,950.0,950.0,8591.0,3662.0,12253.0,1846.0,1101.0
1669,19,64311,77,245.0,245.0,36.0,35.0,35.0,32.0,16.0,48.0,12.0,10.0
1670,19,64311,78,2488.0,2488.0,636.0,622.0,622.0,3523.0,3338.0,6861.0,1604.0,1487.0
1671,19,64311,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,19,64311,80,25408.0,25384.0,6480.0,6352.0,6346.0,37490.0,33848.0,71339.0,19302.0,10991.0
1673,19,64311,144,1192.0,1192.0,260.0,254.0,254.0,1159.0,581.0,1740.0,480.0,320.0
1674,19,64329,74,2424.0,2424.0,652.0,606.0,606.0,1446.0,2829.0,4275.0,2769.0,2652.0
1675,19,64329,75,168.0,168.0,28.0,28.0,28.0,18.0,6.0,24.0,4.0,28.0
1676,19,64329,76,4736.0,4736.0,1192.0,1184.0,1184.0,11236.0,4519.0,15754.0,2187.0,1003.0
1677,19,64329,77,1832.0,1832.0,460.0,458.0,458.0,3242.0,2409.0,5651.0,1177.0,499.0
1678,19,64329,78,42968.0,42960.0,10850.0,10742.0,10740.0,37553.0,56082.0,93632.0,45557.0,32686.0
1679,19,64329,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680,19,64329,80,24360.0,24360.0,6148.0,6090.0,6090.0,34377.0,31375.0,65750.0,20132.0,11556.0
1681,19,64329,144,4752.0,4752.0,1196.0,1188.0,1188.0,6939.0,5527.0,12466.0,3859.0,2683.0
1682,19,64337,74,3344.0,3344.0,856.0,836.0,836.0,2389.0,3402.0,5791.0,3976.0,3609.0
1683,19,64337,75,182.0,182.0,28.0,26.0,26.0,10.0,16.0,26.0,14.0,12.0
1684,19,64337,76,6808.0,6808.0,1724.0,1702.0,1702.0,12418.0,8872.0,21289.0,3992.0,1951.0
1685,19,64337,77,4856.0,4856.0,1232.0,1214.0,1214.0,6362.0,7894.0,14256.0,3509.0,1659.0
1686,19,64337,78,46008.0,46000.0,11680.0,11502.0,11500.0,26818.0,50571.0,77391.0,53342.0,53300.0
1687,19,64337,79,156.0,156.0,26.0,26.0,26.0,10.0,16.0,26.0,12.0,14.0
1688,19,64337,80,57784.0,57784.0,14762.0,14446.0,14446.0,67445.0,73647.0,141097.0,54580.0,35458.0
1689,19,64337,144,5040.0,5040.0,1276.0,1260.0,1260.0,6414.0,6874.0,13288.0,4548.0,2323.0
1690,19,64345,74,462.0,462.0,66.0,66.0,66.0,14.0,30.0,44.0,44.0,44.0
1691,19,64345,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1692,19,64345,76,952.0,952.0,238.0,238.0,238.0,1165.0,614.0,1779.0,365.0,236.0
1693,19,64345,77,798.0,798.0,172.0,172.0,172.0,328.0,287.0,615.0,246.0,172.0
1694,19,64345,78,10568.0,10568.0,2678.0,2642.0,2642.0,4632.0,9818.0,14451.0,11752.0,10787.0
1695,19,64345,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,19,64345,80,9310.0,9310.0,2744.0,2660.0,2660.0,9309.0,14344.0,23652.0,8788.0,4799.0
1697,19,64345,144,728.0,728.0,133.0,130.0,130.0,182.0,225.0,407.0,83.0,30.0
1698,19,64352,74,1060.0,1058.0,1102.0,1060.0,1058.0,240.0,841.0,1081.0,986.0,2173.0
1699,19,64352,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,19,64352,76,170.0,170.0,176.0,170.0,170.0,128.0,273.0,401.0,168.0,111.0
1701,19,64352,77,50.0,50.0,56.0,50.0,50.0,36.0,58.0,94.0,59.0,47.0
1702,19,64352,78,4678.0,4672.0,4818.0,4678.0,4672.0,1628.0,3973.0,5601.0,4728.0,8383.0
1703,19,64352,79,56.0,56.0,56.0,56.0,56.0,24.0,16.0,40.0,80.0,104.0
1704,19,64352,80,126.0,126.0,136.0,126.0,126.0,64.0,111.0,175.0,97.0,233.0
1705,19,64352,144,138.0,138.0,140.0,138.0,138.0,16.0,105.0,121.0,96.0,334.0
1706,19,64378,74,1288.0,1288.0,294.0,284.0,284.0,364.0,674.0,1038.0,886.0,917.0
1707,19,64378,75,144.0,144.0,30.0,24.0,24.0,6.0,12.0,18.0,22.0,8.0
1708,19,64378,76,2048.0,2048.0,516.0,512.0,512.0,3335.0,2696.0,6031.0,1629.0,531.0
1709,19,64378,77,800.0,800.0,122.0,122.0,122.0,218.0,113.0,331.0,110.0,47.0
1710,19,64378,78,27168.0,27168.0,6874.0,6792.0,6792.0,15010.0,28232.0,43243.0,31541.0,33888.0
1711,19,64378,79,168.0,168.0,24.0,24.0,24.0,18.0,16.0,34.0,12.0,2.0
1712,19,64378,80,8160.0,8160.0,2072.0,2040.0,2040.0,7983.0,10887.0,18870.0,7605.0,6164.0
1713,19,64378,144,1144.0,1144.0,220.0,210.0,210.0,415.0,430.0,845.0,554.0,281.0
1714,19,64394,74,2880.0,2872.0,728.0,720.0,718.0,1102.0,2795.0,3898.0,3244.0,4378.0
1715,19,64394,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,19,64394,76,5568.0,5568.0,1420.0,1392.0,1392.0,11497.0,5515.0,17011.0,3263.0,1998.0
1717,19,64394,77,672.0,672.0,86.0,84.0,84.0,60.0,76.0,136.0,24.0,8.0
1718,19,64394,78,24240.0,24232.0,6144.0,6060.0,6058.0,15732.0,28833.0,44565.0,29295.0,23100.0
1719,19,64394,79,144.0,144.0,24.0,24.0,24.0,8.0,20.0,28.0,18.0,2.0
1720,19,64394,80,21184.0,21184.0,5386.0,5296.0,5296.0,26961.0,28048.0,55007.0,19033.0,10694.0
1721,19,64394,144,3272.0,3272.0,852.0,818.0,818.0,4971.0,3850.0,8821.0,2669.0,1598.0
1722,19,64436,74,2576.0,2576.0,676.0,644.0,644.0,992.0,3004.0,3997.0,2507.0,3801.0
1723,19,64436,75,301.0,301.0,44.0,43.0,43.0,0.0,28.0,28.0,28.0,30.0
1724,19,64436,76,4984.0,4984.0,1268.0,1246.0,1246.0,9250.0,5256.0,14505.0,3528.0,1903.0
1725,19,64436,77,2936.0,2936.0,740.0,734.0,734.0,2945.0,4044.0,6989.0,2627.0,2128.0
1726,19,64436,78,74368.0,74336.0,18772.0,18592.0,18584.0,42371.0,79665.0,122030.0,85161.0,90277.0
1727,19,64436,79,182.0,182.0,26.0,26.0,26.0,8.0,20.0,28.0,14.0,10.0
1728,19,64436,80,9072.0,9072.0,2328.0,2268.0,2268.0,8020.0,9751.0,17772.0,9887.0,8629.0
1729,19,64436,144,704.0,704.0,92.0,88.0,88.0,54.0,38.0,92.0,44.0,40.0
1730,19,64444,74,7944.0,7936.0,1992.0,1986.0,1984.0,6375.0,9086.0,15461.0,8314.0,8001.0
1731,19,64444,75,182.0,182.0,26.0,26.0,26.0,10.0,14.0,24.0,22.0,6.0
1732,19,64444,76,5840.0,5840.0,1500.0,1460.0,1460.0,13420.0,5621.0,19041.0,2521.0,1798.0
1733,19,64444,77,992.0,984.0,160.0,158.0,157.0,197.0,191.0,388.0,152.0,93.0
1734,19,64444,78,22608.0,22568.0,5736.0,5652.0,5642.0,18239.0,25626.0,43865.0,22843.0,23724.0
1735,19,64444,79,196.0,196.0,28.0,28.0,28.0,10.0,18.0,28.0,12.0,16.0
1736,19,64444,80,14848.0,14840.0,3792.0,3712.0,3710.0,28820.0,16724.0,45544.0,8985.0,4864.0
1737,19,64444,144,4528.0,4528.0,1148.0,1132.0,1132.0,8036.0,5258.0,13294.0,2577.0,2241.0
1738,19,64451,74,5048.0,5048.0,1276.0,1262.0,1262.0,2132.0,4933.0,7065.0,5670.0,7457.0
1739,19,64451,75,224.0,224.0,30.0,28.0,28.0,6.0,10.0,16.0,14.0,26.0
1740,19,64451,76,3512.0,3512.0,896.0,878.0,878.0,6883.0,3839.0,10722.0,2098.0,1229.0
1741,19,64451,77,1776.0,1776.0,448.0,444.0,444.0,2945.0,2384.0,5329.0,1118.0,656.0
1742,19,64451,78,165248.0,165224.0,41794.0,41312.0,41306.0,107085.0,183454.0,290547.0,181058.0,189387.0
1743,19,64451,79,294.0,294.0,44.0,42.0,42.0,14.0,18.0,32.0,36.0,16.0
1744,19,64451,80,8568.0,8544.0,2196.0,2142.0,2136.0,8383.0,9588.0,17971.0,8274.0,8027.0
1745,19,64451,144,992.0,992.0,190.0,178.0,178.0,276.0,287.0,563.0,282.0,223.0
1746,19,64469,74,1240.0,1240.0,258.0,253.0,253.0,155.0,440.0,595.0,620.0,809.0
1747,19,64469,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1748,19,64469,76,1048.0,1048.0,208.0,207.0,207.0,774.0,333.0,1106.0,275.0,275.0
1749,19,64469,77,1216.0,1216.0,236.0,236.0,236.0,707.0,519.0,1226.0,448.0,214.0
1750,19,64469,78,20648.0,20648.0,5302.0,5162.0,5162.0,10235.0,20139.0,30374.0,21869.0,30349.0
1751,19,64469,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,19,64469,80,2592.0,2592.0,676.0,648.0,648.0,2282.0,2900.0,5183.0,2441.0,2745.0
1753,19,64469,144,608.0,608.0,78.0,76.0,76.0,66.0,36.0,102.0,26.0,24.0
1754,19,64477,74,7665.0,7665.0,2220.0,2190.0,2190.0,362.0,2476.0,2837.0,6890.0,20932.0
1755,19,64477,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756,19,64477,76,182.0,182.0,26.0,26.0,26.0,8.0,12.0,20.0,20.0,12.0
