County Code,District Code,Subgroup ID,Total Tested At Entity Level,Total Tested with Scores,CAASPP Reported Enrollment,Students Tested,Total Standard Exceeeded,Total Standard Met,Total Standard Met and Above,Total Standard Nearly Met,Total Standard Not Met,Students with Scores
12,76802,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,76802,78,3892.0,3892.0,1150.0,1112.0,56.0,146.0,202.0,368.0,542.0,1112.0
12,76802,80,4571.0,4564.0,1332.0,1306.0,134.0,360.0,494.0,394.0,416.0,1304.0
12,76802,144,490.0,490.0,70.0,70.0,1.0,21.0,22.0,25.0,23.0,70.0
13,10132,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,10132,78,784.0,784.0,331.0,206.0,0.0,13.0,13.0,37.0,156.0,206.0
13,10132,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63073,74,350.0,350.0,50.0,50.0,0.0,10.0,10.0,16.0,24.0,50.0
13,63073,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63073,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63073,78,32627.0,32627.0,9406.0,9322.0,762.0,1984.0,2746.0,2928.0,3648.0,9322.0
13,63073,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63073,80,1533.0,1533.0,446.0,438.0,66.0,132.0,198.0,126.0,114.0,438.0
13,63073,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63081,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63081,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63081,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63081,78,1576.0,1576.0,1612.0,1576.0,190.0,424.0,614.0,400.0,562.0,1576.0
13,63081,80,140.0,140.0,144.0,140.0,36.0,34.0,70.0,22.0,48.0,140.0
13,63081,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63099,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63099,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63099,76,238.0,238.0,34.0,34.0,8.0,13.0,21.0,11.0,2.0,34.0
13,63099,78,75432.0,75408.0,19712.0,18858.0,1186.0,3124.0,4310.0,4991.0,9556.0,18852.0
13,63099,80,304.0,304.0,40.0,38.0,6.0,12.0,18.0,6.0,14.0,38.0
13,63107,74,192.0,192.0,34.0,32.0,2.0,5.0,7.0,6.0,19.0,32.0
13,63107,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63107,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63107,78,8472.0,8472.0,2140.0,2118.0,260.0,486.0,746.0,622.0,750.0,2118.0
13,63107,80,752.0,752.0,96.0,94.0,19.0,17.0,36.0,22.0,36.0,94.0
13,63107,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63115,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63115,76,48.0,48.0,48.0,48.0,28.0,16.0,44.0,4.0,0.0,48.0
13,63115,78,5184.0,5160.0,3552.0,3454.0,507.0,949.0,1456.0,864.0,1134.0,3438.0
13,63115,80,128.0,128.0,128.0,128.0,34.0,46.0,80.0,16.0,32.0,128.0
13,63115,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63123,74,504.0,497.0,72.0,72.0,5.0,9.0,14.0,22.0,36.0,71.0
13,63123,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63123,76,210.0,210.0,30.0,30.0,7.0,12.0,19.0,8.0,3.0,30.0
13,63123,78,41664.0,41545.0,12206.0,11904.0,1300.0,2869.0,4170.0,3524.0,4207.0,11870.0
13,63123,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63123,80,1365.0,1351.0,372.0,370.0,95.0,130.0,225.0,76.0,67.0,366.0
13,63123,144,168.0,168.0,24.0,24.0,5.0,9.0,14.0,3.0,7.0,24.0
13,63131,78,10717.0,10647.0,3092.0,3062.0,514.0,1024.0,1538.0,852.0,669.0,3042.0
13,63131,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63131,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63149,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63149,78,11648.0,11632.0,2968.0,2912.0,436.0,806.0,1243.0,872.0,794.0,2908.0
13,63149,80,1248.0,1248.0,254.0,246.0,73.0,89.0,162.0,46.0,38.0,246.0
13,63149,144,154.0,154.0,22.0,22.0,5.0,7.0,12.0,6.0,4.0,22.0
13,63164,74,368.0,368.0,47.0,46.0,0.0,17.0,17.0,19.0,10.0,46.0
13,63164,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63164,76,156.0,156.0,26.0,26.0,10.0,8.0,18.0,6.0,2.0,26.0
13,63164,77,294.0,294.0,42.0,42.0,10.0,19.0,29.0,11.0,2.0,42.0
13,63164,78,28784.0,28784.0,7246.0,7196.0,990.0,2226.0,3216.0,2418.0,1562.0,7196.0
13,63164,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63164,80,4480.0,4480.0,1124.0,1120.0,292.0,368.0,660.0,294.0,166.0,1120.0
13,63164,144,272.0,272.0,34.0,34.0,12.0,7.0,19.0,8.0,7.0,34.0
13,63172,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63172,78,518.0,518.0,78.0,74.0,9.0,27.0,36.0,25.0,13.0,74.0
13,63172,80,672.0,672.0,126.0,118.0,32.0,41.0,73.0,33.0,12.0,118.0
13,63172,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63180,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63180,76,371.0,371.0,56.0,53.0,37.0,13.0,50.0,2.0,1.0,53.0
13,63180,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63180,78,10626.0,10626.0,3060.0,3036.0,664.0,1128.0,1792.0,820.0,424.0,3036.0
13,63180,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63180,80,1470.0,1470.0,432.0,420.0,160.0,164.0,324.0,76.0,20.0,420.0
13,63180,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63198,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63198,78,3871.0,3871.0,1140.0,1106.0,80.0,214.0,294.0,310.0,502.0,1106.0
13,63198,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63198,80,518.0,518.0,116.0,96.0,26.0,26.0,52.0,13.0,31.0,96.0
13,63198,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63206,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63206,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63206,78,448.0,448.0,64.0,64.0,7.0,17.0,24.0,26.0,14.0,64.0
13,63206,80,294.0,294.0,42.0,42.0,8.0,17.0,25.0,10.0,7.0,42.0
13,63206,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63214,75,3088.0,3080.0,816.0,772.0,36.0,92.0,128.0,198.0,445.0,770.0
13,63214,78,2696.0,2696.0,712.0,674.0,22.0,90.0,112.0,176.0,386.0,674.0
13,63214,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63214,144,160.0,160.0,32.0,32.0,0.0,5.0,5.0,8.0,19.0,32.0
13,63222,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63222,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63222,78,2541.0,2541.0,728.0,726.0,74.0,164.0,238.0,212.0,276.0,726.0
13,63222,80,168.0,168.0,26.0,24.0,7.0,10.0,17.0,5.0,2.0,24.0
13,63222,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63230,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,63230,78,3185.0,3185.0,936.0,910.0,32.0,188.0,220.0,272.0,418.0,910.0
13,63230,80,224.0,224.0,32.0,32.0,1.0,6.0,7.0,15.0,10.0,32.0
14,10140,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,10140,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,10140,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,10140,78,279.0,276.0,1370.0,184.0,0.0,6.0,6.0,22.0,156.0,182.0
14,10140,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,10140,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,63248,75,608.0,608.0,82.0,76.0,0.0,9.0,9.0,24.0,43.0,76.0
14,63248,78,344.0,344.0,44.0,43.0,0.0,8.0,8.0,17.0,18.0,43.0
14,63248,80,400.0,400.0,52.0,50.0,6.0,10.0,16.0,16.0,18.0,50.0
14,63248,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,63271,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,63271,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,63271,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,63271,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,63289,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,63289,75,432.0,432.0,56.0,54.0,7.0,16.0,23.0,18.0,13.0,54.0
14,63289,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,63289,78,1312.0,1312.0,304.0,298.0,8.0,63.0,71.0,109.0,118.0,298.0
14,63289,80,616.0,616.0,80.0,77.0,10.0,23.0,33.0,24.0,20.0,77.0
14,63289,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,63297,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,63297,78,322.0,322.0,46.0,46.0,0.0,8.0,8.0,11.0,27.0,46.0
14,63297,80,400.0,400.0,52.0,50.0,8.0,8.0,16.0,19.0,15.0,50.0
14,63305,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,63305,78,224.0,224.0,34.0,32.0,8.0,8.0,16.0,11.0,5.0,32.0
14,63305,80,798.0,798.0,170.0,164.0,64.0,43.0,107.0,42.0,15.0,164.0
14,63305,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,76687,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,76687,75,2432.0,2432.0,664.0,608.0,42.0,84.0,126.0,198.0,284.0,608.0
14,76687,76,182.0,182.0,26.0,26.0,3.0,14.0,17.0,9.0,0.0,26.0
14,76687,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,76687,78,5672.0,5672.0,1476.0,1418.0,82.0,238.0,320.0,388.0,710.0,1418.0
14,76687,80,6000.0,6000.0,1560.0,1500.0,378.0,456.0,834.0,372.0,294.0,1500.0
14,76687,144,736.0,736.0,118.0,114.0,17.0,41.0,58.0,23.0,33.0,114.0
15,10157,74,2176.0,2168.0,590.0,516.0,0.0,14.0,14.0,58.0,444.0,514.0
15,10157,75,182.0,182.0,31.0,26.0,0.0,6.0,6.0,6.0,14.0,26.0
15,10157,76,110.0,110.0,22.0,22.0,0.0,6.0,6.0,5.0,11.0,22.0
15,10157,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,10157,78,9976.0,9824.0,2860.0,2494.0,50.0,215.0,267.0,324.0,1901.0,2456.0
15,10157,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,10157,80,9040.0,8960.0,2564.0,2260.0,172.0,358.0,533.0,493.0,1233.0,2240.0
15,10157,144,456.0,456.0,68.0,57.0,12.0,14.0,26.0,12.0,19.0,57.0
15,63313,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63313,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63313,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63313,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63313,78,26145.0,26138.0,7510.0,7470.0,510.0,1336.0,1846.0,1990.0,3633.0,7468.0
15,63313,80,826.0,826.0,198.0,198.0,17.0,48.0,65.0,38.0,95.0,198.0
15,63313,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63321,74,20447.0,20412.0,6086.0,5842.0,296.0,681.0,977.0,1370.0,3495.0,5832.0
15,63321,75,1323.0,1316.0,392.0,378.0,32.0,56.0,88.0,88.0,202.0,376.0
15,63321,76,2170.0,2170.0,644.0,620.0,136.0,130.0,266.0,154.0,200.0,620.0
15,63321,77,1022.0,1022.0,258.0,258.0,87.0,60.0,147.0,49.0,62.0,258.0
15,63321,78,213535.0,213045.0,62106.0,61010.0,5172.0,11593.0,16768.0,16295.0,27945.0,60870.0
15,63321,79,336.0,329.0,48.0,48.0,5.0,8.0,13.0,10.0,25.0,47.0
15,63321,80,23905.0,23849.0,7042.0,6830.0,1434.0,1656.0,3092.0,1630.0,2108.0,6814.0
15,63321,144,3738.0,3724.0,1108.0,1068.0,158.0,235.0,393.0,260.0,413.0,1064.0
15,63339,74,420.0,420.0,66.0,60.0,1.0,6.0,7.0,18.0,35.0,60.0
15,63339,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63339,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63339,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63339,78,6587.0,6587.0,1892.0,1882.0,88.0,370.0,458.0,580.0,844.0,1882.0
15,63339,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63339,80,7931.0,7924.0,2288.0,2266.0,184.0,430.0,614.0,602.0,1048.0,2264.0
15,63339,144,518.0,518.0,104.0,100.0,11.0,25.0,36.0,25.0,39.0,100.0
15,63347,78,322.0,322.0,46.0,46.0,6.0,14.0,20.0,15.0,11.0,46.0
15,63354,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63354,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63362,74,15134.0,15120.0,4372.0,4324.0,306.0,742.0,1048.0,1178.0,2096.0,4320.0
15,63362,75,546.0,546.0,108.0,106.0,8.0,33.0,41.0,36.0,29.0,106.0
15,63362,76,13531.0,13531.0,3914.0,3866.0,1416.0,1086.0,2502.0,824.0,540.0,3866.0
15,63362,77,1638.0,1638.0,468.0,468.0,160.0,164.0,324.0,94.0,50.0,468.0
15,63362,78,92806.0,92778.0,26760.0,26516.0,2869.0,6575.0,9444.0,7826.0,9247.0,26508.0
15,63362,79,945.0,938.0,216.0,215.0,33.0,67.0,101.0,78.0,36.0,214.0
15,63362,80,33992.0,33985.0,9900.0,9712.0,2160.0,2862.0,5024.0,2480.0,2208.0,9710.0
15,63362,144,2037.0,2037.0,596.0,582.0,120.0,174.0,294.0,154.0,134.0,582.0
15,63370,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63370,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63370,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63370,78,2989.0,2989.0,878.0,854.0,36.0,96.0,132.0,306.0,416.0,854.0
15,63370,80,266.0,266.0,38.0,38.0,2.0,11.0,13.0,9.0,16.0,38.0
15,63370,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63388,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63388,80,392.0,392.0,58.0,56.0,8.0,12.0,20.0,13.0,23.0,56.0
15,63388,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63404,74,210.0,210.0,30.0,30.0,2.0,7.0,9.0,8.0,13.0,30.0
15,63404,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63404,76,406.0,406.0,58.0,58.0,18.0,16.0,34.0,14.0,10.0,58.0
15,63404,77,6692.0,6692.0,1936.0,1912.0,478.0,560.0,1038.0,442.0,432.0,1912.0
15,63404,78,58555.0,58548.0,16856.0,16730.0,1258.0,3258.0,4516.0,4474.0,7738.0,16728.0
15,63404,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63404,80,1022.0,1022.0,280.0,278.0,29.0,36.0,65.0,75.0,138.0,278.0
15,63404,144,364.0,364.0,52.0,52.0,11.0,14.0,25.0,10.0,17.0,52.0
15,63412,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63412,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63412,77,436.0,436.0,440.0,436.0,144.0,134.0,278.0,72.0,86.0,436.0
15,63412,78,3412.0,3410.0,3428.0,3412.0,624.0,944.0,1570.0,846.0,996.0,3410.0
15,63412,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63412,80,48.0,48.0,48.0,48.0,10.0,8.0,18.0,10.0,20.0,48.0
15,63412,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63420,78,1981.0,1981.0,568.0,566.0,14.0,100.0,114.0,138.0,314.0,566.0
15,63420,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63438,74,140.0,140.0,28.0,28.0,2.0,0.0,2.0,1.0,25.0,28.0
15,63438,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63438,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63438,78,8085.0,8078.0,2340.0,2310.0,214.0,508.0,722.0,600.0,987.0,2308.0
15,63438,80,1057.0,1057.0,284.0,266.0,23.0,35.0,58.0,75.0,133.0,266.0
15,63438,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63446,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63446,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63446,78,198.0,198.0,34.0,33.0,2.0,6.0,8.0,7.0,18.0,33.0
15,63446,80,1414.0,1414.0,404.0,404.0,22.0,78.0,100.0,112.0,192.0,404.0
15,63446,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63461,74,826.0,819.0,174.0,168.0,10.0,15.0,25.0,27.0,116.0,167.0
15,63461,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63461,76,448.0,448.0,86.0,86.0,7.0,7.0,14.0,18.0,54.0,86.0
15,63461,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63461,78,21245.0,21231.0,6120.0,6070.0,326.0,1022.0,1348.0,1624.0,3096.0,6066.0
15,63461,80,1260.0,1260.0,360.0,360.0,24.0,56.0,80.0,82.0,198.0,360.0
15,63461,144,110.0,110.0,22.0,22.0,2.0,3.0,5.0,8.0,9.0,22.0
15,63479,74,784.0,784.0,170.0,168.0,20.0,57.0,77.0,52.0,39.0,168.0
15,63479,75,216.0,216.0,36.0,36.0,4.0,16.0,20.0,8.0,8.0,36.0
15,63479,76,812.0,812.0,182.0,182.0,91.0,38.0,129.0,35.0,18.0,182.0
15,63479,77,525.0,525.0,76.0,75.0,45.0,19.0,64.0,5.0,6.0,75.0
15,63479,78,11676.0,11676.0,3348.0,3336.0,600.0,974.0,1574.0,960.0,802.0,3336.0
15,63479,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63479,80,13986.0,13986.0,4024.0,3996.0,1018.0,1254.0,2272.0,994.0,730.0,3996.0
15,63479,144,1435.0,1435.0,420.0,410.0,94.0,120.0,214.0,100.0,96.0,410.0
15,63487,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63487,78,1106.0,1106.0,309.0,306.0,53.0,80.0,133.0,95.0,78.0,306.0
15,63487,80,132.0,132.0,22.0,22.0,2.0,5.0,7.0,7.0,8.0,22.0
15,63503,74,5887.0,5887.0,1698.0,1682.0,114.0,318.0,432.0,480.0,770.0,1682.0
15,63503,75,336.0,336.0,48.0,48.0,4.0,12.0,16.0,22.0,10.0,48.0
15,63503,76,1652.0,1652.0,492.0,472.0,94.0,112.0,206.0,138.0,128.0,472.0
15,63503,77,350.0,350.0,50.0,50.0,8.0,13.0,21.0,13.0,16.0,50.0
15,63503,78,69412.0,69342.0,19992.0,19832.0,2398.0,5123.0,7520.0,6045.0,6263.0,19812.0
15,63503,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63503,80,5509.0,5509.0,1610.0,1574.0,194.0,440.0,634.0,452.0,488.0,1574.0
15,63503,144,896.0,896.0,220.0,216.0,26.0,57.0,83.0,85.0,48.0,216.0
15,63529,74,1828.0,1820.0,1906.0,1828.0,126.0,316.0,442.0,412.0,974.0,1820.0
15,63529,75,212.0,212.0,224.0,212.0,28.0,56.0,84.0,50.0,78.0,212.0
15,63529,76,996.0,994.0,1004.0,996.0,336.0,226.0,562.0,192.0,240.0,994.0
15,63529,77,554.0,554.0,556.0,554.0,188.0,188.0,376.0,108.0,70.0,554.0
15,63529,78,23142.0,22998.0,23910.0,23142.0,2102.0,5364.0,7464.0,5726.0,9952.0,22998.0
15,63529,79,72.0,72.0,72.0,72.0,6.0,20.0,26.0,16.0,30.0,72.0
15,63529,80,7276.0,7180.0,7672.0,7276.0,1412.0,1934.0,3346.0,1670.0,2260.0,7180.0
15,63529,144,490.0,482.0,508.0,490.0,124.0,124.0,248.0,128.0,114.0,482.0
15,63545,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63545,75,252.0,252.0,36.0,36.0,2.0,3.0,5.0,10.0,21.0,36.0
15,63545,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63545,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63545,78,1372.0,1372.0,382.0,382.0,38.0,64.0,102.0,118.0,162.0,382.0
15,63545,80,6216.0,6216.0,1818.0,1776.0,134.0,322.0,456.0,514.0,806.0,1776.0
15,63545,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63552,74,868.0,868.0,206.0,200.0,14.0,35.0,49.0,48.0,103.0,200.0
15,63552,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63552,76,777.0,777.0,171.0,168.0,39.0,34.0,73.0,35.0,60.0,168.0
15,63552,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63552,78,7539.0,7539.0,2170.0,2154.0,218.0,506.0,724.0,652.0,778.0,2154.0
15,63552,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63552,80,2926.0,2926.0,848.0,836.0,106.0,194.0,300.0,274.0,262.0,836.0
15,63552,144,420.0,420.0,60.0,60.0,5.0,16.0,21.0,23.0,16.0,60.0
15,63560,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63560,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63560,78,26229.0,26166.0,7586.0,7494.0,442.0,1336.0,1779.0,2041.0,3673.0,7476.0
15,63560,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63560,80,364.0,364.0,56.0,52.0,2.0,12.0,14.0,17.0,21.0,52.0
15,63560,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63578,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63578,76,329.0,329.0,48.0,47.0,1.0,7.0,8.0,12.0,27.0,47.0
15,63578,78,28833.0,28826.0,8296.0,8238.0,570.0,1484.0,2054.0,2262.0,3922.0,8236.0
15,63578,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63578,80,1323.0,1323.0,388.0,378.0,54.0,84.0,138.0,90.0,150.0,378.0
15,63578,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63586,80,196.0,196.0,32.0,28.0,3.0,2.0,5.0,13.0,10.0,28.0
15,63594,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63594,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63594,78,4928.0,4928.0,1428.0,1408.0,30.0,168.0,198.0,340.0,870.0,1408.0
15,63610,78,1596.0,1596.0,460.0,456.0,32.0,84.0,116.0,142.0,198.0,456.0
15,63610,80,952.0,952.0,198.0,198.0,23.0,52.0,75.0,68.0,55.0,198.0
15,63628,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63628,78,920.0,920.0,139.0,139.0,2.0,12.0,14.0,32.0,93.0,139.0
15,63628,80,1576.0,1576.0,382.0,378.0,6.0,28.0,34.0,127.0,217.0,378.0
15,63628,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63651,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63651,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63651,80,644.0,644.0,92.0,92.0,22.0,18.0,40.0,28.0,24.0,92.0
15,63651,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63669,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63669,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63669,80,665.0,665.0,120.0,119.0,21.0,34.0,55.0,39.0,25.0,119.0
15,63669,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63677,74,6608.0,6600.0,1700.0,1652.0,30.0,136.0,166.0,268.0,1217.0,1650.0
15,63677,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63677,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
