County Code,District Code,Subgroup ID,Test Id,Total Tested At Entity Level,Total Tested with Scores,CAASPP Reported Enrollment,Students Tested,Total Standard Exceeded,Mean Scale Score,Total Standard Met,Total Standard Nearly Met,Total Standard Not Met,Students with Scores,Total Standard Met and Above
12,63032,1,1,2044.0,2044.0,598.0,584.0,92.0,14987.099999999999,178.0,116.0,198.0,584.0,270.0
12,63032,1,2,2044.0,2044.0,600.0,584.0,52.0,14874.800000000001,124.0,166.0,242.0,584.0,176.0
12,63040,1,1,3224.0,3216.0,846.0,806.0,96.0,17434.1,212.0,232.0,264.0,804.0,308.0
12,63040,1,2,3200.0,3192.0,846.0,800.0,90.0,17463.7,158.0,274.0,276.0,798.0,248.0
12,63057,1,1,910.0,903.0,266.0,260.0,50.0,15016.699999999999,70.0,82.0,56.0,258.0,121.0
12,63057,1,2,896.0,896.0,266.0,256.0,46.0,15100.5,64.0,104.0,42.0,256.0,110.0
12,75374,1,1,2208.0,2208.0,556.0,552.0,68.0,17528.2,174.0,156.0,154.0,552.0,242.0
12,75374,1,2,2200.0,2200.0,556.0,550.0,48.0,17467.2,132.0,182.0,188.0,550.0,180.0
12,75382,1,1,2728.0,2608.0,724.0,682.0,141.0,17550.399999999998,190.0,167.0,180.0,652.0,332.0
12,75382,1,2,2712.0,2608.0,724.0,678.0,97.0,17401.9,124.0,182.0,271.0,652.0,222.0
12,75515,1,1,15352.0,15312.0,3972.0,3838.0,404.0,17370.300000000003,966.0,958.0,1507.0,3828.0,1372.0
12,75515,1,2,15264.0,15264.0,3972.0,3816.0,346.0,17308.7,590.0,1146.0,1734.0,3816.0,936.0
12,76802,1,1,4711.0,4704.0,1382.0,1346.0,104.0,14840.3,336.0,422.0,482.0,1344.0,440.0
12,76802,1,2,4690.0,4690.0,1380.0,1340.0,92.0,14809.4,236.0,438.0,574.0,1340.0,328.0
13,10132,1,1,448.0,448.0,184.0,124.0,0.0,4908.9,15.0,32.0,77.0,124.0,15.0
13,10132,1,2,364.0,364.0,181.0,100.0,0.0,4819.1,0.0,5.0,95.0,100.0,0.0
13,63073,1,1,17283.0,17283.0,5016.0,4938.0,472.0,14867.6,1282.0,1492.0,1692.0,4938.0,1754.0
13,63073,1,2,17486.0,17486.0,5016.0,4996.0,382.0,14798.3,874.0,1612.0,2128.0,4996.0,1256.0
13,63081,1,1,872.0,872.0,898.0,872.0,176.0,2589.6,316.0,194.0,186.0,872.0,492.0
13,63081,1,2,880.0,880.0,898.0,880.0,58.0,2534.7,154.0,230.0,438.0,880.0,212.0
13,63099,1,1,37400.0,37376.0,9958.0,9350.0,712.0,17206.9,1887.0,2345.0,4404.0,9344.0,2600.0
13,63099,1,2,38672.0,38672.0,9958.0,9668.0,502.0,17178.7,1290.0,2682.0,5194.0,9668.0,1792.0
13,63107,1,1,4776.0,4776.0,1216.0,1194.0,182.0,17553.9,340.0,328.0,344.0,1194.0,522.0
13,63107,1,2,4832.0,4832.0,1216.0,1208.0,122.0,17379.399999999998,198.0,368.0,520.0,1208.0,320.0
13,63115,1,1,2748.0,2724.0,1871.0,1831.0,457.0,2603.8,656.0,460.0,258.0,1815.0,1113.0
13,63115,1,2,2724.0,2724.0,1873.0,1815.0,114.0,2548.2,357.0,428.0,916.0,1815.0,471.0
13,63123,1,1,21966.0,21924.0,6474.0,6276.0,761.0,14897.999999999998,1805.0,1641.0,2067.0,6264.0,2565.0
13,63123,1,2,22239.0,22141.0,6472.0,6354.0,691.0,14864.5,1278.0,2052.0,2334.0,6326.0,1969.0
13,63131,1,1,5362.0,5362.0,1558.0,1532.0,292.0,15083.199999999999,564.0,364.0,312.0,1532.0,856.0
13,63131,1,2,5439.0,5369.0,1558.0,1554.0,228.0,15040.0,470.0,492.0,361.0,1534.0,698.0
13,63149,1,1,6480.0,6472.0,1670.0,1620.0,288.0,17629.6,542.0,410.0,378.0,1618.0,832.0
13,63149,1,2,6608.0,6600.0,1670.0,1652.0,250.0,17569.8,392.0,532.0,476.0,1650.0,642.0
13,63164,1,1,17248.0,17248.0,4344.0,4312.0,724.0,17681.7,1610.0,1178.0,800.0,4312.0,2334.0
13,63164,1,2,17296.0,17296.0,4348.0,4324.0,622.0,17624.100000000002,1094.0,1634.0,974.0,4324.0,1716.0
13,63172,1,1,616.0,616.0,186.0,176.0,30.0,15123.7,70.0,52.0,24.0,176.0,100.0
13,63172,1,2,616.0,616.0,186.0,176.0,44.0,15221.2,56.0,56.0,20.0,176.0,100.0
13,63180,1,1,6244.0,6244.0,1818.0,1784.0,418.0,15190.2,726.0,404.0,236.0,1784.0,1144.0
13,63180,1,2,6335.0,6335.0,1818.0,1810.0,488.0,15249.8,606.0,506.0,210.0,1810.0,1094.0
