School Name,School Name [Public School] 201617,Agency Name,Agency ID,County Number,American Indian/Alaska Native,Asian or Asian/Pacific Islander,Hispanic,Black,White,Hawaiian Nat./Pacific Isl.,Two or More Races,FullTime Equivalent (FTE) Teachers,Pupil/Teacher Ratio ,Total Students All Grades (Includes AE)
WILLITS CHARTER,Willits Charter,Willits Unified,642560,6045,12,1,16,1,84,,7,5.75,21.04,121
WILLITS ELEMENTARY CHARTER,Willits Elementary Charter,Willits Unified,642560,6045,7,3,29,,95,,10,7.5,19.2,144
WILLITS HIGH,Willits High,Willits Unified,642560,6045,22,7,132,3,226,2,19,22.1,18.6,411
WILLMA CAVITT JUNIOR HIGH,Willma Cavitt Junior High,Eureka Union,613080,6061,3,36,26,5,303,,25,17.17,23.18,398
WILLMORE ELEMENTARY,Willmore Elementary,Westminster,642150,6059,2,91,203,2,9,6,2,13.4,23.51,315
WILLOW COMMUNITY DAY,Willow Community Day,Tracy Joint Unified,600047,6077,,3,15,1,8,1,1,2,14.5,29
WILLOW COVE ELEMENTARY,Willow Cove Elementary,Pittsburg Unified,630600,6013,2,35,552,60,16,2,28,31,22.42,695
WILLOW CREEK ACADEMY,Willow Creek Academy,Sausalito Marin City,636000,6041,2,40,106,37,168,,43,16,24.75,396
WILLOW CREEK ELEMENTARY,Willow Creek Elementary,Willow Creek Elementary,642600,6093,3,,2,,25,,9,2.1,18.57,39
WILLOW ELEMENTARY,Willow Elementary,Las Virgenes Unified,621000,6037,,61,54,7,455,,18,23.9,24.9,595
WILLOW ELEMENTARY,Willow Elementary,Charter Oak Unified,608190,6037,1,25,239,11,79,5,12,16,23.25,372
WILLOW ELEMENTARY,Willow Elementary,ABC Unified,601620,6037,,49,336,33,4,5,6,17,25.47,433
WILLOW ELEMENTARY,Willow Elementary,Los Angeles Unified,622710,6037,2,,557,2,6,,3,23,24.78,570
WILLOW ELEMENTARY,Willow Elementary,San Ysidro Elementary,635220,6073,,3,1065,1,2,,3,40.5,26.52,1074
WILLOW GLEN ELEMENTARY,Willow Glen Elementary,Visalia Unified,641160,6107,6,29,407,6,124,1,15,22,26.73,588
WILLOW GLEN ELEMENTARY,Willow Glen Elementary,San Jose Unified,634590,6085,4,34,409,7,284,2,51,30.13,26.25,791
WILLOW GLEN HIGH,Willow Glen High,San Jose Unified,634590,6085,11,134,885,71,568,6,36,78.23,21.87,1711
WILLOW GLEN MIDDLE,Willow Glen Middle,San Jose Unified,634590,6085,3,89,575,35,481,3,81,57.6,22,1267
WILLOW GROVE ELEMENTARY,Willow Grove Elementary,Willow Grove Union Elementary,642630,6069,0,0,18,0,1,0,0,2.5,7.6,19
WILLOW GROVE ELEMENTARY,Willow Grove Elementary,Poway Unified,631530,6073,2,192,82,3,404,3,70,29.4,25.71,756
WILLOW HIGH,Willow High,John Swett Unified,618990,6013,0,2,17,14,14,1,7,2.8,19.64,55
WILLOW OAKS ELEMENTARY,Willow Oaks Elementary,Ravenswood City Elementary,631860,6081,,6,538,19,3,29,7,27,22.3,602
WILLOWBROOK MIDDLE,Willowbrook Middle,Compton Unified,609620,6037,,,165,75,,,2,9.5,25.47,242
WILLOWS COMMUNITY HIGH,Willows Community High,Willows Unified,642710,6021,1,0,10,0,7,0,1,1.34,14.18,19
WILLOWS HIGH,Willows High,Willows Unified,642710,6021,9,25,212,2,200,3,7,21.44,21.36,458
WILLOWS INTERMEDIATE,Willows Intermediate,Willows Unified,642710,6021,12,16,175,2,133,,6,13.73,25.05,344
WILMER AMINA CARTER HIGH,Wilmer Amina Carter High,Rialto Unified,632370,6071,9,46,1763,408,160,15,33,109.55,22.22,2434
WILMINGTON MID SCI TECH ENGR ARTS MATH (STEAM) MAGNET,Wilmington Mid Sci Tech Engr Arts Math (STEAM) Magnet,Los Angeles Unified,622710,6037,3,9,1319,20,27,9,6,61.01,22.83,1393
WILMINGTON PARK ELEMENTARY,Wilmington Park Elementary,Los Angeles Unified,622710,6037,,5,806,6,10,2,4,34,24.5,833
WILSHIRE CREST ELEMENTARY,Wilshire Crest Elementary,Los Angeles Unified,622710,6037,,5,88,64,17,,6,8,22.5,180
WILSHIRE PARK ELEMENTARY,Wilshire Park Elementary,Los Angeles Unified,622710,6037,,122,318,27,17,1,5,22,22.27,490
WILSON ALTERNATIVE,Wilson Alternative,Santa Clara Unified,635430,6085,1,25,134,6,57,4,7,11.2,20.89,234
WILSON C. RILES MIDDLE,Wilson C. Riles Middle,Center Joint Unified,607900,6061,7,76,157,75,296,4,24,28.8,22.19,639
WILSON ELEMENTARY,Wilson Elementary,San Bernardino City Unified,634170,6071,1,6,410,54,26,2,23,24,21.75,522
WILSON ELEMENTARY,Wilson Elementary,West Contra Costa Unified,632550,6013,,64,302,55,20,7,13,19,24.26,461
WILSON ELEMENTARY,Wilson Elementary,San Leandro Unified,634680,6001,,217,388,32,37,6,31,25.6,27.77,711
WILSON ELEMENTARY,Wilson Elementary,Wilmar Union Elementary,642750,6097,2,2,40,,179,2,8,11.4,20.44,233
WILSON ELEMENTARY,Wilson Elementary,Stockton Unified,638010,6077,21,20,233,48,44,,27,13.7,28.69,393
WILSON ELEMENTARY,Wilson Elementary,Dinuba Unified,600065,6107,,1,595,1,10,,,24,25.29,607
WILSON ELEMENTARY,Wilson Elementary,Tulare City,639870,6107,,5,448,14,37,,10,22,23.36,514
WILSON ELEMENTARY,Wilson Elementary,Fresno Unified,614550,6019,6,36,508,150,70,,26,34,23.41,796
WILSON ELEMENTARY,Wilson Elementary,Gridley Unified,600051,6007,,18,345,2,184,2,27,24,24.08,578
WILSON ELEMENTARY,Wilson Elementary,Sanger Unified,635250,6019,1,,399,1,7,,12,17,24.71,420
WILSON ELEMENTARY,Wilson Elementary,Lynwood Unified,623160,6037,1,2,670,18,15,,,32,22.06,706
WILSON ELEMENTARY,Wilson Elementary,San Gabriel Unified,634425,6037,,204,84,5,29,1,17,15,22.67,340
WILSON ELEMENTARY,Wilson Elementary,Santa Ana Unified,635310,6059,,4,646,1,1,,1,23,28.39,653
WILSON ELEMENTARY,Wilson Elementary,NewportMesa Unified,627240,6059,2,2,461,,3,,1,21,22.33,469
WILSON ELEMENTARY,Wilson Elementary,Modesto City Elementary,625130,6099,,8,167,5,68,1,28,12,23.08,277
WILSON HIGH,Wilson High,Long Beach Unified,622500,6037,9,324,2121,419,720,25,121,144.67,25.85,3739
WILSON JR. HIGH,Wilson Jr. High,El Centro Elementary,612030,6025,1,3,602,8,20,,7,25.5,25.14,641
WILSON MIDDLE,Wilson Middle,Chowchilla Elementary,608520,6039,3,10,320,6,152,,9,20.29,24.64,500
WILSON MIDDLE,Wilson Middle,San Diego Unified,634320,6073,,70,533,38,12,,17,34.6,19.36,670
WILSON MIDDLE,Wilson Middle,Exeter Unified,601423,6107,7,2,356,3,216,,14,25.2,23.73,598
WILSONA ACHIEVEMENT ACADEMY,Wilsona Achievement Academy,Wilsona Elementary,642810,6037,0,0,4,2,1,0,0,1,7,7
WILTON PLACE ELEMENTARY,Wilton Place Elementary,Los Angeles Unified,622710,6037,,221,358,21,51,1,10,30,22.07,662
WINCHELL ELEMENTARY,Winchell Elementary,Fresno Unified,614550,6019,4,50,644,12,17,1,1,28,26.04,729
WINCHESTER ELEMENTARY,Winchester Elementary,Hemet Unified,616920,6065,1,8,359,25,76,,11,20,24,480
WINDEMERE RANCH MIDDLE,Windemere Ranch Middle,San Ramon Valley Unified,635130,6013,,1057,39,14,114,1,67,50.6,25.53,1292
WINDMILL SPRINGS ELEMENTARY,Windmill Springs Elementary,FranklinMcKinley Elementary,614370,6085,1,242,196,12,9,3,7,21,22.38,470
WINDROWS ELEMENTARY,Windrows Elementary,Etiwanda Elementary,612960,6071,,49,298,33,195,1,30,25.5,23.76,606
WINDSOR CREEK ELEMENTARY,Windsor Creek Elementary,Windsor Unified,600034,6097,6,7,184,,171,,27,19,20.79,395
WINDSOR HIGH,Windsor High,Windsor Unified,600034,6097,24,33,751,17,862,10,14,80.26,21.32,1711
WINDSOR HILLS MATH SCIENCE,Windsor Hills Math Science,Los Angeles Unified,622710,6037,3,2,54,482,3,,11,23,24.13,555
WINDSOR MIDDLE,Windsor Middle,Windsor Unified,600034,6097,11,20,374,10,421,3,19,40.8,21.03,858
WINDSOR OAKS ACADEMY,Windsor Oaks Academy,Windsor Unified,600034,6097,2,,39,1,16,,1,7.5,7.87,59
WINFIELD ELEMENTARY,Winfield Elementary,Winton,642960,6047,2,26,401,8,32,,1,19,24.74,470
WING LANE ELEMENTARY,Wing Lane Elementary,Hacienda la Puente Unified,616325,6037,,14,286,3,4,,2,14,22.07,309
WINGLAND ELEMENTARY,Wingland Elementary,Standard Elementary,637890,6029,8,7,202,6,528,,25,35,22.17,776
WINIFRED PIFER ELEMENTARY,Winifred Pifer Elementary,Paso Robles Joint Unified,600048,6079,3,7,305,8,149,,14,18,27,486
WINNETKA AVENUE ELEMENTARY,Winnetka Avenue Elementary,Los Angeles Unified,622710,6037,,72,421,11,24,,8,24,22.33,536
WINSHIP COMMUNITY,Winship Community,WinshipRobbins,642900,6101,0,3,11,0,8,0,3,2.67,9.36,25
WINSHIP MIDDLE,Winship Middle,Eureka City Schools,600052,6023,25,35,79,6,156,8,34,14.24,24.09,343
WINSTON CHURCHILL MIDDLE,Winston Churchill Middle,San Juan Unified,634620,6067,8,254,142,69,477,8,43,40.35,24.81,1001
WINTER GARDENS ELEMENTARY,Winter Gardens Elementary,Lakeside Union Elementary,620790,6073,6,16,98,8,226,4,10,16,23,368
WINTER GARDENS ELEMENTARY,Winter Gardens Elementary,Montebello Unified,625470,6037,,1,605,,,,,26,23.31,606
WINTERS ELEMENTARY,Winters Elementary,Winters Joint Unified,642930,6113,,7,462,14,201,2,,29,23.66,686
WINTERS HIGH,Winters High,Winters Joint Unified,642930,6113,2,9,281,5,142,,3,20.58,21.48,442
WINTERS MIDDLE,Winters Middle,Winters Joint Unified,642930,6113,2,3,242,3,118,,3,18.19,20.4,371
WINTON MIDDLE,Winton Middle,Hayward Unified,616740,6001,3,49,368,52,18,11,4,22.59,22.36,505
WINTON MIDDLE,Winton Middle,Winton,642960,6047,3,28,535,4,35,,3,27.88,21.81,608
WISDOM ELEMENTARY,Wisdom Elementary,Los Angeles Unified,622710,6037,,2,832,81,18,,4,39,24.03,937
WISHON ELEMENTARY,Wishon Elementary,Fresno Unified,614550,6019,1,61,461,39,28,1,9,25,24,600
WITHROW ELEMENTARY,Withrow Elementary,Lake Elsinore Unified,600027,6065,2,10,562,23,159,1,30,30,26.23,787
WITTER RANCH ELEMENTARY,Witter Ranch Elementary,Natomas Unified,600036,6067,9,180,187,112,158,20,71,31.5,23.4,737
WITTMANN (HELEN) ELEMENTARY,Wittmann (Helen) Elementary,ABC Unified,601620,6037,3,337,135,44,32,1,17,21,27.1,569
WOLF CANYON ELEMENTARY,Wolf Canyon Elementary,Chula Vista Elementary,608610,6073,1,332,300,74,125,4,81,36,25.47,917
WOLFSKILL HIGH,Wolfskill High,Winters Joint Unified,642930,6113,,,30,1,6,,1,3.17,11.99,38
WOLTERS ELEMENTARY,Wolters Elementary,Fresno Unified,614550,6019,6,46,242,82,60,1,15,19,23.79,452
WONDERFUL COLLEGE PREP ACADEMY,Wonderful College Prep Academy,Kern County Office of Education,691012,6029,1,28,822,5,17,,6,38.61,22.77,879
WONDERLAND AVENUE ELEMENTARY,Wonderland Avenue Elementary,Los Angeles Unified,622710,6037,,108,16,16,353,,30,20,26.15,523
WOOD CANYON ELEMENTARY,Wood Canyon Elementary,Capistrano Unified,607440,6059,1,40,156,8,197,1,44,16,27.94,447
WOOD RANCH ELEMENTARY,Wood Ranch Elementary,Simi Valley Unified,636840,6111,,50,116,5,406,2,33,22,27.82,612
WOODBINE ELEMENTARY,Woodbine Elementary,Sacramento City Unified,633840,6067,2,70,125,48,11,14,19,11.7,24.7,289
WOODBRIDGE,Woodbridge,Lodi Unified,622230,6077,1,21,225,6,118,,15,17,22.71,386
WOODBRIDGE HIGH,Woodbridge High,Irvine Unified,684500,6059,7,988,263,59,1020,7,121,95.34,25.85,2465
WOODBURY ELEMENTARY,Woodbury Elementary,Garden Grove Unified,614880,6059,1,88,280,2,9,3,20,18,22.39,403
WOODBURY ELEMENTARY,Woodbury Elementary,Irvine Unified,684500,6059,2,615,143,24,269,1,109,37.5,31.01,1163
WOODCREEK HIGH,Woodcreek High,Roseville Joint Union High,633630,6061,9,210,356,61,1430,4,112,92.88,23.49,2182
WOODCREST ELEMENTARY,Woodcrest Elementary,Fullerton Elementary,614730,6059,6,14,362,6,15,1,15,17.11,24.49,419
WOODCREST ELEMENTARY,Woodcrest Elementary,Los Angeles Unified,622710,6037,1,1,576,267,6,2,11,35,24.69,864
WOODCREST ELEMENTARY,Woodcrest Elementary,Riverside Unified,633150,6065,2,26,294,32,296,1,15,26,25.62,666
WOODCREST JUNIOR HIGH,Woodcrest Junior High,Chino Valley Unified,608460,6071,,43,315,9,37,1,3,18.3,22.3,408
WOODLAKE COMMUNITY DAY,Woodlake Community Day,Woodlake Unified,601418,6107,,,13,,,,,1,13,13
WOODLAKE ELEMENTARY,Woodlake Elementary,Twin Rivers Unified,601332,6067,5,11,225,89,55,6,53,18,24.67,444
WOODLAKE ELEMENTARY COMMUNITY CHARTER,Woodlake Elementary Community Charter,Los Angeles Unified,622710,6037,,59,119,36,260,1,43,22,23.55,518
WOODLAKE HIGH,Woodlake High,Woodlake Unified,601418,6107,,5,548,3,71,,2,32.51,19.35,629
WOODLAKE VALLEY MIDDLE,Woodlake Valley Middle,Woodlake Unified,601418,6107,2,2,478,1,23,,3,25.3,20.12,509
WOODLAND ADULT EDUCATION,,,643080,,,,,,,,,,,
WOODLAND COMMUNITY DAY,Woodland Community Day,Woodland Joint Unified,643080,6113,0,0,2,1,0,0,0,1.2,2.5,3
WOODLAND ELEMENTARY,Woodland Elementary,NewportMesa Unified,627240,6059,,13,145,2,320,,52,23,23.13,532
WOODLAND ELEMENTARY,Woodland Elementary,Mariposa County Unified,623940,6043,23,3,55,,275,,45,16.85,23.8,401
WOODLAND HILLS ACADEMY,Woodland Hills Academy,Los Angeles Unified,622710,6037,2,59,570,59,123,,14,33.01,25.05,827
WOODLAND HILLS ELEMENTARY CHARTER FOR ENRICHED STUDIES,Woodland Hills Elementary Charter For Enriched Studies,Los Angeles Unified,622710,6037,,90,77,28,472,1,42,29,24.48,710
WOODLAND PARK MIDDLE,Woodland Park Middle,San Marcos Unified,634880,6073,6,106,655,39,558,7,1,56.8,24.15,1372
WOODLAND PRAIRIE ELEMENTARY,Woodland Prairie Elementary,Woodland Joint Unified,643080,6113,2,55,598,13,54,1,5,27,26.96,728
WOODLAND SENIOR HIGH,Woodland Senior High,Woodland Joint Unified,643080,6113,7,47,871,14,332,3,22,64.64,20.05,1296
WOODLAND STAR CHARTER,Woodland Star Charter,Sonoma Valley Unified,637200,6097,1,7,73,1,153,,11,11,22.36,246
WOODLAWN AVENUE ELEMENTARY,Woodlawn Avenue Elementary,Los Angeles Unified,622710,6037,,,718,,36,,1,35,21.57,755
WOODRIDGE ELEMENTARY,Woodridge Elementary,Twin Rivers Unified,601332,6067,5,54,202,135,102,6,44,20,27.4,548
WOODROW ELEMENTARY,Woodrow Elementary,Sylvan Union Elementary,638670,6099,2,20,182,27,116,3,43,11.42,34.41,393
WOODROW W. WALLACE ELEMENTARY,Woodrow W. Wallace Elementary,Kernville Union Elementary,619590,6029,21,3,79,7,308,,2,20.15,20.84,420
WOODROW WALLACE MIDDLE,Woodrow Wallace Middle,Kernville Union Elementary,619590,6029,8,2,45,3,274,,2,14.25,23.44,334
WOODROW WILSON ELEMENTARY,Woodrow Wilson Elementary,Colton Joint Unified,609390,6071,2,9,507,75,30,3,8,29,21.86,634
WOODROW WILSON ELEMENTARY,Woodrow Wilson Elementary,Jefferson Elementary,618870,6081,,136,203,8,12,2,10,16,23.19,371
WOODROW WILSON ELEMENTARY,Woodrow Wilson Elementary,Selma Unified,636270,6019,,11,370,,24,1,,15.68,25.89,406
WOODROW WILSON ELEMENTARY,Woodrow Wilson Elementary,CoronaNorco Unified,609850,6065,6,80,380,34,365,3,15,33,26.76,883
WOODROW WILSON JUNIOR HIGH,Woodrow Wilson Junior High,Hanford Elementary,616470,6031,3,20,407,23,103,,11,24.68,22.97,567
WOODROW WILSON MIDDLE,Woodrow Wilson Middle,Glendale Unified,615240,6037,3,121,225,15,807,,18,47.03,25.28,1189
WOODROW WILSON MIDDLE,Woodrow Wilson Middle,Pasadena Unified,629940,6037,,29,365,74,55,,13,19.6,27.35,536
WOODROW WILSON SENIOR HIGH,Woodrow Wilson Senior High,Los Angeles Unified,622710,6037,4,52,1406,25,22,2,6,75.01,20.22,1517
WOODS (HAROLD L.) ELEMENTARY,Woods (Harold L.) Elementary,Clovis Unified,609030,6019,,105,166,18,424,,26,26.08,28.34,739
WOODSBORO ELEMENTARY,Woodsboro Elementary,PlacentiaYorba Linda Unified,630660,6059,1,125,164,7,242,3,15,20,27.85,557
WOODSIDE ELEMENTARY,Woodside Elementary,Mt. Diablo Unified,626370,6013,1,46,141,5,130,2,42,18,20.39,367
WOODSIDE ELEMENTARY,Woodside Elementary,Woodside Elementary,643140,6081,,15,45,9,283,7,41,35.99,11.11,400
WOODSIDE HIGH,Woodside High,Sequoia Union High,636390,6081,6,70,935,36,680,16,47,103.5,17.29,1790
WOODSIDE K8,Woodside K8,San Juan Unified,634620,6067,3,10,141,13,322,2,18,20.92,24.33,509
WOODSON ELEMENTARY,Woodson Elementary,Corning Union Elementary,609780,6103,9,15,408,11,201,3,1,25,25.92,648
WOODVILLE ELEMENTARY,Woodville Elementary,Woodville Union Elementary,643170,6107,,1,426,,9,,,22,19.82,436
WOODWARD LEADERSHIP ACADEMY,Woodward Leadership Academy,San Bernardino City Unified,634170,6071,1,1,24,48,3,4,3,2.5,33.6,84
WOODWORTHMONROE K8 ACADEMY,Clyde Woodworth Elementary,Inglewood Unified,618390,6037,2,1,278,123,3,3,3,20,20.65,413
WORKMAN AVENUE ELEMENTARY,Workman Avenue Elementary,CovinaValley Unified,610050,6037,1,35,393,7,36,1,11,19.5,24.82,484
WORKMAN ELEMENTARY,Workman Elementary,Hacienda la Puente Unified,616325,6037,1,17,355,,6,1,,16,23.75,380
WORTHINGTON ELEMENTARY,Worthington Elementary,Inglewood Unified,618390,6037,11,1,369,35,2,6,3,19,22.47,427
WREN AVENUE ELEMENTARY,Wren Avenue Elementary,Mt. Diablo Unified,626370,6013,2,44,318,13,100,9,37,20,26.15,523
WRIGHT CHARTER,Wright Charter,Wright Elementary,643200,6097,3,41,337,19,126,1,2,21.93,24.12,529
WRIGHT ELEMENTARY,Wright Elementary,El Monte City,612090,6037,,198,663,3,4,,,35.84,24.22,868
WRIGHTWOOD ELEMENTARY,Wrightwood Elementary,Snowline Joint Unified,636970,6071,3,1,58,5,213,1,34,12,26.25,315
WSCUHSD COMMUNITY DAY,WSCUHSD Community Day,West Sonoma County Union High,602670,6097,0,0,0,0,0,0,0,,,0
WYANDOTTE ACADEMY,Wyandotte Academy,Oroville City Elementary,629100,6007,12,98,52,16,137,,44,16,22.44,359
YAMATO COLONY ELEMENTARY,Yamato Colony Elementary,Livingston Union,622170,6047,4,51,448,,17,2,2,23,22.78,524
YAV PEM SUAB ACADEMY  PREPARING FOR THE FUTURE CHARTER,Yav Pem Suab Academy  Preparing for the Future Charter,Sacramento City Unified,633840,6067,1,304,80,41,15,1,18,21,21.9,460
YBARRA ACADEMY FOR THE ARTS AND TECHNOLOGY,Ybarra Academy for the Arts and Technology,Rowland Unified,633750,6037,1,250,340,17,48,1,30,29.2,23.53,687
YELLEN LEARNING CENTER,Yellen Learning Center,Palmdale Elementary,629580,6037,1,,28,39,15,,2,11.33,7.5,85
YERBA BUENA ELEMENTARY,Yerba Buena Elementary,Las Virgenes Unified,621000,6037,1,62,55,8,276,1,13,18,23.11,416
YERBA BUENA HIGH,Yerba Buena High,East Side Union High,611820,6085,1,810,930,18,22,6,4,77.91,22.99,1791
YERMO ELEMENTARY,Yermo Elementary,Silver Valley Unified,636820,6071,3,4,164,16,159,,23,20,18.45,369
YES ACADEMY,YES Academy,Los Angeles Unified,622710,6037,,1,362,245,1,,3,28,21.86,612
YGNACIO VALLEY ELEMENTARY,Ygnacio Valley Elementary,Mt. Diablo Unified,626370,6013,,23,392,7,24,4,25,21,22.62,475
YGNACIO VALLEY HIGH,Ygnacio Valley High,Mt. Diablo Unified,626370,6013,6,83,895,65,152,8,37,61.7,20.19,1246
YICK WO ELEMENTARY,Yick Wo Elementary,San Francisco Unified,634410,6075,1,87,32,7,87,1,41,11.75,21.79,256
YNEZ ELEMENTARY,Ynez Elementary,Alhambra Unified,600153,6037,,691,174,2,13,1,11,35.25,25.3,892
YOKAYO ELEMENTARY,Yokayo Elementary,Ukiah Unified,640300,6045,14,6,234,5,242,,19,20,26,520
YOLO COUNTY ROP,Yolo County ROP,Yolo County ROP,600149,6113,0,0,0,0,0,0,0,,,0
YOLO COUNTY SPECIAL EDUCATION,Yolo County Special Education,Yolo County Office of Education,691049,6113,1,11,61,4,44,1,6,19,6.74,128
YOLO HIGH,Yolo High,Washington Unified,641580,6113,7,4,70,11,33,2,1,9.6,13.33,128
YOLO JUNIOR HIGH,Yolo Junior High,NewmanCrows Landing Unified,627200,6099,2,6,531,8,124,3,17,33,20.94,691
YORBA LINDA HIGH,Yorba Linda High,PlacentiaYorba Linda Unified,630660,6059,4,371,286,25,1032,3,53,66.31,26.75,1774
YORBA LINDA MIDDLE,Yorba Linda Middle,PlacentiaYorba Linda Unified,630660,6059,5,200,225,20,458,1,38,37.55,25.22,947
YORBA MIDDLE,Yorba Middle,Orange Unified,628650,6059,,11,506,3,41,1,3,25.7,21.98,565
YORBITA ELEMENTARY,Yorbita Elementary,Rowland Unified,633750,6037,,29,416,8,8,1,2,21,22.1,464
YORK,York,Hawthorne,616680,6037,2,8,501,87,6,8,3,27,22.78,615
YORKDALE ELEMENTARY,Yorkdale Elementary,Los Angeles Unified,622710,6037,2,12,255,,8,2,1,14,20,280
YOSEMITE FALLS EDUCATION CENTER,Yosemite Falls Education Center,Yosemite Unified,600160,6039,0,0,4,2,17,0,1,2,12,24
YOSEMITE HIGH,Yosemite High,Yosemite Unified,600160,6039,23,14,108,3,497,,45,31.24,22.09,690
YOSEMITE HIGH (CONTINUATION),Yosemite High (Continuation),Merced Union High,624660,6047,3,8,223,17,50,0,3,21,14.48,304
YOSEMITE MIDDLE,Yosemite Middle,Fresno Unified,614550,6019,1,66,565,27,15,1,2,30.85,21.94,677
YOSEMITE NATIONAL PARK EL PORTAL,Yosemite National Park El Portal,Mariposa County Unified,623940,6043,1,3,30,,51,,1,4,21.5,86
YOSEMITE NATIONAL PARK VALLEY ELEMENTARY,Yosemite National Park Valley Elementary,Mariposa County Unified,623940,6043,2,2,4,,19,,1,3,9.33,28
YOSEMITE PARK HIGH,Yosemite Park High,Mariposa County Unified,623940,6043,0,0,2,0,1,0,0,2,1.5,3
YOSEMITE ROP,Yosemite ROP,Yosemite ROP,600144,6099,0,0,0,0,0,0,0,,,0
YOSEMITEWAWONA ELEMENTARY CHARTER,YosemiteWawona Elementary Charter,Bass Lake Joint Union Elementary,604080,6043,0,0,2,0,16,0,3,1,21,21
YOUNG ADULT PROGRAM,Young Adult Program,Oakland Unified,628050,6001,,8,17,25,1,1,,,,52
YOUNG ADULT PROGRAM,Young Adult Program,Fremont Unified,614400,6001,0,13,3,3,13,0,1,3,11,33
YOUNG OAK KIM ACADEMY,Young Oak Kim Academy,Los Angeles Unified,622710,6037,2,49,839,23,7,1,1,32,28.81,922
YOUNTVILLE ELEMENTARY,Yountville Elementary,Napa Valley Unified,626640,6055,,1,38,,74,1,3,5,23.4,117
YOUTH OPPORTUNITIES UNLIMITED,Youth Opportunities Unlimited,Los Angeles Unified,622710,6037,1,1,203,95,2,,3,17,17.94,305
YOUTHBUILD CHARTER SCHOOL OF CALIFORNIA,YouthBuild Charter School of California,Inyo County Office of Education,691011,6037,6,9,1075,198,39,4,25,50.6,26.8,1356
YREKA COMMUNITY DAY,Yreka Community Day,Yreka Union Elementary,643380,6093,2,0,1,0,4,0,0,1,7,7
YREKA HIGH,Yreka High,Yreka Union High,643410,6093,34,8,90,4,407,,60,31.19,19.33,603
YREKA UNION HIGH COMMUNITY DAY,Yreka Union High Community Day,Yreka Union High,643410,6093,,,2,,5,,1,1.35,5.93,8
YSABEL BARNETT ELEMENTARY,Ysabel Barnett Elementary,Temecula Valley Unified,600028,6065,5,88,275,25,405,5,131,39,23.95,934
YSMAEL VILLEGAS MIDDLE,Ysmael Villegas Middle,Alvord Unified,602430,6065,4,126,859,68,274,6,25,54.1,25.18,1362
YU (ALICE FONG) ELEMENTARY,Yu (Alice Fong) Elementary,San Francisco Unified,634410,6075,5,401,31,39,30,2,81,22.87,25.75,589
YU MING CHARTER,Yu Ming Charter,Alameda County Office of Education,691051,6001,0,168,18,14,35,1,121,17.75,20.11,357
YUBA CITY CHARTER,Yuba City Charter,Yuba City Unified,643470,6101,2,10,119,5,94,1,10,15.44,15.61,241
YUBA CITY HIGH,Yuba City High,Yuba City Unified,643470,6101,16,193,891,37,531,10,82,90.61,19.42,1760
YUBA CITY INDEPENDENCE ACADEMY,Yuba City Independence Academy,Yuba City Unified,643470,6101,0,4,35,1,54,1,8,5.1,20.2,103
YUBA COUNTY CAREER PREPARATORY CHARTER,Yuba County Career Preparatory Charter,Yuba County Office of Education,691048,6115,15,0,89,5,130,1,33,7.87,34.69,273
