,Unnamed: 0,District Code,Agency Name,American Indian/Alaska Native,Black,Hispanic,White,Hawaiian Nat./Pacific Isl.,Two or More Races,Asian or Asian/Pacific Islander,Total Enrollment,Total Revenue,Revenue per student
928,939,65052.0,TEMPLE CITY UNIFIED,9.0,34.0,1227.0,508.0,7.0,180.0,3916.0,5881.0,53974000.0,9177.69
929,940,68841.0,TEMPLETON UNIFIED,14.0,11.0,512.0,1682.0,5.0,120.0,44.0,2388.0,16579000.0,6942.63
930,941,72199.0,TERRA BELLA UNION ELEMENTARY,2.0,3.0,875.0,24.0,0.0,2.0,8.0,914.0,11348000.0,12415.75
931,942,61549.0,THERMALITO UNION ELEMENTARY,66.0,32.0,196.0,647.0,6.0,125.0,421.0,1493.0,20512000.0,13738.78
932,943,72207.0,THREE RIVERS UNION ELEMENTARY,1.0,0.0,31.0,88.0,0.0,15.0,5.0,140.0,712000.0,5085.71
933,944,72215.0,TIPTON ELEMENTARY,1.0,3.0,509.0,12.0,0.0,33.0,6.0,564.0,6972000.0,12361.7
934,945,65060.0,TORRANCE UNIFIED,46.0,883.0,6949.0,5320.0,120.0,2121.0,8205.0,23644.0,202580000.0,8567.92
935,946,75499.0,TRACY JOINT UNIFIED,49.0,1033.0,8294.0,3603.0,157.0,609.0,2681.0,16426.0,152990000.0,9313.89
936,947,72223.0,TRAVER JOINT ELEMENTARY,0.0,0.0,200.0,9.0,0.0,1.0,6.0,216.0,2734000.0,12657.41
937,948,70565.0,TRAVIS UNIFIED,33.0,626.0,1297.0,2130.0,71.0,583.0,824.0,5564.0,57664000.0,10363.77
938,949,67561.0,TRES PINOS UNION ELEMENTARY,1.0,0.0,34.0,86.0,0.0,3.0,0.0,124.0,763000.0,6153.23
939,950,63057.0,TRINIDAD UNION ELEMENTARY,15.0,0.0,18.0,143.0,0.0,21.0,1.0,198.0,1748000.0,8828.28
940,951,76513.0,TRINITY ALPS UNIFIED,48.0,4.0,72.0,545.0,1.0,66.0,9.0,745.0,6942000.0,9318.12
941,952,71761.0,TRINITY CENTER ELEMENTARY,0.0,0.0,1.0,13.0,0.0,0.0,0.0,14.0,264000.0,18857.14
942,953,67892.0,TRONA JOINT UNIFIED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8846000.0,inf
943,954,72231.0,TULARE CITY,30.0,285.0,7411.0,1533.0,16.0,95.0,195.0,9565.0,111889000.0,11697.75
945,956,72249.0,TULARE JOINT UNION HIGH,34.0,175.0,4060.0,1071.0,9.0,53.0,84.0,5486.0,67894000.0,12375.87
946,957,73593.0,TULELAKE BASIN JOINT UNIFIED,1.0,2.0,345.0,92.0,0.0,9.0,0.0,449.0,5207000.0,11596.88
947,959,75739.0,TURLOCK UNIFIED,100.0,296.0,8018.0,4604.0,81.0,327.0,743.0,14169.0,150618000.0,10630.11
948,960,73643.0,TUSTIN UNIFIED,44.0,457.0,11275.0,6463.0,78.0,863.0,4949.0,24129.0,184181000.0,7633.18
949,961,72421.0,TWAIN HARTE,3.0,0.0,37.0,203.0,3.0,6.0,2.0,254.0,1579000.0,6216.54
950,962,70961.0,TWIN HILLS UNION ELEMENTARY,4.0,8.0,207.0,882.0,1.0,137.0,13.0,1252.0,9752000.0,7789.14
951,963,66415.0,TWIN RIDGES ELEMENTARY,0.0,0.0,13.0,62.0,0.0,20.0,0.0,95.0,932000.0,9810.53
952,964,76505.0,TWIN RIVERS UNIFIED,241.0,4454.0,13404.0,8778.0,454.0,1775.0,2873.0,31979.0,391863000.0,12253.76
953,965,70979.0,TWO ROCK UNION,0.0,1.0,73.0,75.0,3.0,13.0,1.0,166.0,2104000.0,12674.7
954,966,65615.0,UKIAH UNIFIED,370.0,58.0,3264.0,2599.0,8.0,186.0,94.0,6579.0,64863000.0,9859.1
955,967,69708.0,UNION ELEMENTARY,14.0,70.0,927.0,2749.0,16.0,554.0,1421.0,5751.0,31053000.0,5399.58
956,968,66407.0,UNION HILL ELEMENTARY,5.0,1.0,50.0,556.0,3.0,48.0,6.0,669.0,6364000.0,9512.71
957,969,65516.0,UNION JOINT ELEMENTARY,0.0,0.0,3.0,9.0,0.0,0.0,0.0,12.0,117000.0,9750.0
958,970,75069.0,UPLAND UNIFIED,48.0,895.0,6117.0,2868.0,32.0,293.0,775.0,11028.0,104691000.0,9493.2
959,971,76976.0,UPPER LAKE UNIFIED,84.0,7.0,257.0,438.0,0.0,38.0,10.0,834.0,9756000.0,11697.84
960,972,70573.0,VACAVILLE UNIFIED,85.0,780.0,4707.0,5478.0,90.0,1111.0,701.0,12952.0,114987000.0,8877.93
961,973,75242.0,VAL VERDE UNIFIED,76.0,2893.0,14876.0,1014.0,81.0,413.0,558.0,19911.0,430096000.0,21600.92
962,974,65078.0,VALLE LINDO ELEMENTARY,0.0,0.0,1054.0,10.0,0.0,1.0,52.0,1117.0,13347000.0,11948.97
963,975,61580.0,VALLECITO UNION,8.0,1.0,100.0,440.0,1.0,36.0,6.0,592.0,2210000.0,3733.11
964,976,68437.0,VALLECITOS ELEMENTARY,4.0,2.0,260.0,67.0,3.0,3.0,2.0,341.0,2614000.0,7665.69
965,977,70581.0,VALLEJO CITY UNIFIED,60.0,4069.0,5850.0,1090.0,304.0,642.0,2539.0,14554.0,148922000.0,10232.38
966,978,75614.0,VALLEY CENTER-PAUMA UNIFIED,372.0,21.0,2120.0,1320.0,8.0,168.0,60.0,4069.0,33781000.0,8302.04
967,979,71324.0,VALLEY HOME JOINT ELEMENTARY,0.0,2.0,74.0,92.0,0.0,5.0,2.0,175.0,1279000.0,7308.57
969,981,72652.0,VENTURA UNIFIED,65.0,198.0,8791.0,6675.0,32.0,660.0,560.0,16981.0,147075000.0,8661.15
970,982,67918.0,VICTOR ELEMENTARY,138.0,2457.0,7586.0,1887.0,72.0,290.0,321.0,12751.0,144266000.0,11314.09
971,983,67934.0,VICTOR VALLEY UNION HIGH,158.0,2480.0,8020.0,2113.0,84.0,819.0,369.0,14043.0,130960000.0,9325.64
972,984,63834.0,VINELAND ELEMENTARY,0.0,0.0,711.0,8.0,0.0,5.0,2.0,726.0,10189000.0,14034.44
973,985,72256.0,VISALIA UNIFIED,231.0,441.0,19617.0,6169.0,41.0,1017.0,1416.0,28932.0,311104000.0,10752.94
974,986,69344.0,VISTA DEL MAR UNION,4.0,0.0,36.0,24.0,0.0,31.0,3.0,98.0,851000.0,8683.67
975,987,68452.0,VISTA UNIFIED,96.0,720.0,15939.0,6060.0,209.0,1110.0,917.0,25051.0,223324000.0,8914.77
976,988,61812.0,WALNUT CREEK ELEMENTARY,4.0,86.0,492.0,2089.0,7.0,288.0,623.0,3589.0,15753000.0,4389.24
977,989,73460.0,WALNUT VALLEY UNIFIED,11.0,291.0,3410.0,1140.0,80.0,477.0,9110.0,14519.0,132669000.0,9137.61
978,990,75416.0,WARNER UNIFIED,131.0,36.0,435.0,819.0,1.0,198.0,113.0,1733.0,5320000.0,3069.82
979,991,63842.0,WASCO UNION ELEMENTARY,2.0,69.0,3380.0,125.0,3.0,9.0,22.0,3610.0,47946000.0,13281.44
980,992,63859.0,WASCO UNION HIGH,1.0,29.0,1712.0,102.0,1.0,5.0,5.0,1855.0,18916000.0,10197.3
981,993,62513.0,WASHINGTON COLONY ELEMENTARY,1.0,4.0,378.0,36.0,0.0,3.0,6.0,428.0,5429000.0,12684.58
982,994,76778.0,WASHINGTON UNIFIED,69.0,454.0,3554.0,2444.0,106.0,291.0,1165.0,8083.0,91821000.0,11359.77
983,995,76778.0,WASHINGTON UNIFIED,69.0,454.0,3554.0,2444.0,106.0,291.0,1165.0,8083.0,36536000.0,4520.1
984,996,76778.0,WASHINGTON UNIFIED,48.0,235.0,2200.0,227.0,0.0,43.0,245.0,2998.0,91821000.0,30627.42
985,997,76778.0,WASHINGTON UNIFIED,48.0,235.0,2200.0,227.0,0.0,43.0,245.0,2998.0,36536000.0,12186.79
986,998,66233.0,WASHINGTON UNION ELEMENTARY,1.0,3.0,190.0,562.0,3.0,51.0,78.0,888.0,4500000.0,5067.57
987,999,75572.0,WATERFORD UNIFIED,33.0,78.0,1766.0,1606.0,12.0,288.0,193.0,3976.0,25818000.0,6493.46
988,1000,70995.0,WAUGH ELEMENTARY,2.0,15.0,206.0,529.0,1.0,93.0,63.0,909.0,7477000.0,8225.52
989,1001,72264.0,WAUKENA JOINT UNION ELEMENTARY,0.0,1.0,207.0,31.0,0.0,0.0,1.0,240.0,2954000.0,12308.33
990,1002,65862.0,WEAVER UNION,13.0,132.0,1928.0,296.0,11.0,60.0,426.0,2866.0,34322000.0,11975.58
991,1003,70482.0,WEED UNION ELEMENTARY,5.0,18.0,66.0,136.0,0.0,30.0,14.0,269.0,2501000.0,9297.4
992,1004,61796.0,WEST CONTRA COSTA UNIFIED,69.0,5186.0,16935.0,3138.0,205.0,929.0,4674.0,31136.0,309360000.0,9935.77
993,1005,65094.0,WEST COVINA UNIFIED,22.0,760.0,8712.0,1302.0,41.0,284.0,1681.0,12802.0,122909000.0,9600.77
994,1006,62539.0,WEST PARK ELEMENTARY,6.0,12.0,518.0,58.0,0.0,8.0,36.0,638.0,7881000.0,12352.66
995,1007,71001.0,WEST SIDE UNION ELEMENTARY,0.0,0.0,62.0,110.0,0.0,7.0,0.0,179.0,865000.0,4832.4
996,1008,70607.0,WEST SONOMA COUNTY UNION HIGH,17.0,25.0,405.0,1374.0,4.0,55.0,64.0,1944.0,17294000.0,8896.09
997,1009,66951.0,WESTERN PLACER UNIFIED,106.0,232.0,2334.0,5388.0,60.0,394.0,506.0,9020.0,58735000.0,6511.64
998,1010,66746.0,WESTMINSTER,30.0,63.0,4081.0,1202.0,59.0,236.0,3667.0,9338.0,107186000.0,11478.48
999,1011,63230.0,WESTMORLAND UNION ELEMENTARY,0.0,0.0,363.0,17.0,0.0,0.0,0.0,380.0,4723000.0,12428.95
1000,1012,62547.0,WESTSIDE ELEMENTARY,9.0,56.0,677.0,354.0,0.0,53.0,30.0,1179.0,13671000.0,11595.42
1001,1013,65102.0,WESTSIDE UNION ELEMENTARY,20.0,986.0,4167.0,3206.0,12.0,510.0,401.0,9302.0,83599000.0,8987.21
1002,1014,64204.0,WESTWOOD UNIFIED,17.0,5.0,54.0,248.0,0.0,18.0,4.0,346.0,2746000.0,7936.42
1003,1015,72751.0,WHEATLAND,17.0,63.0,299.0,781.0,10.0,117.0,47.0,1334.0,16268000.0,12194.9
1004,1016,72769.0,WHEATLAND UNION HIGH,9.0,25.0,223.0,364.0,2.0,95.0,21.0,739.0,7190000.0,9729.36
1005,1017,70169.0,WHITMORE UNION ELEMENTARY,1.0,3.0,25.0,159.0,1.0,26.0,1.0,216.0,2599000.0,12032.41
1006,1018,65110.0,WHITTIER CITY ELEMENTARY,12.0,40.0,5574.0,230.0,7.0,165.0,47.0,6075.0,64739000.0,10656.63
1007,1019,65128.0,WHITTIER UNION HIGH,21.0,105.0,10604.0,968.0,16.0,51.0,256.0,12021.0,163000000.0,13559.6
1008,1020,65136.0,WILLIAM S. HART UNION HIGH,83.0,1275.0,10623.0,10383.0,34.0,1512.0,2856.0,26766.0,239609000.0,8951.99
1009,1021,61622.0,WILLIAMS UNIFIED,2.0,4.0,1284.0,71.0,1.0,5.0,15.0,1382.0,13664000.0,9887.12
1010,1022,65623.0,WILLITS UNIFIED,143.0,13.0,535.0,1056.0,2.0,105.0,30.0,1884.0,17217000.0,9138.54
1011,1023,70490.0,WILLOW CREEK ELEMENTARY,3.0,0.0,2.0,25.0,0.0,9.0,0.0,39.0,605000.0,15512.82
1012,1024,67579.0,WILLOW GROVE UNION ELEMENTARY,0.0,0.0,18.0,1.0,0.0,0.0,0.0,19.0,80000.0,4210.53
1013,1025,62661.0,WILLOWS UNIFIED,36.0,8.0,707.0,565.0,5.0,29.0,74.0,1424.0,12356000.0,8676.97
1014,1026,71019.0,WILMAR UNION ELEMENTARY,2.0,0.0,40.0,179.0,2.0,8.0,2.0,233.0,1226000.0,5261.8
1015,1027,65151.0,WILSONA ELEMENTARY,15.0,145.0,896.0,205.0,0.0,50.0,4.0,1315.0,16221000.0,12335.36
1016,1028,75358.0,WINDSOR UNIFIED,56.0,33.0,2648.0,2253.0,17.0,122.0,94.0,5223.0,41561000.0,7957.3
1017,1029,71456.0,WINSHIP-ROBBINS,4.0,2.0,245.0,395.0,0.0,74.0,20.0,740.0,2489000.0,3363.51
1018,1030,72702.0,WINTERS JOINT UNIFIED,4.0,23.0,1027.0,473.0,2.0,7.0,19.0,1555.0,16339000.0,10507.4
1019,1031,65870.0,WINTON,10.0,15.0,1692.0,144.0,0.0,5.0,76.0,1942.0,25475000.0,13117.92
1020,1032,76869.0,WISEBURN UNIFIED,9.0,616.0,2227.0,834.0,23.0,377.0,215.0,4301.0,66336000.0,15423.39
1021,1033,76794.0,WOODLAKE UNIFIED,6.0,6.0,1999.0,158.0,0.0,6.0,17.0,2192.0,30840000.0,14069.34
1022,1034,72710.0,WOODLAND JOINT UNIFIED,54.0,139.0,6843.0,2243.0,36.0,206.0,556.0,10077.0,97180000.0,9643.74
1023,1035,69088.0,WOODSIDE ELEMENTARY,0.0,9.0,45.0,283.0,7.0,41.0,15.0,400.0,14636000.0,36590.0
1024,1036,72298.0,WOODVILLE UNION ELEMENTARY,0.0,0.0,426.0,9.0,0.0,0.0,1.0,436.0,6337000.0,14534.4
1025,1037,71035.0,WRIGHT ELEMENTARY,18.0,47.0,1039.0,314.0,4.0,42.0,129.0,1593.0,15815000.0,9927.81
1027,1039,76414.0,YOSEMITE UNIFIED,64.0,13.0,411.0,1515.0,1.0,151.0,33.0,2188.0,17219000.0,7869.74
1028,1040,70508.0,YREKA UNION ELEMENTARY,149.0,7.0,150.0,574.0,0.0,54.0,25.0,959.0,9436000.0,9839.42
1029,1041,70516.0,YREKA UNION HIGH,36.0,5.0,98.0,424.0,0.0,63.0,8.0,634.0,6836000.0,10782.33
1030,1042,71464.0,YUBA CITY UNIFIED,86.0,244.0,5869.0,3785.0,44.0,718.0,2538.0,13284.0,137279000.0,10334.16
1032,1044,67959.0,YUCAIPA-CALIMESA JOINT UNIFIED,42.0,153.0,4038.0,4720.0,19.0,807.0,190.0,9969.0,93604000.0,9389.51
