,Unnamed: 0,District Code,Agency Name,American Indian/Alaska Native,Black,Hispanic,White,Hawaiian Nat./Pacific Isl.,Two or More Races,Asian or Asian/Pacific Islander,Total Enrollment,Total Revenue,Revenue per student
207,212,75366.0,DELHI UNIFIED,1.0,8.0,2355.0,185.0,3.0,10.0,82.0,2644.0,33469000.0,12658.47
208,213,70227.0,DELPHIC ELEMENTARY,3.0,0.0,10.0,32.0,0.0,12.0,0.0,57.0,742000.0,13017.54
209,214,71068.0,DENAIR UNIFIED,4.0,7.0,602.0,619.0,1.0,70.0,6.0,1309.0,10638000.0,8126.81
210,215,67041.0,DESERT CENTER UNIFIED,0.0,0.0,10.0,9.0,0.0,0.0,0.0,19.0,306000.0,16105.26
211,216,67058.0,DESERT SANDS UNIFIED,88.0,502.0,21139.0,5645.0,32.0,716.0,836.0,28958.0,322665000.0,11142.52
212,217,63420.0,DI GIORGIO ELEMENTARY,0.0,0.0,219.0,10.0,0.0,0.0,0.0,229.0,2740000.0,11965.07
213,218,75531.0,DINUBA UNIFIED,37.0,28.0,6066.0,317.0,3.0,1.0,134.0,6586.0,82776000.0,12568.48
214,219,65318.0,DIXIE ELEMENTARY,3.0,36.0,290.0,1307.0,5.0,134.0,207.0,1982.0,12344000.0,6228.05
215,220,70532.0,DIXON UNIFIED,16.0,58.0,2105.0,1225.0,10.0,176.0,73.0,3663.0,29745000.0,8120.39
216,221,75317.0,DOS PALOS ORO LOMA JOINT UNIFIED,51.0,61.0,1833.0,351.0,5.0,12.0,12.0,2325.0,29491000.0,12684.3
217,222,71696.0,DOUGLAS CITY ELEMENTARY,2.0,0.0,20.0,140.0,0.0,22.0,4.0,188.0,1954000.0,10393.62
218,223,64451.0,DOWNEY UNIFIED,39.0,609.0,19801.0,1066.0,47.0,120.0,602.0,22284.0,250652000.0,11248.07
219,224,66803.0,DRY CREEK JOINT ELEMENTARY,48.0,291.0,1303.0,3758.0,35.0,612.0,681.0,6728.0,50455000.0,7499.26
220,225,64469.0,DUARTE UNIFIED,23.0,148.0,2622.0,372.0,8.0,249.0,300.0,3722.0,42831000.0,11507.52
221,226,75093.0,DUBLIN UNIFIED,26.0,364.0,1272.0,2552.0,30.0,898.0,5517.0,10659.0,73618000.0,6906.65
222,227,71894.0,DUCOR UNION ELEMENTARY,1.0,0.0,162.0,5.0,0.0,0.0,0.0,168.0,1945000.0,11577.38
223,228,70672.0,DUNHAM ELEMENTARY,0.0,0.0,36.0,136.0,0.0,14.0,0.0,186.0,2294000.0,12333.33
224,229,70243.0,DUNSMUIR ELEMENTARY,3.0,0.0,20.0,54.0,0.0,13.0,0.0,90.0,983000.0,10922.22
